init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,K,N,trial,seed,pipeline,failed,error,Y_NMSE,Z_NMSE,raw_noisy_residual,Z_noisy_residual,position_error,range_RMSE,delay_RMSE,polarization_angle_RMSE,delay_geometry_consistency_RMSE,compressed_ris_manifold_residual,evs_maxwell_consistency_residual,common_delay_pole_consistency,vp_converged,vp_nfev,vp_final_noisy_objective,vp_initial_noisy_objective,vp_initial_Y_NMSE,vp_worsened_noisy_objective,vp_worsened_true_nmse,optimizer_converged,optimizer_status,optimizer_message,nfev,initial_noisy_objective,final_noisy_objective,relative_noisy_objective_decrease,final_position_error,final_Y_NMSE,fail_convergence,fail_position_50cm,fail_position_1m,fail_nmse_1e2,fail_noisy_objective_increase,stage2_worsened_noisy_z_residual,stage2_worsened_true_z_nmse,stage2_initial_Z_noisy_residual,stage2_final_Z_noisy_residual,stage2_initial_Z_NMSE,stage2_final_Z_NMSE,success_pos_10cm,success_pos_20cm,success_pos_50cm,success_nmse_1e3,success_nmse_1e2
clean,clean,,0.0,128,32x32,2,24,5,2026052805,Stage-I only,False,,0.00033011369013017966,0.0003086992105244878,0.4972603101529359,0.4949225433227338,0.7037585328685138,0.14183353488858236,5.497370255093736e-12,0.02554265246817076,4.749514971962765e-10,5.381470685234854e-25,1.0000005497679011e-20,8.326672684688674e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True
clean,clean,,0.0,128,32x32,2,24,5,2026052805,Stage-I + VP,False,,0.004082858933412938,0.0037659186639088143,0.49903625501304694,0.49646975704285196,0.7000042090823705,0.008264829610410142,2.826556056094239e-11,0.026814335502397833,2.198262631226462e-24,5.398302792851372e-25,1.0000002792830004e-20,7.850462293418876e-17,True,433,0.49903625501304694,0.5836038672037336,0.1735837098748518,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,433,0.5836038672037336,0.49903625501304694,0.1449058461450607,0.7000042090823705,0.004082858933412938,False,True,False,False,False,,,,,,,False,False,False,False,True
clean,clean,,0.0,128,32x32,2,24,5,2026052805,Stage-I + Stage-II,False,,0.00028101779217490336,0.00027030599785365364,0.4972595347381077,0.4949122340798106,0.706359224982367,0.15040775356365751,3.0873619181506624e-12,0.02059105708282041,4.779048667199619e-10,5.382066035392638e-25,1.0000005270754287e-20,1.1757450506243965e-16,,,,,,,,,,,,,,,,,,,,,,False,False,0.4949225433227338,0.4949122340798106,0.0003086992105244878,0.00027030599785365364,False,False,False,True,True
clean,clean,,0.0,128,32x32,2,24,5,2026052805,Stage-I + Stage-II + VP,False,,0.004082107927679609,0.0037686557993924044,0.4990364202381877,0.4964709211857781,0.7000040991467292,0.008198078527740125,2.810344023384342e-11,0.026507161245595438,4.1359030627651384e-25,5.396751659779935e-25,9.999999653787889e-21,1.1757450506243965e-16,True,369,0.4990364202381877,0.5717783621019643,0.14993294445994287,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,369,0.5717783621019643,0.4990364202381877,0.12722052229532374,0.7000040991467292,0.004082107927679609,False,True,False,False,False,False,False,0.4949225433227338,0.4949122340798106,0.0003086992105244878,0.00027030599785365364,False,False,False,False,True
clean,clean,,0.0,128,32x32,2,24,6,2026052806,Stage-I only,False,,0.0005491918049616197,0.0003824462120100507,0.5005598329953616,0.5019327408343082,0.32398404474905723,0.14260558760529896,2.1861115421875722e-11,0.010858595809147754,4.3453596974481154e-10,5.268154360842896e-25,1.0000003100487286e-20,5.551115123125783e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,6,2026052806,Stage-I + VP,False,,0.00015242302816022814,0.0001480513514286614,0.500457626634862,0.5019044425271829,0.0025465144967239035,0.0012067571282140233,4.2891498538072135e-12,0.015534700563761534,1.667235825699497e-24,5.262120929051466e-25,1.0000002058966949e-20,7.850462293418876e-17,True,545,0.500457626634862,0.5989529324586201,0.19810488547910468,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,545,0.5989529324586201,0.500457626634862,0.16444581950613096,0.0025465144967239035,0.00015242302816022814,False,False,False,False,False,,,,,,,True,True,True,True,True
clean,clean,,0.0,128,32x32,2,24,6,2026052806,Stage-I + Stage-II,False,,0.0002587900178075718,0.00025665006636817173,0.5004668048525437,0.5018264485337254,0.3588698636176578,0.2501836098370342,4.0346255072672066e-12,0.0093893852449759,7.347685475890641e-10,5.275646500187644e-25,1.0000000042961197e-20,1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,,False,False,0.5019327408343082,0.5018264485337254,0.0003824462120100507,0.00025665006636817173,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,6,2026052806,Stage-I + Stage-II + VP,False,,0.0038161791460898913,0.003588335089762945,0.5023404072002461,0.5035960857911476,0.6903345492014104,0.007594422555590752,2.5911999816708753e-11,0.0176474317663604,6.203854594147707e-25,5.3181924187295535e-25,1.0000005460986621e-20,1.3401577416544657e-16,True,497,0.5023404072002461,0.7134949127008173,0.42955895680336037,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,497,0.7134949127008173,0.5023404072002461,0.2959439538276183,0.6903345492014104,0.0038161791460898913,False,True,False,False,False,False,False,0.5019327408343082,0.5018264485337254,0.0003824462120100507,0.00025665006636817173,False,False,False,False,True
clean,clean,,0.0,128,32x32,2,24,7,2026052807,Stage-I only,False,,0.0002749984785732918,0.00022694979240853465,0.5036346017731197,0.5096328402334337,0.3090935701714184,0.034973996217267024,1.333438139503989e-11,0.008007594894427062,2.1408891572555185e-11,4.527784965593254e-25,9.999991652461444e-21,1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,7,2026052807,Stage-I + VP,False,,0.0026713128971838852,0.0025493860833625806,0.5046711705505956,0.5105535431796265,0.6374871388310615,0.009848710530043587,2.6233212760801487e-11,0.007345042283338976,2.339620081609152e-24,4.52017504870149e-25,9.999988224149335e-21,1.3877787807814457e-16,True,513,0.5046711705505956,0.5158448502997081,0.023432130577976613,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,513,0.5158448502997081,0.5046711705505956,0.021660931077668946,0.6374871388310615,0.0026713128971838852,False,True,False,False,False,,,,,,,False,False,False,False,True
clean,clean,,0.0,128,32x32,2,24,7,2026052807,Stage-I + Stage-II,False,,0.00018151167540722413,0.00018329215481259245,0.5036113251492724,0.509596155077797,0.3160265540325324,0.05383128463816402,1.9374721264072037e-12,0.007433891361396788,1.5006084835057876e-10,4.53197036347748e-25,1.0000000461025696e-20,6.206335383118183e-17,,,,,,,,,,,,,,,,,,,,,,False,False,0.5096328402334337,0.509596155077797,0.00022694979240853465,0.00018329215481259245,False,False,True,True,True
clean,clean,,0.0,128,32x32,2,24,7,2026052807,Stage-I + Stage-II + VP,False,,0.002676261387153455,0.0025581669087000234,0.5046705454195201,0.51055153708761,0.6378556077029879,0.009923640136447736,2.6054979706142755e-11,0.00761727370592313,1.7052765185096254e-24,4.519417951470933e-25,1.00000025194715e-20,7.850462293418876e-17,True,641,0.5046705454195201,0.5244272314191296,0.0440495894807008,False,False,True,1,SciPy unavailable; used bounded coordinate-search fallback,641,0.5244272314191296,0.5046705454195201,0.03767288351168732,0.6378556077029879,0.002676261387153455,False,True,False,False,False,False,False,0.5096328402334337,0.509596155077797,0.00022694979240853465,0.00018329215481259245,False,False,False,False,True
