suite,x_name,x_value,variant,variant_label,n,n_failed,n_success,success_rate,failure_rate,position_rmse_m,position_mean_error_m,position_conditional_rmse_m,position_median_m,position_p90_m,position_p95_m,peb_position_m_mean,peb_position_m_rms,clock_rmse_ns,clock_median_ns,clock_p90_ns,clock_p95_ns,channel_nmse_mean,channel_nmse_median,channel_nmse_p90,channel_nmse_p95,conditional_outlier_rate,outlier_rate,catastrophic_rate,outlier_ci_low,outlier_ci_high,outlier_ci_method,runtime_mean_s,runtime_median_s,runtime_p95_s,peak_rss_median_mb,peak_rss_max_mb,stage1_runtime_median_s,mksc_projection_runtime_median_s,common_geometry_runtime_median_s,anchor_refresh_runtime_median_s,stage3_runtime_median_s,clock_certificate_rate,clock_certificate_gap_p95,stage1_basin_acquisition_rate,stage1_delay_rmse_ns_median,stage1_delay_rmse_ns_p95,common_geometry_hessian_min_eig_median
compression,snr_db,-10.0,proposed,MKSC-GI-balanced + CCOP-JVP,200,0,200,1.0,0.0,0.13090165818972344,0.010269423394122124,0.001216137978830568,0.0008691241183835155,0.0019173758213602496,0.002436641318453917,nan,nan,0.22696346779351395,0.0025226675120096805,0.006328398704560615,0.00693887741615229,0.005011945308661281,4.989312011865782e-05,8.083128152686006e-05,8.88096267114066e-05,0.005,0.005,0.005,0.00012658102786701825,0.02754189845720562,Clopper-Pearson exact,24.60536412444897,25.51102821994573,40.2754071411211,nan,nan,24.613775198347867,0.8817753084003925,2.0351320169866085,0.17564842384308577,0.7328146672807634,1.0,5.171516914879964e-10,0.995,0.06898222980900533,0.8963745851497752,9.128605262703191
compression,snr_db,-10.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,200,0,200,1.0,0.0,0.23761590814797706,0.05111749610503379,0.0012159751372703231,0.0009071743697418408,0.0024399220235156727,0.2699866898393636,nan,nan,0.5500167472444044,0.0027148260950681947,0.006943163169193864,0.22883924831126132,0.043683681389846594,5.1402637674008886e-05,8.886327167077265e-05,0.3056704464178361,0.055,0.055,0.055,0.027772254552006537,0.09627764443391285,Clopper-Pearson exact,24.28750746584963,25.01763094868511,40.705677087651566,nan,nan,24.1399509543553,0.0,1.9845720054581761,0.18364614201709628,0.731280729174614,1.0,5.318043684433682e-10,0.935,0.14365976364213867,21.896743713610277,8.972482591059503
compression,snr_db,-15.0,proposed,MKSC-GI-balanced + CCOP-JVP,200,0,200,1.0,0.0,0.26207309633824666,0.051635250148096015,0.002165765357130754,0.001597415517166335,0.004016020662717813,0.019031636867704194,nan,nan,0.6137419092312665,0.004804272628210494,0.012260949896259815,0.019946616518134543,0.03980893304693781,0.0001627006134733433,0.0002840981898867815,0.018854432112586514,0.05,0.05,0.05,0.024234165472108552,0.09002753770135137,Clopper-Pearson exact,25.36056655707769,25.144035887904465,43.91189565826207,nan,nan,24.0874745240435,0.9190770769491792,2.059304349590093,0.18139122007414699,0.7592691485770047,1.0,1.3207722172855408e-09,0.94,0.16876704129470882,19.41988664409802,6.418756537597503
compression,snr_db,-15.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,200,0,200,1.0,0.0,0.40315020262948476,0.14522312280153582,0.002163194742874653,0.002033294864572188,0.7012158253690035,1.088041105626524,nan,nan,0.8798331969936165,0.005855966886427919,1.210769795205529,2.3840061647730777,0.11386862082400356,0.00017976666762710067,0.7776344960059236,0.9855949050026089,0.155,0.155,0.155,0.10780940010409655,0.21273764321570593,Clopper-Pearson exact,23.973755778041667,25.09295522607863,40.20729167228564,nan,nan,23.849949445109814,0.0,2.1824242561124265,0.1941992756910622,0.8039791737683117,1.0,1.4465814328882047e-09,0.8,0.8062040394452548,68.0335792074007,5.681032162334153
compression,snr_db,-20.0,proposed,MKSC-GI-balanced + CCOP-JVP,200,0,200,1.0,0.0,0.37858075502584876,0.14479752511826288,0.003608813918211583,0.0032671558435211634,0.6975027504803205,0.9447448284120049,nan,nan,0.7517183655783595,0.010076833473856416,1.004807835951749,1.9125000975614457,0.11131721778763612,0.0005669439576121915,0.6104886263900342,0.9657676748800604,0.195,0.195,0.195,0.14249187477905892,0.2567856875265592,Clopper-Pearson exact,25.420512664965354,26.06073600659147,41.267248240066685,nan,nan,24.787927055265754,0.9178728028200567,2.178891554940492,0.1860330612398684,0.8084111185744405,1.0,3.937223237385075e-09,0.775,0.6529074184793763,60.75690355031854,3.9982220855161454
compression,snr_db,-20.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,200,0,200,1.0,0.0,0.6503486764771932,0.3942516112985509,0.003780297483076899,0.0060654565044836045,1.2382510459486447,1.4595652413881506,nan,nan,1.6208527672065767,0.016690902956563693,3.1377388496981107,4.12062462177977,0.3108984112658979,0.0010001886964083736,0.9895459388232736,0.9922929871217923,0.45,0.45,0.45,0.3797535899788847,0.5217506890064616,Clopper-Pearson exact,24.14254006901756,25.493028813041747,39.27906036665663,nan,nan,24.302174502518028,0.0,2.210356512106955,0.19294033525511622,0.8544287397526205,1.0,4.50887344016183e-09,0.485,22.224139699652,88.25604941884802,1.435502521408679
compression,snr_db,-5.0,proposed,MKSC-GI-balanced + CCOP-JVP,200,0,200,1.0,0.0,0.0006824655039785113,0.0005710317722741774,0.0006824655039785113,0.0004829533874219134,0.0010773948657100945,0.0012553274847654878,nan,nan,0.0020866396774623826,0.0014112738992838815,0.0034121110343906186,0.0038782641880686437,1.6764650011182945e-05,1.5824608074231683e-05,2.5485463680497214e-05,2.7684502873007475e-05,0.0,0.0,0.0,0.0,0.01827534035513624,Clopper-Pearson exact,23.949996536565013,24.045795413665473,39.161137175932524,nan,nan,23.048734283074737,0.9706854335963726,2.0071974373422563,0.18913959432393312,0.7189627201296389,1.0,2.63709680547479e-10,1.0,0.034489160281762875,0.16697440911563005,11.27303996305897
compression,snr_db,-5.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,200,0,200,1.0,0.0,0.06588108582429116,0.005228496714035758,0.0006840856890052294,0.0004885530935763917,0.0010860969972844314,0.0013765999857786417,nan,nan,0.21927245080774213,0.0014268799613878524,0.0035536498881068427,0.003915330460527183,0.002085801929959141,1.5824764344193484e-05,2.556191888042143e-05,2.8024292392992347e-05,0.005,0.005,0.005,0.00012658102786701825,0.02754189845720562,Clopper-Pearson exact,24.02342472622171,23.285463330335915,41.233033792534826,nan,nan,22.576891540549695,0.0,1.9812629926018417,0.1835574982687831,0.7400453449226916,1.0,2.637956674969621e-10,0.99,0.04818920620398334,1.207343403473524,11.248922400646387
compression,snr_db,0.0,proposed,MKSC-GI-balanced + CCOP-JVP,200,0,200,1.0,0.0,0.00038383632710022524,0.00032118054197797895,0.00038383632710022524,0.0002720585436399859,0.0006067921998993725,0.0007054559949105736,nan,nan,0.0011738117554993563,0.0007947733716422588,0.0019184375859743067,0.002179386037637463,5.30201451755763e-06,5.012833604741091e-06,8.050368031235784e-06,8.755124542381442e-06,0.0,0.0,0.0,0.0,0.01827534035513624,Clopper-Pearson exact,24.208913487927056,25.083645770791918,38.993790814559894,nan,nan,24.170366727281362,0.9293438363820314,1.958451271057129,0.18745423527434468,0.6935131968930364,1.0,7.330012998690583e-11,1.0,0.019424107620366324,0.08433906587769423,12.809399657752571
compression,snr_db,0.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,200,0,200,1.0,0.0,0.12690609991645257,0.009293557713305773,0.000384427511025439,0.00027467461571338005,0.0006132906576495669,0.0007759366752499712,nan,nan,0.31056867051459713,0.0007947738068670604,0.001996725422777453,0.002205927625206069,0.004985306231398303,5.047351537044143e-06,8.077783925259217e-06,8.851436394529139e-06,0.005,0.005,0.005,0.00012658102786701825,0.02754189845720562,Clopper-Pearson exact,23.996900591887535,23.92258399305865,38.707430441770704,nan,nan,22.94598384713754,0.0,1.9213109049014747,0.18242428824305534,0.7551518753170967,1.0,7.330893470165267e-11,0.995,0.022998890550979683,0.2060059263799539,12.782675991731931
