figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,0,3147786918,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.001179403684748315,0.001129316608687985,1.044351668677325,False,2.5972770373095412e-05,3.963112893702112,0.001179403684748315,2.5972770373095412e-05,3.963112893702112,nan,nan,nan,False,not_run,not_requested,"[72.09819046298318,18.799690675524293,30.135775444619693]","[0.013869973622171891,0.05319236455752547,0.033183151427696206]","[1.3766053806233532e-08,2.379537835241956e-08,7.653730133780611e-08]",,,,826432.8995161116,69.53544782816799,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,0,3147786918,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.001179403684748315,0.001129316608687985,1.044351668677325,False,2.5972770373095412e-05,3.963112893702112,0.001179403684748315,2.5972770373095412e-05,3.963112893702112,nan,nan,nan,False,not_run,not_requested,"[72.09819046298318,18.799690675524293,30.135775444619693]","[0.013869973622171891,0.05319236455752547,0.033183151427696206]","[1.3766053806233532e-08,2.379537835241956e-08,7.653730133780611e-08]",,,,826432.8995161116,69.53544782816799,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.07661524631889284,0.07661524631889284,2,data_only_efim_tau_crb,0.07990371618333993,0.00013912689001537783,0.00013912689001537783,True,0.07675437320890822,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
