figure,variant,trial_id,seed,snr_db,x_name,x_value,K,paper_k,effective_K,num_ris_paths,receiver_mode,config_seed,nested_receiver_noise_convention,reference_receiver_mode,reference_sigma2,nested_base_y_noisy_hash,failed,error,runtime_s,position_rmse_m,position_error_m,y_nmse,range_rmse_m,tau_rmse_s,raw_objective_final,outlier_flag,selected_branch,final_refinement_method,final_runner_name,used_main_single_proposed_path,variant_config_hash,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,jones_mode,adaptive_enabled,adaptive_policy_name,selected_vp_family_branch,lambda_path_min,lambda_path_max,lambda_path_mean,lambda_clipped_fraction,used_stage1_regularizer,linear_nuisance_dim,nonlinear_dim,fixed_pol_score,jones_score,lambda_jones_per_path,snr_eff_per_path,jones_leakage_per_path,reliability_decision,trigger_reasons,gof_stat,gof_dof,gof_pass,data_only_scaled_efim_lambda_min,data_only_scaled_efim_condition_number,stage1_assignment_margin,stage1_selected_clock_std_ns,delta_t_k_ns,stage1_runtime_s,global_vp_runtime_s,total_runtime_s,peb_position_m,peb_scalar_m,peb_dual_m,peb_evs_m,efim_unscaled_cache_hit,efim_unscaled_cache_key,efim_sigma2,efim_reuse_mode,peb_backend,rss_mb_before,rss_mb_after,rss_mb_delta,warning,debug_main_position_error_m,debug_main_y_nmse,debug_main_raw_objective,debug_main_global_vp_mode,debug_main_adaptive_enabled,debug_config_diff_summary
fig1,PEB,0,3147786918,5.0,snr_db,5.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,1.5864254940024693,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,e95573f14d2ecc9d,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0002008240472644827,nan,nan,0.0002008240472644827,False,962164d98d323cdd7cb400e4eec2c624a67a3254e86d277bb8039d2bde664ab1,0.12536941931437523,computed_unscaled,cpu,nan,nan,nan,,,,,,,
fig1,free_jones_vp,1,112311654,5.0,snr_db,5.0,3,3,3,3,full_6d,112311654,,,nan,,False,,540.5911764810007,0.024949899213456833,0.024949899213456833,0.0016796518672618811,0.006509986722633969,5.999261752406809e-12,0.09658317702949444,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,aad56cd0bbb3ad47,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.598146213805314e-07,2.205172077710673e-07,4.783475138659683e-07]",jnpp_then_vp,[],3112795.0937834834,3096560,False,17919090.314912207,88.40513346828058,14.839829498983507,0.0916938344194194,"[4.998378597631181,4.997623705852452,4.803490254049134]",20.608091853002406,516.066342940001,537.0971134350038,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,free_jones_vp_force_rescue,1,112311654,5.0,snr_db,5.0,3,3,3,3,full_6d,112311654,,,nan,,False,,533.9577952180007,0.0007024292038721929,0.0007024292038721929,3.5855350275860925e-06,2.4264329484108234e-05,4.2318464352751697e-13,0.09607578023739966,False,ris_only_stage2_then_vp,global_exact_spherical_vp,proposed_post_stage1,False,374709b9ac183122,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[1.2103703359887735e-07,2.4041861909954935e-07,3.298594850651704e-06]",jnpp_then_vp,[],3112795.0937834834,3096560,False,17919090.314912207,88.40513346828058,14.839829498983507,0.0916938344194194,"[4.998378597631181,4.997623705852452,4.803490254049134]",20.608091853002406,11.969979160003277,34.77768991900666,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,PEB,1,112311654,5.0,snr_db,5.0,3,3,3,3,full_6d,112311654,,,nan,,False,,1.3885292339982698,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,b90ad4caea76c691,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.00025546308279899904,nan,nan,0.00025546308279899904,False,03cd7c332e4eed0126bd941bde17e626eadbdc845abb58ecb3c9db59f411c888,0.09607993426569139,computed_unscaled,cpu,nan,nan,nan,,,,,,,
fig1,free_jones_vp,2,3251202663,5.0,snr_db,5.0,3,3,3,3,full_6d,3251202663,,,nan,,False,,153.55747482699735,0.0003052788542051104,0.0003052788542051104,3.552296265087829e-06,0.00018043509463131714,1.2076129412860247e-13,0.07225995132379452,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,bf5ee11a3f3104b0,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.794476966354095e-07,4.1740354375648974e-07,5.122044639182256e-06]",direct_vp,[],3093872.291927792,3096560,True,26652188.381756555,73.90233521600896,39.250215721331195,0.03212775178915205,"[4.942793345786573,5.006133856749327,5.0149092525897805]",19.624375543997303,151.7418492830002,171.7460964699967,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,free_jones_vp_force_rescue,2,3251202663,5.0,snr_db,5.0,3,3,3,3,full_6d,3251202663,,,nan,,False,,190.92493126200134,0.0003052788542051104,0.0003052788542051104,3.552296265087829e-06,0.00018043509463131714,1.2076129412860247e-13,0.07225995132379452,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,7d100ae613d2ec7d,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.794476966354095e-07,4.1740354375648974e-07,5.122044639182256e-06]",jnpp_then_vp,[],3093872.291927792,3096560,True,26652188.381756555,73.90233521600896,39.250215721331195,0.03212775178915205,"[4.942793345786573,5.006133856749327,5.0149092525897805]",19.624375543997303,171.53205514399815,191.53630233099466,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,PEB,2,3251202663,5.0,snr_db,5.0,3,3,3,3,full_6d,3251202663,,,nan,,False,,1.9665202100004535,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,57c80356029f6786,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0001963938047070434,nan,nan,0.0001963938047070434,False,8987930e90af29d022988cd1458542371c71a26f04123b06ffb10e357efad045,0.07232309866643087,computed_unscaled,cpu,nan,nan,nan,,,,,,,
fig1,free_jones_vp,3,3422926171,5.0,snr_db,5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,30.415901792002842,0.00018423380490701372,0.00018423380490701372,3.3280985724029423e-06,9.54832846207847e-05,7.181455369238821e-13,0.08795710228120053,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,d4c69809cfa12c3a,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.792828022525134e-06,1.514172390637935e-07,4.1154191431680975e-07]",direct_vp,[],3097490.625365792,3096560,True,27055962.128735635,79.30857062936046,31.472115071724016,0.036850638076584445,"[4.962358551828727,4.962095895886865,5.040398901138148]",26.222750616998383,28.44083055200099,55.15487426699838,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,free_jones_vp_force_rescue,3,3422926171,5.0,snr_db,5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,70.55570283899942,0.00018423380490701372,0.00018423380490701372,3.3280985724029423e-06,9.54832846207847e-05,7.181455369238821e-13,0.08795710228120053,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,575e9d6788217c0c,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.792828022525134e-06,1.514172390637935e-07,4.1154191431680975e-07]",jnpp_then_vp,[],3097490.625365792,3096560,True,27055962.128735635,79.30857062936046,31.472115071724016,0.036850638076584445,"[4.962358551828727,4.962095895886865,5.040398901138148]",26.222750616998383,27.343501274997834,54.05754498999522,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,PEB,3,3422926171,5.0,snr_db,5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,1.6556674359999306,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,25f5f2613341c8e3,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.00019438893501850355,nan,nan,0.00019438893501850355,False,46cd992e29b4ed53a81086c84bc1f4ac1f18d574a113993f628fc89e5c6f52c7,0.08793113035534897,computed_unscaled,cpu,nan,nan,nan,,,,,,,
fig1,free_jones_vp,4,287230138,5.0,snr_db,5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,29.94696432300043,0.0005361828437587651,0.0005361828437587651,7.604596838829875e-06,0.00047070800161613737,2.772991523877133e-13,0.15631997257126048,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,bdce1b1f048098b7,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.3340661108171614e-06,1.1942046758908907e-07,3.3111402651404624e-06]",direct_vp,[],3096381.322604482,3096560,True,29166840.80069314,76.12252556578925,27.835024808485915,0.029935880591281577,"[4.946911225406849,4.990648561315607,5.0197503784108415]",27.499901858001977,28.162288817002263,56.07159576900449,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,free_jones_vp_force_rescue,4,287230138,5.0,snr_db,5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,47.15472121700077,0.0005361828437587651,0.0005361828437587651,7.604596838829875e-06,0.00047070800161613737,2.772991523877133e-13,0.15631997257126048,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,fb9e4d7b7cc218c4,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.3340661108171614e-06,1.1942046758908907e-07,3.3111402651404624e-06]",jnpp_then_vp,[],3096381.322604482,3096560,True,29166840.80069314,76.12252556578925,27.835024808485915,0.029935880591281577,"[4.946911225406849,4.990648561315607,5.0197503784108415]",27.499901858001977,25.19582643100148,53.105133383003704,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,PEB,4,287230138,5.0,snr_db,5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,1.7831749229990237,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,14d8dc6db91cbca7,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.00017845997537464017,nan,nan,0.00017845997537464017,False,5e2bbcb0020ceb055cecd7713a3c0bd2d6345de855a642d5a5df4231b5553da9,0.15632980080685455,computed_unscaled,cpu,nan,nan,nan,,,,,,,
fig1,free_jones_vp,5,2290547997,5.0,snr_db,5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,477.51301786600015,0.026766033380112866,0.026766033380112866,0.002011346011276113,0.0010207025190307353,2.0424415410268057e-12,0.08679527115051339,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,04875ff69a4fa2b1,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[1.3254169528885874e-05,1.0130817208694371e-08,2.6457295593263674e-06]",jnpp_then_vp,[],3113255.9616357433,3096560,False,25131538.242917668,67.51090246902356,34.025504889262876,0.02022695275214883,"[5.005720146271859,5.012888918313308,5.0517608605597895]",25.828410001999146,475.8667931830023,502.12481843100613,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,free_jones_vp_force_rescue,5,2290547997,5.0,snr_db,5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,503.9103127390008,0.0003376509150551513,0.0003376509150551513,1.5136165165354142e-06,2.3581371846105258e-05,4.635652871859521e-13,0.08625764751029033,False,ris_only_stage2_then_vp,global_exact_spherical_vp,proposed_post_stage1,False,14f6ab9c4a3924f8,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[1.0392419302661932e-05,8.55345219541786e-09,2.649960371686424e-06]",jnpp_then_vp,[],3113255.9616357433,3096560,False,25131538.242917668,67.51090246902356,34.025504889262876,0.02022695275214883,"[5.005720146271859,5.012888918313308,5.0517608605597895]",25.828410001999146,61.918137265998666,90.67765027200221,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,
fig1,PEB,5,2290547997,5.0,snr_db,5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,1.5846412550017703,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,159307b4bdf1ec6c,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.00021575454328582214,nan,nan,0.00021575454328582214,False,67bda20771f0d568ecce0f5655027c82d34411909a85bc35ee765accf01ed33e,0.08633024616998021,computed_unscaled,cpu,nan,nan,nan,,,,,,,
