trial_id,seed,snr_db,fig1_position_error_m,main_single_position_error_m,abs_position_diff_m,fig1_y_nmse,main_single_y_nmse,fig1_raw_objective,main_single_raw_objective,fig1_global_vp_mode,main_single_global_vp_mode,fig1_adaptive_enabled,main_single_adaptive_enabled,config_diff_summary
0,3147786918,0.0,0.00037238381202209746,0.00037238381202209746,0.0,2.5944912754832633e-06,2.5944912754832633e-06,0.39631128991806286,0.39631128991806286,adaptive_jones,adaptive_jones,True,True,
1,112311654,0.0,0.0001275677003950346,0.0001275677003950346,0.0,8.866662521379047e-06,8.866662521379047e-06,0.3038171112657055,0.3038171112657055,adaptive_jones,adaptive_jones,True,True,
