figure,variant,x_value,metric,mean,median,std,p10,p90,success_rate,outlier_rate,n
fig4,dual_pol_peb,-30.0,peb_position_m,0.047778117128108234,0.04783461317053292,0.0012079120223062983,0.046457347002813336,0.04947246278169246,1.0,0.0,20
fig4,full_6d_evs_peb,-30.0,peb_position_m,0.01950389310886527,0.019524309741177054,0.0004929958331493774,0.01896390739504191,0.02019607260007766,1.0,0.0,20
fig4,scalar_peb,-30.0,peb_position_m,0.14557922984148738,0.1457316218583648,0.0036797757916493153,0.14154871634835495,0.15074573463518579,1.0,0.0,20
