init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,pipeline,num_rows,num_failed,failure_rate,Y_NMSE_mean,Y_NMSE_std,Y_NMSE_median,position_error_mean,position_error_std,position_error_median,position_error_p90,position_error_p95,range_RMSE_mean,range_RMSE_std,range_RMSE_median,delay_RMSE_mean,delay_RMSE_std,delay_RMSE_median,delay_geometry_consistency_RMSE_mean,delay_geometry_consistency_RMSE_std,delay_geometry_consistency_RMSE_median,compressed_ris_manifold_residual_mean,compressed_ris_manifold_residual_std,compressed_ris_manifold_residual_median,evs_maxwell_consistency_residual_mean,evs_maxwell_consistency_residual_std,evs_maxwell_consistency_residual_median,common_delay_pole_consistency_mean,common_delay_pole_consistency_std,common_delay_pole_consistency_median,success_pos_10cm_rate,success_pos_20cm_rate,success_pos_50cm_rate,success_nmse_1e3_rate,success_nmse_1e2_rate,vp_convergence_rate,vp_worsened_noisy_rate,vp_worsened_true_nmse_rate,fail_convergence_rate,fail_position_50cm_rate,fail_position_1m_rate,fail_nmse_1e2_rate,fail_noisy_objective_increase_rate,stage2_worsened_noisy_z_rate,stage2_worsened_true_z_nmse_rate,improvement_rate_position,improvement_rate_Y_NMSE,VP_success_gain_20cm,VP_success_gain_50cm
weak,weak,,-5.0,32,32x32,Stage-I + VP,50,0,0.0,0.6530265124177232,0.3768484409037335,0.8786864703621238,0.8133028513699593,0.4583136669075316,0.8585862190564972,1.3142074786343614,1.4538393564113246,0.4847723151040846,0.2854115425009979,0.4908324516734937,1.2632909479118444e-09,1.014132487544921e-09,9.115671563224845e-10,1.7963763042782254e-24,7.869125056660201e-25,1.849632079338486e-24,1.0754564102369283e-23,3.34196698612322e-24,9.6261595687075e-24,9.999999384120707e-21,1.3623135070935102e-26,1.0000000874541052e-20,9.512414442343337e-17,5.487069975818313e-17,8.326672684688674e-17,0.14,0.14,0.28,0.0,0.16,1.0,0.0,0.02,0.0,0.72,0.44,0.84,0.0,,,0.68,0.54,0.14,0.12
weak,weak,,-5.0,32,32x32,Stage-I only,50,0,0.0,0.2929781569962385,0.25273801261169043,0.28910420314963614,1.0592317811663778,0.4836275468393036,1.0772269645100128,1.6539878770540464,1.718244969780761,1.055432063273697,0.3553519004636335,1.139894273127927,6.023420586249453e-10,2.8688728941266425e-09,7.440228536488044e-11,2.6839101161540686e-09,2.396648046907863e-09,2.510833302032298e-09,1.0189352067487982e-23,2.4752341062099776e-24,9.761180165478696e-24,9.999999888013359e-21,1.4651226896212333e-26,1.0000000041490719e-20,9.841788177160508e-17,4.705310632023151e-17,1.1102230246251565e-16,0.04,0.08,0.18,0.0,0.18,,,,,,,,,,,0.68,0.54,0.14,0.12
weak,weak,,-5.0,32,8x8,Stage-I + Stage-II,50,0,0.0,0.09720666670610009,0.2692485481917701,0.005453914874794428,1.293228365476716,0.5249542772637323,1.1450914848660734,1.7395775951853116,2.3009895249059014,1.6123140859701905,0.2815777521352158,1.6451678325654067,2.0874672770973483e-09,5.476584285649307e-09,6.026664092320145e-11,3.732970909408801e-09,3.6399835329014227e-09,3.1146047419465603e-09,0.07559988379993557,0.24063109879388653,1.1597733925011567e-23,9.999998142729665e-21,1.1137158486499114e-26,9.999998649513877e-21,1.0149601415375983e-16,4.9801441150037496e-17,1.1757450506243965e-16,0.0,0.0,0.0,0.02,0.74,,,,,,,,,0.0,0.56,0.62,0.54,0.040000000000000036,0.040000000000000036
weak,weak,,-5.0,32,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.11649373346267247,0.31276313350144574,0.002449650414367477,0.3111517679020309,0.5085916157793003,0.08457483987250214,1.0104977330726783,1.680024811456375,0.13838485821374275,0.3367728082285352,0.015631914735972127,3.854988610552003e-10,1.0173192447289691e-09,2.179097234486961e-11,1.7872686429945655e-24,6.872514065447008e-25,1.7668585629267794e-24,2.2846198011666207e-10,1.4576260039172586e-09,1.1322962546047697e-23,9.999999313037114e-21,1.730946235634202e-26,9.99999731722636e-21,1.0714890708159622e-16,4.2212936290849e-17,1.1102230246251565e-16,0.56,0.74,0.78,0.02,0.88,0.98,0.0,0.02,0.02,0.22,0.1,0.12,0.0,0.0,0.56,0.62,0.54,0.040000000000000036,0.040000000000000036
weak,weak,,-5.0,32,8x8,Stage-I + VP,50,0,0.0,0.10593755093847024,0.2948546353075689,0.0024496794399228574,0.31615805290563126,0.48531243351109843,0.089337749360944,0.7357051515811733,1.5301598963541199,0.12149863547794251,0.3250987332313902,0.013828119711291827,3.508952411775734e-10,1.0509486135698404e-09,2.201343534599072e-11,1.598771077893448e-24,8.167972297664058e-25,1.7052765185096254e-24,7.035074041128183e-08,4.974548560631185e-07,1.137032370870268e-23,9.999995838833875e-21,1.5703053800883228e-26,9.99999746256134e-21,9.546809761298263e-17,5.4719564425291654e-17,8.326672684688674e-17,0.54,0.7,0.74,0.02,0.88,1.0,0.0,0.02,0.0,0.26,0.1,0.12,0.0,,,0.62,0.54,0.040000000000000036,0.040000000000000036
weak,weak,,-5.0,32,8x8,Stage-I only,50,0,0.0,0.10144854714749632,0.2795804773476889,0.005920625727197411,1.3316756536531562,0.47008243572543956,1.2422665883752393,1.7010050696091699,2.0857097608114388,1.7100318509890198,0.27442093162114034,1.698571727898719,2.2150455987106586e-09,5.351287218137312e-09,6.998153383071707e-11,3.190975309287817e-09,3.850105381692433e-09,1.7749617247133678e-09,1.1260822914768678e-23,2.9387589699548917e-24,1.0992655085669077e-23,9.999999276908716e-21,1.8243484483130458e-26,9.999997776654028e-21,1.007495003943408e-16,4.732854195309456e-17,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.72,,,,,,,,,,,0.62,0.54,0.040000000000000036,0.040000000000000036
weak,weak,,-5.0,64,16x16,Stage-I + Stage-II,50,0,0.0,0.0229543693561336,0.133977193612122,0.0025638002939067043,0.7069884292144737,0.37749193742692094,0.7021840608122061,1.2125407319890489,1.43488119327449,0.9711658879046202,0.466673559843753,0.9651838404181585,5.662388008978815e-10,2.7245432845305587e-09,4.465032939961949e-11,2.3932511085215064e-09,2.7495355961383613e-09,1.6387789117573842e-09,0.009828909578763206,0.06950088614812876,2.5124481248175196e-24,9.999998015450822e-21,1.491498385187197e-26,9.999999200483253e-21,8.40415168710923e-17,3.497446459410871e-17,8.326672684688674e-17,0.02,0.04,0.34,0.06,0.9,,,,,,,,,0.0,0.66,0.46,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,-5.0,64,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.1632812989183458,0.34563017765602044,0.0010731735817330296,0.2066272924369477,0.40107668740402663,0.02869816950993663,0.9966473240164918,1.1743415890283442,0.11864053412029225,0.2495029269959585,0.005119127429464887,3.014359821452016e-10,7.160617482459168e-10,1.3914639314575987e-11,1.8545475947831827e-24,8.125302851144757e-25,1.9509015729070716e-24,2.5998436698020335e-24,5.439703865782837e-25,2.543057195696919e-24,9.999999575282693e-21,1.6420908116190703e-26,1.000000037266979e-20,1.1158731452008761e-16,3.754792941105815e-17,1.1757450506243965e-16,0.82,0.82,0.82,0.46,0.8,1.0,0.0,0.0,0.0,0.18,0.1,0.2,0.0,0.0,0.66,0.46,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,-5.0,64,16x16,Stage-I + VP,50,0,0.0,0.12347206020376586,0.3027799266480462,0.0011218432151233516,0.16371700179127946,0.36064874404426994,0.021128994926971983,0.859641174953797,1.0894152778891866,0.10074785467820478,0.2465090768193389,0.0051173058401234265,2.403408789176182e-10,6.117877042595537e-10,1.3915419155153131e-11,1.6699283770447426e-24,6.395352019073223e-25,1.7052765185096254e-24,2.6004119915102185e-24,5.463776378818391e-25,2.5447416979875332e-24,1.0000001245238438e-20,1.7766137826036538e-26,9.999999808297068e-21,1.0865643503181819e-16,4.840804270346379e-17,1.1102230246251565e-16,0.86,0.86,0.86,0.44,0.84,1.0,0.0,0.0,0.0,0.14,0.06,0.16,0.0,,,0.46,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,-5.0,64,16x16,Stage-I only,50,0,0.0,0.023881945438616468,0.13763539540010286,0.0025380005998309673,0.6481269725469042,0.3469580683753205,0.5688005972251229,1.1392596338753156,1.2851068468490578,0.90106977770718,0.4397215105691014,0.8051844892865077,6.445897250091586e-10,2.770764712638059e-09,4.818686283756049e-11,2.285299999183763e-09,2.558477174571642e-09,1.7510538620558578e-09,2.5724891396042796e-24,5.272892450296022e-25,2.507421386066603e-24,9.999996934438052e-21,1.899105020300077e-26,9.999998028656788e-21,8.7263085271014e-17,4.005905351578614e-17,8.326672684688674e-17,0.02,0.04,0.46,0.06,0.9,,,,,,,,,,,0.46,0.44,-0.040000000000000036,-0.040000000000000036
weak,weak,,-5.0,64,32x32,Stage-I + Stage-II,50,0,0.0,0.12028763929960473,0.22811260341019185,0.0027546091804944925,0.5720165359170772,0.495002582458773,0.3383643288867269,1.3407675952243854,1.4209446212107508,0.5875214496992329,0.4167245560295604,0.38243110455899576,7.366997981846297e-11,1.647250805963736e-10,3.694908445885372e-11,1.290869006892275e-09,1.1181561913064083e-09,7.09745787074303e-10,0.019439407599147803,0.13745736935606714,2.5450636920472165e-24,1.0000001601191097e-20,1.2459374614795625e-26,9.999999433991254e-21,9.592502415044454e-17,5.1528111224354937e-17,9.47634626983522e-17,0.02,0.22,0.64,0.06,0.7,,,,,,,,,0.0,0.56,0.6,0.64,0.14,0.12
weak,weak,,-5.0,64,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.324609106896178,0.43407438156088196,0.0013968846997366024,0.3248702841596721,0.4598415182793358,0.019804184194227022,1.0420614534365458,1.2148325421193669,0.1926913195246878,0.27143176827652743,0.00454161997463272,5.174351259566667e-10,8.889475193986117e-10,1.300460438130776e-11,1.6927042423244033e-24,8.329264485719999e-25,1.829544834649117e-24,2.578759937337382e-24,4.899020398785582e-25,2.4799946391091602e-24,1.0000005076934946e-20,1.7429143306344543e-26,1.0000003078580314e-20,9.509939392766455e-17,5.0034733555466834e-17,1.1102230246251565e-16,0.62,0.62,0.74,0.3,0.62,1.0,0.0,0.02,0.0,0.26,0.12,0.38,0.0,0.0,0.56,0.6,0.64,0.14,0.12
weak,weak,,-5.0,64,32x32,Stage-I + VP,50,0,0.0,0.40029968253840775,0.443315301980208,0.09377254306903768,0.43722073343156515,0.477089512554945,0.3733503675718527,1.1089901397581992,1.2530133335736384,0.2603043463013086,0.2853827021932148,0.2904826282087252,6.997515802367146e-10,9.488016248184882e-10,4.2139819593497753e-10,1.461103394912513e-24,8.812739785038744e-25,1.660798525402776e-24,2.520821503705727e-24,5.193492626619271e-25,2.4175890892666437e-24,9.999997717655061e-21,1.389977375669093e-26,9.999998368943267e-21,9.863162255165666e-17,5.2248789150207584e-17,1.1102230246251565e-16,0.48,0.48,0.62,0.22,0.48,0.98,0.0,0.02,0.02,0.38,0.16,0.52,0.0,,,0.6,0.64,0.14,0.12
weak,weak,,-5.0,64,32x32,Stage-I only,50,0,0.0,0.19956997826304054,0.2840258281542,0.005797541769385734,0.7125297359504816,0.5229250826769192,0.5264389284102872,1.3790956210980654,1.406738969197494,0.7285460760129736,0.48222529927409963,0.5698655270048995,1.354413193534833e-10,5.476017865364368e-10,3.7288530191487736e-11,1.488314271251518e-09,1.1600133316831365e-09,1.3297004461228074e-09,2.6010720280652942e-24,5.097701047092441e-25,2.5313733421046506e-24,9.999998687270573e-21,1.706973562724468e-26,9.999999570578048e-21,9.182273696906918e-17,4.126480405176751e-17,9.167043895452739e-17,0.08,0.18,0.48,0.04,0.52,,,,,,,,,,,0.6,0.64,0.14,0.12
weak,weak,,-5.0,64,8x8,Stage-I + Stage-II,50,0,0.0,0.13386644494036445,0.32994121235368723,0.0019449939533458004,1.2665950358960945,0.5982645198988712,1.057545659039529,1.6649437567973226,2.397736640570058,1.5263577566450988,0.33859080729018076,1.5731903880626297,7.859952559117942e-10,3.5487026802136276e-09,3.519225946723837e-11,3.0606452556538294e-09,2.571478056087558e-09,2.1650015257685227e-09,0.11769746555517628,0.306105695233483,2.6712728201547887e-24,1.0000000733528835e-20,1.319357913274866e-26,1.0000001739096748e-20,9.754153421128831e-17,4.581396980110879e-17,1.0864125050616666e-16,0.0,0.0,0.04,0.02,0.86,,,,,,,,,0.0,0.54,0.4,0.3,-0.039999999999999925,-0.039999999999999925
weak,weak,,-5.0,64,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.08050465780682373,0.2674299023133146,0.0010203563662325062,0.2632110438451386,0.4867136507507128,0.06153525688828445,0.7002400480078328,1.6751828669472313,0.10418510817841586,0.32353395119108785,0.007837509127718748,3.4593454413123365e-10,1.154706689709109e-09,1.6547850204150198e-11,1.722746313782772e-24,7.566371898863964e-25,1.7668585629267794e-24,2.8093927202306457e-08,1.9655634700671892e-07,2.6064840838008266e-24,9.999997804231844e-21,1.73073511172712e-26,9.999997555043483e-21,8.945332278284144e-17,4.820389931864131e-17,8.326672684688674e-17,0.66,0.8,0.8,0.46,0.9,1.0,0.0,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.54,0.4,0.3,-0.039999999999999925,-0.039999999999999925
weak,weak,,-5.0,64,8x8,Stage-I + VP,50,0,0.0,0.08442008389054051,0.2688492518724294,0.001051910802360664,0.2317216610106988,0.4472624764245268,0.06435887793169229,0.7001695408358233,1.4739502530248765,0.09823303214432755,0.30590228693051924,0.00823082840989628,3.12220600152415e-10,1.0168070912935862e-09,1.654868063845848e-11,1.7429879315772743e-24,6.245050194235248e-25,1.849632079338486e-24,6.503332245540871e-08,4.5985503311310873e-07,2.598272481650181e-24,1.0000000109337156e-20,1.7016210703825119e-26,1.000000073424954e-20,9.542606587764154e-17,5.176780936355595e-17,1.0864125050616666e-16,0.66,0.84,0.84,0.42,0.88,1.0,0.0,0.0,0.0,0.16,0.08,0.12,0.0,,,0.4,0.3,-0.039999999999999925,-0.039999999999999925
weak,weak,,-5.0,64,8x8,Stage-I only,50,0,0.0,0.13942214185066443,0.34225430061871986,0.00231521511454341,1.2802278258097823,0.46222373998257127,1.3130251174846388,1.6623675424667304,2.037683744961155,1.6231759143740263,0.3785784363072999,1.698571727898719,9.8758448145802e-10,3.224228216350879e-09,4.633202216327297e-11,2.3715673641150194e-09,2.2320808307659376e-09,9.33061980875025e-10,2.5681832797680214e-24,4.4655514946367805e-25,2.586147608188214e-24,9.999996191138593e-21,1.4479719992090307e-26,9.999996533637482e-21,9.808603009518543e-17,4.530601518524909e-17,8.326672684688674e-17,0.0,0.02,0.04,0.04,0.82,,,,,,,,,,,0.4,0.3,-0.039999999999999925,-0.039999999999999925
weak,weak,,-5.0,128,16x16,Stage-I + Stage-II,50,0,0.0,0.02044267675720644,0.1336414180668656,0.0011572891297316778,0.6360307334559516,0.35387197778490237,0.6031654282926805,0.9887017457398207,1.0335689427029076,0.8739939321830515,0.4288889496489533,0.8298787338105349,2.786685856580355e-10,1.2136771546560822e-09,2.8106613892923037e-11,1.9462291382379453e-09,1.657803577431251e-09,1.816063577162013e-09,0.019663645055845592,0.13904296761833745,6.199416081936469e-25,1.0000000128721515e-20,1.2658742165546464e-26,9.999999903483511e-21,1.0057757082038865e-16,4.6594292790377696e-17,1.0864125050616666e-16,0.04,0.1,0.36,0.38,0.98,,,,,,,,,0.0,0.64,0.48,0.34,0.020000000000000018,0.020000000000000018
weak,weak,,-5.0,128,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.13203292671936778,0.3295601167416466,0.0006245443803090788,0.18422408381995145,0.4107129181214473,0.021429802861691154,0.756501263078564,1.0851986554495123,0.10995923230444252,0.27914901418981913,0.0032949991244915705,3.3287496567195185e-10,1.0019363221739575e-09,8.58012776715894e-12,1.724994756153193e-24,8.395294583368415e-25,1.849632079338486e-24,6.330151940243333e-25,7.951700572575451e-26,6.236170799785333e-25,9.999999898500589e-21,1.4073845100405622e-26,9.999998841887905e-21,9.022334081839372e-17,4.493014053370833e-17,8.326672684688674e-17,0.84,0.84,0.84,0.82,0.86,1.0,0.0,0.02,0.0,0.16,0.06,0.14,0.0,0.0,0.64,0.48,0.34,0.020000000000000018,0.020000000000000018
weak,weak,,-5.0,128,16x16,Stage-I + VP,50,0,0.0,0.14756323107903674,0.3413938523564319,0.0006245384963131692,0.1858486782753536,0.3782749395774584,0.021598346838643683,0.8705325918246744,0.9597593700963929,0.10856566904043968,0.25120091298561864,0.0035512257121278657,2.858864767049343e-10,8.017188928273263e-10,8.580193821700004e-12,1.806098256262526e-24,7.645304668622365e-25,1.849632079338486e-24,6.337405741410904e-25,7.917085738170783e-26,6.24362058330366e-25,9.999998930470037e-21,1.7210186731686494e-26,9.999997863813423e-21,9.622978373372574e-17,4.744217132014805e-17,1.0007415106216802e-16,0.82,0.82,0.82,0.8,0.84,1.0,0.0,0.02,0.0,0.18,0.04,0.16,0.0,,,0.48,0.34,0.020000000000000018,0.020000000000000018
weak,weak,,-5.0,128,16x16,Stage-I only,50,0,0.0,0.020869799052639436,0.13605833127805395,0.0013878079496529798,0.6361207634938226,0.33660335562027516,0.6037380508500825,1.0066568877001831,1.056722777399536,0.87039301904896,0.4192692135678251,0.8061925237926388,2.58501939326142e-10,1.1004462615884324e-09,3.4593420766920386e-11,1.8022530211302743e-09,1.6766411584115052e-09,1.3512470531373515e-09,6.317935382699123e-25,7.776029246175972e-26,6.200579120410823e-25,9.999999423345515e-21,1.4291965709264552e-26,1.0000001061626606e-20,1.0178546642739564e-16,4.6438860475454995e-17,1.1429840376247765e-16,0.02,0.02,0.4,0.34,0.98,,,,,,,,,,,0.48,0.34,0.020000000000000018,0.020000000000000018
weak,weak,,-5.0,128,32x32,Stage-I + Stage-II,50,0,0.0,0.040264937279665514,0.1782438991045603,0.0011472915512402001,0.3362060021375271,0.4152197570112123,0.19546651809783716,0.9918828404070125,1.3119108243422657,0.3594354838583348,0.38421278019438043,0.241564996932433,5.306322470467458e-10,2.404877441426416e-09,2.345144625607559e-11,1.0265863775838196e-09,2.094951491659488e-09,5.488535785043892e-10,0.01967182487182052,0.13910080765178479,6.191332509721152e-25,1.0000001701257076e-20,1.5579243612485686e-26,1.0000002796488513e-20,8.819813626862261e-17,4.569154331548977e-17,8.088567489053774e-17,0.2,0.52,0.86,0.4,0.94,,,,,,,,,0.0,0.48,0.6,0.6,0.07999999999999996,0.05999999999999994
weak,weak,,-5.0,128,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.13552442054899042,0.3380977845890122,0.0005364469108072671,0.13653606326487608,0.33358396757277947,0.010306228247547464,0.6102854885934919,0.9909816140872403,0.08134512488138376,0.21542168196058678,0.0017187678340284344,2.0187755926803655e-10,5.800745387907458e-10,6.832273633575157e-12,1.6068158910458207e-24,7.8987602020793495e-25,1.7668585629267794e-24,6.2274188356712265e-25,6.60604284978165e-26,6.242885862357694e-25,9.99999724115014e-21,1.295003555098906e-26,9.999998700962146e-21,9.9068444124911e-17,5.4268018281586694e-17,1.0864125050616666e-16,0.86,0.86,0.86,0.84,0.86,0.98,0.0,0.0,0.02,0.14,0.06,0.14,0.0,0.0,0.48,0.6,0.6,0.07999999999999996,0.05999999999999994
weak,weak,,-5.0,128,32x32,Stage-I + VP,50,0,0.0,0.19588507373059488,0.38287770819131917,0.0005995872166128757,0.2058166860219438,0.4011034879169525,0.012006320060726165,0.8898101140457351,1.1337556579065828,0.12235464035449997,0.2524249497039443,0.0019066520062037931,2.917527483646692e-10,6.508110597756449e-10,7.620361098437747e-12,1.5466258438758792e-24,9.48137544134918e-25,1.7668585629267794e-24,6.285400687424856e-25,7.528741346231033e-26,6.242882603582511e-25,9.999998478386204e-21,1.3574945619238705e-26,9.999998561062893e-21,9.481614395046847e-17,4.686543484022335e-17,8.326672684688674e-17,0.78,0.78,0.8,0.76,0.78,1.0,0.0,0.0,0.0,0.2,0.08,0.22,0.0,,,0.6,0.6,0.07999999999999996,0.05999999999999994
weak,weak,,-5.0,128,32x32,Stage-I only,50,0,0.0,0.08011215065844736,0.21787326955343048,0.001544377086240173,0.43270882116638093,0.4708451542381377,0.25330251902091866,1.2529745042980422,1.3477782838055141,0.4457561422287153,0.42919080475974924,0.25058567385167557,5.085225633947433e-10,2.325019920859036e-09,2.5970813492368008e-11,1.2067319186558339e-09,2.0782506094226866e-09,6.151590245526424e-10,6.15773733246591e-25,7.169606735118534e-26,6.227876758314204e-25,9.999998990474764e-21,1.7112933008122463e-26,9.99999916803399e-21,8.697247209930463e-17,4.5523227178016915e-17,8.088567489053774e-17,0.16,0.44,0.74,0.34,0.8,,,,,,,,,,,0.6,0.6,0.07999999999999996,0.05999999999999994
weak,weak,,-5.0,128,8x8,Stage-I + Stage-II,50,0,0.0,0.09552534462935947,0.2836154566030982,0.001122979513202791,0.9660039168983361,0.3027966514447667,0.9604963491687384,1.3222564552246994,1.415286437471973,1.4368265298889884,0.35975095403335905,1.5332637706209495,3.4032311130213574e-10,1.4928964262504388e-09,2.489306592121585e-11,3.9571515860110646e-09,2.18117336655179e-09,4.057037653104942e-09,0.08870899352188365,0.2759372143003905,6.21617618544472e-25,1.000000187612905e-20,1.3427715560741805e-26,1.0000002115552373e-20,9.580614394142569e-17,5.319221127144979e-17,1.0626019854981767e-16,0.0,0.0,0.06,0.36,0.86,,,,,,,,,0.0,0.54,0.36,0.48,0.0,0.0
weak,weak,,-5.0,128,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.0037328068221359123,0.022398137445959324,0.0004948820907365177,0.11104386919516283,0.1971722769235319,0.04611825673877373,0.5978168451071979,0.6379679597260342,0.007914481970439782,0.005881153249647255,0.006008978432757739,1.1047353027934365e-11,1.0347299899045339e-11,8.533310653357769e-12,1.7429903320341294e-24,8.008861433567503e-25,1.8611563782443123e-24,6.2966076305562335e-25,7.776411498572642e-26,6.174465493386381e-25,1.000000143448299e-20,1.3670268986229222e-26,1.0000001776933156e-20,9.306481421035143e-17,4.3346697124442466e-17,1.0626019854981767e-16,0.88,0.88,0.88,0.88,0.98,1.0,0.0,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.54,0.36,0.48,0.0,0.0
weak,weak,,-5.0,128,8x8,Stage-I + VP,50,0,0.0,0.009295313263384432,0.044753175856500856,0.0005202766913504683,0.11264699829912393,0.19810443711614384,0.04768379229103184,0.6138747929550217,0.6383299814637275,0.00850714721411943,0.0073278540894717355,0.006066498815930517,1.1065028424222071e-11,8.756892361809341e-12,9.069500173818454e-12,1.7784143915778486e-24,6.859252327020342e-25,1.849632079338486e-24,6.296202293849555e-25,7.771263942848389e-26,6.174545870806363e-25,1.000000185116563e-20,1.5044147434630798e-26,1.0000002479670299e-20,9.163824438513141e-17,5.0883758819638886e-17,8.326672684688674e-17,0.88,0.88,0.88,0.86,0.96,1.0,0.0,0.0,0.0,0.12,0.0,0.04,0.0,,,0.36,0.48,0.0,0.0
weak,weak,,-5.0,128,8x8,Stage-I only,50,0,0.0,0.10195434792957274,0.30043964859198213,0.0011690564768652351,1.0135106561969733,0.29374980223790165,1.005462125212357,1.4419436577922102,1.6551769981899662,1.520453482766445,0.34722506949802834,1.5872697945889938,5.862767938412237e-10,1.6848313346379508e-09,3.0456569588378876e-11,3.5221187215824837e-09,2.2922074896320544e-09,3.394004917732602e-09,6.3254080951310915e-25,7.752198125301639e-26,6.15855557008727e-25,9.999998728542304e-21,1.3248537922427058e-26,9.999999771042754e-21,9.996705876415405e-17,4.6059277267026674e-17,1.0554822676234185e-16,0.0,0.0,0.04,0.4,0.82,,,,,,,,,,,0.36,0.48,0.0,0.0
weak,weak,,0.0,16,16x16,Stage-I + Stage-II,50,0,0.0,0.01955656590533305,0.11098525711477915,0.0031480601225845105,0.8382163529705251,0.4106265657678256,0.7987044502111631,1.3683258701631698,1.5254065904427827,1.109612447653376,0.39962303184391995,1.1670306141920292,4.41212215042355e-10,2.3348391010900883e-09,4.4621632402812074e-11,2.466456355454982e-09,2.01032334479742e-09,2.392147094326431e-09,0.006666047261405781,0.04713607222250041,4.344180577044767e-23,1.0000000878406258e-20,1.4885254853500698e-26,1.0000001303596454e-20,9.990933934105656e-17,4.2891381672786535e-17,1.1102230246251565e-16,0.0,0.0,0.24,0.0,0.94,,,,,,,,,0.0,0.72,0.48,0.42,-0.07999999999999996,-0.06000000000000005
weak,weak,,0.0,16,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.18940477520938084,0.3552903313510635,0.0013325904724292759,0.35482226785094645,0.5607297171972355,0.0393404818649168,1.2433300510516985,1.4455835555752465,0.20158931526073526,0.3890294573131403,0.007365036790710483,4.61020935034809e-10,1.0354265250200086e-09,1.9203074283229485e-11,1.6651876808306924e-24,6.825627404158582e-25,1.667235825699497e-24,1.4555327997738425e-05,0.0001029217112959525,4.1157715350667795e-23,9.999998877543597e-21,1.5506269868819365e-26,9.999999189772984e-21,1.0275459899579247e-16,4.7120077648460554e-17,1.1102230246251565e-16,0.68,0.68,0.7,0.26,0.76,1.0,0.0,0.0,0.0,0.3,0.16,0.24,0.0,0.0,0.72,0.48,0.42,-0.07999999999999996,-0.06000000000000005
weak,weak,,0.0,16,16x16,Stage-I + VP,50,0,0.0,0.1902695407392192,0.3620062952099155,0.001265105485184308,0.29815575337519046,0.4994269450444995,0.0359622095217732,1.262795164370523,1.3255346701427693,0.1743463087166898,0.3401233604343889,0.006837231257794401,4.2432940348980173e-10,9.076413786936166e-10,1.5817717200616302e-11,1.7671507398955403e-24,6.915651159377048e-25,1.849632079338486e-24,4.2247751490716615e-23,1.3330102253107124e-23,4.1160179586037836e-23,1.0000000985643182e-20,1.5506243734587102e-26,1.0000000752461611e-20,9.947543644354917e-17,4.953889860826668e-17,1.1102230246251565e-16,0.76,0.76,0.76,0.32,0.78,1.0,0.0,0.0,0.0,0.24,0.16,0.22,0.0,,,0.48,0.42,-0.07999999999999996,-0.06000000000000005
weak,weak,,0.0,16,16x16,Stage-I only,50,0,0.0,0.021567832223307583,0.12425444637400938,0.0031426284030746715,0.7946831222034961,0.35823104086513075,0.7909509152957899,1.2782727415398945,1.4103874450759426,1.060629332389427,0.4509240109339574,1.2104248092096783,4.67741424818695e-10,2.343518255189216e-09,5.344880382213915e-11,2.3574720763042318e-09,2.150236134458828e-09,1.8246542013392803e-09,4.3591885999020136e-23,1.383225101530648e-23,4.326650057126859e-23,1.0000000395332142e-20,1.949366429273568e-26,1.0000001292177693e-20,9.826029390394649e-17,3.8443258713454707e-17,8.326672684688674e-17,0.02,0.04,0.26,0.0,0.92,,,,,,,,,,,0.48,0.42,-0.07999999999999996,-0.06000000000000005
weak,weak,,0.0,16,32x32,Stage-I + Stage-II,50,0,0.0,0.23493800658109557,0.244247704243582,0.15819978220701902,1.1333841350125977,0.8286788468920038,1.1649248505456347,1.6661210905180488,2.5357284591905414,0.870451917948253,0.47104355819058896,1.095290904179161,7.989093329175258e-10,3.511038167788422e-09,5.2605150569468504e-11,2.3386805357347085e-09,2.5275837827626364e-09,2.0396936956419166e-09,0.024260131704792683,0.09861923467300653,4.841010925738578e-23,9.99999743528959e-21,1.5785010533388752e-26,1.0000001459188557e-20,9.616206927988526e-17,4.570518468913845e-17,9.47634626983522e-17,0.02,0.02,0.32,0.0,0.32,,,,,,,,,0.0,0.56,0.46,0.5,0.03999999999999998,0.06
