init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,pipeline,num_rows,num_failed,failure_rate,Y_NMSE_mean,Y_NMSE_std,Y_NMSE_median,position_error_mean,position_error_std,position_error_median,position_error_p90,position_error_p95,range_RMSE_mean,range_RMSE_std,range_RMSE_median,delay_RMSE_mean,delay_RMSE_std,delay_RMSE_median,delay_geometry_consistency_RMSE_mean,delay_geometry_consistency_RMSE_std,delay_geometry_consistency_RMSE_median,compressed_ris_manifold_residual_mean,compressed_ris_manifold_residual_std,compressed_ris_manifold_residual_median,evs_maxwell_consistency_residual_mean,evs_maxwell_consistency_residual_std,evs_maxwell_consistency_residual_median,common_delay_pole_consistency_mean,common_delay_pole_consistency_std,common_delay_pole_consistency_median,success_pos_10cm_rate,success_pos_20cm_rate,success_pos_50cm_rate,success_nmse_1e3_rate,success_nmse_1e2_rate,vp_convergence_rate,vp_worsened_noisy_rate,vp_worsened_true_nmse_rate,fail_convergence_rate,fail_position_50cm_rate,fail_position_1m_rate,fail_nmse_1e2_rate,fail_noisy_objective_increase_rate,stage2_worsened_noisy_z_rate,stage2_worsened_true_z_nmse_rate,improvement_rate_position,improvement_rate_Y_NMSE,VP_success_gain_20cm,VP_success_gain_50cm
weak,weak,,5.0,16,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.1226307811534434,0.2896280362573455,0.0004574251922340312,0.21136435615732696,0.37827180681346856,0.0220311072693226,0.8356730165172409,1.1105974416379127,0.10472729843402179,0.24225526217662494,0.0038094462766092335,2.1509737372280328e-10,5.839050649780171e-10,6.730395584615911e-12,1.6505116145961274e-24,8.337161260210221e-25,1.8082453211326328e-24,4.71476374710703e-23,1.901532596493642e-23,4.1225605875740725e-23,1.0000001098840682e-20,1.3400937941642878e-26,1.0000002417781148e-20,9.984755861903093e-17,5.475379622349023e-17,1.0864125050616666e-16,0.78,0.78,0.78,0.8,0.84,1.0,0.0,0.0,0.0,0.22,0.08,0.16,0.0,0.0,0.78,0.3,0.44,-0.020000000000000018,-0.039999999999999925
weak,weak,,5.0,16,16x16,Stage-I + VP,50,0,0.0,0.10598826667064493,0.2811118850831777,0.0004528000327334267,0.20631629498622572,0.40836307053979726,0.022029810369681165,0.7452578674542795,1.1552212408621938,0.09965222820174381,0.24933995334885764,0.0035599221650797256,2.0380354635634098e-10,6.636239665910018e-10,6.730214157900441e-12,1.7577578294101554e-24,8.949565262391006e-25,1.814007470585546e-24,4.7234339679526155e-23,1.8681433532690578e-23,4.095371482873982e-23,1.0000001279602066e-20,1.5521262860152997e-26,1.0000002030320648e-20,1.0079236970358593e-16,5.08651873222891e-17,1.0864125050616666e-16,0.8,0.8,0.82,0.82,0.86,0.98,0.0,0.0,0.02,0.18,0.1,0.14,0.0,,,0.3,0.44,-0.020000000000000018,-0.039999999999999925
weak,weak,,5.0,16,16x16,Stage-I only,50,0,0.0,0.003236912525303131,0.017210017082813944,0.000708415571743719,0.600712746159576,0.3310460812235742,0.5397015765644079,1.0962953045195372,1.1652709183090608,0.8276804885926176,0.4455489696173566,0.6934260631906054,2.3719529455762187e-11,3.872617536136284e-11,1.7442413126389052e-11,1.7961186136434593e-09,1.406821126645953e-09,1.5834595864719341e-09,4.5878731685252087e-23,1.9359105212565503e-23,4.031092777101899e-23,9.9999977241748e-21,1.9896729309407756e-26,9.999997996884e-21,1.070148752634796e-16,5.4306319615384886e-17,1.1102230246251565e-16,0.0,0.08,0.44,0.74,0.98,,,,,,,,,,,0.3,0.44,-0.020000000000000018,-0.039999999999999925
weak,weak,,5.0,16,32x32,Stage-I + Stage-II,50,0,0.0,0.18970807245869797,0.24151879845435326,0.055814879165114656,0.801336726737216,0.5243959207761012,0.9633546933284141,1.4579366418081268,1.5830552505185735,0.6820172078462811,0.4801659696174756,0.8053126176950951,3.1115617071261934e-11,4.2585442393090106e-11,2.0561015802472934e-11,1.590331224284707e-09,1.1600862811684967e-09,1.7049317334134554e-09,4.644122361312232e-23,1.6043501441807056e-23,4.1821753922685333e-23,9.99999875532584e-21,1.3713972627373866e-26,1.0000000533298451e-20,1.00531857429257e-16,4.4926848455393095e-17,1.1102230246251565e-16,0.06,0.12,0.4,0.28,0.42,,,,,,,,,0.0,0.62,0.56,0.6,0.09999999999999998,0.08000000000000002
weak,weak,,5.0,16,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.4849858984281703,0.4402492364099386,0.7421344811830266,0.575690427012859,0.5447399534835762,0.5622083781518319,1.1847690116638623,1.3194342279867326,0.33582481902265704,0.32575300940963875,0.35415898177333227,8.67434123771441e-10,1.0715652358198334e-09,2.4570932837140564e-10,1.6003064565033875e-24,8.462221191690372e-25,1.7052765185096254e-24,5.0076452978548834e-23,1.9421563283202514e-23,4.551378077882308e-23,1.0000005405906586e-20,1.61512350112295e-26,1.000000561227909e-20,9.204130647927625e-17,5.04732340345896e-17,8.088567489053774e-17,0.44,0.44,0.46,0.44,0.44,0.98,0.0,0.0,0.02,0.54,0.36,0.56,0.0,0.0,0.62,0.56,0.6,0.09999999999999998,0.08000000000000002
weak,weak,,5.0,16,32x32,Stage-I + VP,50,0,0.0,0.5534812527719105,0.426089396537294,0.7855430519522169,0.6282619024977988,0.5034517858757178,0.7240583653861292,1.1759067471785731,1.3164139889543884,0.36620812684105775,0.31116060424744907,0.4328428564134074,8.806735599908168e-10,1.0194753471899951e-09,3.9518098451605697e-10,1.6524658168894577e-24,8.669522128227265e-25,1.667235825699497e-24,5.0717209058568164e-23,2.1867777066925596e-23,4.555964023727157e-23,1.0000000240460425e-20,1.7234141259492206e-26,9.999998770849693e-21,8.600564167892807e-17,5.0086393348351624e-17,8.326672684688674e-17,0.34,0.34,0.38,0.34,0.36,1.0,0.0,0.0,0.0,0.62,0.32,0.64,0.0,,,0.56,0.6,0.09999999999999998,0.08000000000000002
weak,weak,,5.0,16,32x32,Stage-I only,50,0,0.0,0.21343710865855653,0.2432857293492708,0.09434826120450204,0.85126715378506,0.5106383379364872,0.9754761141963714,1.4576355810486255,1.5390849797156128,0.7990607058400631,0.45991705133574023,1.0925949917372746,3.069925827883742e-11,4.235355847674821e-11,2.0228263418593466e-11,1.855871081323129e-09,1.1233759864250722e-09,2.419956522286793e-09,4.7068627408520236e-23,1.5727041224807344e-23,4.312508943534759e-23,9.99999733436888e-21,1.8009900801963143e-26,9.999999802448479e-21,9.245674960242454e-17,4.3398205837562943e-17,8.326672684688674e-17,0.06,0.14,0.34,0.24,0.34,,,,,,,,,,,0.56,0.6,0.09999999999999998,0.08000000000000002
weak,weak,,5.0,16,8x8,Stage-I + Stage-II,50,0,0.0,0.05043363727111685,0.1978470976231203,0.0008843862463454356,1.0548886027805289,0.3688771065554308,1.02326863476625,1.647079235421489,1.6540277052305121,1.3921435928774752,0.3997077456553152,1.4048050238923107,4.618234523771251e-11,8.617593875513002e-11,2.415050424689058e-11,2.3665691375083127e-09,1.895187411542564e-09,2.115456059109851e-09,0.04324440936032854,0.18260097935013453,4.291992863269292e-23,1.0000000512574097e-20,1.448614712580976e-26,1.0000000885164182e-20,9.598994712208051e-17,5.7286229150678e-17,8.326672684688674e-17,0.0,0.0,0.06,0.6,0.94,,,,,,,,,0.0,0.64,0.46,0.52,-0.040000000000000036,-0.039999999999999925
weak,weak,,5.0,16,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.05615257546804538,0.21450576535859564,0.00039549236105468355,0.2163142463685582,0.36667665146486056,0.03857260255342683,0.6780707864881774,1.0057910160875425,0.06563396245358485,0.22933549852932503,0.006434765299694374,1.1141217468239319e-10,4.248193249663212e-10,1.0649370489338815e-11,1.6804155555509088e-24,7.376161524156153e-25,1.667235825699497e-24,4.660412946198514e-23,1.8927237814665617e-23,4.0635161053126154e-23,1.0000001442696118e-20,1.6009696471758519e-26,9.999999373915971e-21,1.0353854186180644e-16,4.289478132832362e-17,1.0626019854981767e-16,0.76,0.76,0.78,0.92,0.92,0.98,0.0,0.0,0.02,0.22,0.06,0.08,0.0,0.0,0.64,0.46,0.52,-0.040000000000000036,-0.039999999999999925
weak,weak,,5.0,16,8x8,Stage-I + VP,50,0,0.0,0.04444927463198017,0.17984363210304874,0.00038579681726750046,0.1833651041945753,0.32913667024953885,0.038374569848385956,0.629577343342052,0.688236169487401,0.0466400454793555,0.18888872226496511,0.006760953906259711,9.182053368460036e-11,4.066316042147779e-10,9.728831770588903e-12,1.6354951289434342e-24,6.596365972450091e-25,1.7668585629267794e-24,4.770931810431638e-23,2.0066762789066126e-23,4.2623095136501526e-23,9.999997998637268e-21,1.6409527705048744e-26,9.999997354551386e-21,9.217763664719223e-17,4.262070986712367e-17,1.0626019854981767e-16,0.78,0.8,0.82,0.9,0.9,0.98,0.0,0.0,0.02,0.18,0.04,0.1,0.0,,,0.46,0.52,-0.040000000000000036,-0.039999999999999925
weak,weak,,5.0,16,8x8,Stage-I only,50,0,0.0,0.05401954889383216,0.212171161884386,0.000814075877210101,1.1510973387018815,0.38201070405431387,1.0720641221382468,1.655312858045088,1.6559781136702814,1.5440133207097253,0.38427488153415507,1.6080548042152392,2.2702978297538946e-10,7.54719243334167e-10,2.793904661945531e-11,2.3048743957487527e-09,2.1071603474371154e-09,1.3104643352390864e-09,4.840622241131282e-23,1.9569652830890934e-23,4.275390893960769e-23,9.999998364403741e-21,1.7986487431604357e-26,9.999998023009873e-21,8.975282421554029e-17,4.493042334209923e-17,8.326672684688674e-17,0.0,0.0,0.04,0.64,0.94,,,,,,,,,,,0.46,0.52,-0.040000000000000036,-0.039999999999999925
weak,weak,,5.0,32,16x16,Stage-I + Stage-II,50,0,0.0,0.00044024740195718087,0.00017474444475985352,0.00041780683182781713,0.42759477280538194,0.26235127333951025,0.3633178280626332,0.8298271477804179,1.0062188318627938,0.6094434356820003,0.35994663552526673,0.4949140977291639,1.8877560573605595e-11,2.3067458093091252e-11,1.3059176545247469e-11,1.3683444412653491e-09,1.0023446685904454e-09,1.1109596528864e-09,1.0739600191548912e-23,2.6816353611508585e-24,1.0356863961330521e-23,1.0000000978977749e-20,1.2886792863534656e-26,1.0000001567713181e-20,1.0643470031380017e-16,5.124940370992708e-17,1.1102230246251565e-16,0.04,0.2,0.66,1.0,1.0,,,,,,,,,0.0,0.68,0.5,0.56,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.10973117654889952,0.2998481322567613,0.00019949420904789156,0.1189248343904843,0.3028120953812047,0.010014343849042935,0.6968533994469475,0.8758680948562848,0.06806527852193753,0.1871571271871325,0.0023093749159888146,1.4292278740862962e-10,4.381985817770369e-10,5.769332848183608e-12,1.820998729394582e-24,6.076902488756565e-25,1.855394228791399e-24,1.063886923260554e-23,2.3825369631772983e-24,1.0269280194666828e-23,9.999997551776642e-21,1.4881677370295445e-26,9.99999956670258e-21,9.885683803802674e-17,4.55502292404e-17,1.1102230246251565e-16,0.88,0.88,0.88,0.88,0.88,0.94,0.0,0.0,0.06,0.12,0.04,0.12,0.0,0.0,0.68,0.5,0.56,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,16x16,Stage-I + VP,50,0,0.0,0.09120869399648374,0.27605013658012156,0.00019845142042503413,0.1051607124017729,0.2920940578845698,0.010015237382802893,0.09378174853057916,0.8937834836369669,0.06613238380231272,0.20061384900300108,0.00230963403619326,9.615852080744368e-11,3.3487418725897704e-10,5.7695302793504394e-12,1.6610696706844675e-24,7.37368727340498e-25,1.849632079338486e-24,1.07681768931975e-23,2.6206547268331924e-24,1.0216529273190578e-23,9.999999912046521e-21,1.9319089259234164e-26,9.999999885385722e-21,8.475090678071364e-17,4.3160677292793835e-17,9.47634626983522e-17,0.9,0.9,0.9,0.9,0.9,0.96,0.0,0.0,0.04,0.1,0.04,0.1,0.0,,,0.5,0.56,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,16x16,Stage-I only,50,0,0.0,0.0004222021330828421,0.00016555603297507547,0.00040586965498176837,0.39662353215014035,0.26398928301816144,0.33787253209940027,0.8272266167643381,0.899665523503459,0.5511961897561511,0.3642115413560139,0.49265674970476947,2.0515299674666655e-11,2.382900127339567e-11,1.3603702980028964e-11,1.1662287554566655e-09,9.507606968077983e-10,8.266447522584187e-10,1.0740080341787011e-23,2.6861512913058804e-24,1.0362859964835118e-23,9.999998745237359e-21,1.9260189613126085e-26,9.999999797411244e-21,9.337169621436684e-17,3.856801644022695e-17,8.326672684688674e-17,0.06,0.26,0.72,1.0,1.0,,,,,,,,,,,0.5,0.56,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,32x32,Stage-I + Stage-II,50,0,0.0,0.16719836545046257,0.2669557979809122,0.0006099499842312855,0.5754416841462041,0.5321373838441311,0.3182891325302699,1.2852135883308557,1.5721665231746313,0.4824481853881235,0.46252783801175357,0.23993702085211138,2.915684365654687e-11,7.509497754787905e-11,1.3638848107633662e-11,1.2064905451093728e-09,1.1847929646921834e-09,6.31815392840484e-10,1.0459932434237482e-23,2.504274045790103e-24,9.668322697835117e-24,1.0000000753267423e-20,1.3478449625882107e-26,1.0000000343266909e-20,9.236482827753017e-17,5.022849514718526e-17,8.326672684688674e-17,0.16,0.36,0.58,0.58,0.64,,,,,,,,,0.0,0.44,0.54,0.52,0.11999999999999994,0.09999999999999998
weak,weak,,5.0,32,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.32738693466083596,0.44357309794989275,0.0002910483006667166,0.40919091381087896,0.5316863158259538,0.011771597072033211,1.253901860628569,1.392769666302637,0.23533441960241677,0.32074156580508423,0.002211937373907089,6.233220595676632e-10,1.0037236502087809e-09,7.165612529402072e-12,1.8298110153668495e-24,8.28804677075962e-25,1.8082453211326328e-24,1.079323435858217e-23,2.554175528883576e-24,1.004659854989259e-23,9.999999920443831e-21,1.7261102047934207e-26,1.0000000319965164e-20,9.379720250679453e-17,4.146413675738595e-17,8.782456879444497e-17,0.58,0.58,0.64,0.58,0.6,0.96,0.0,0.0,0.04,0.36,0.18,0.4,0.0,0.0,0.44,0.54,0.52,0.11999999999999994,0.09999999999999998
weak,weak,,5.0,32,32x32,Stage-I + VP,50,0,0.0,0.4121552964601065,0.44898595758044907,0.07149510451352639,0.532110083350321,0.5622058481764926,0.4094615927147838,1.2538907490562474,1.5113077919244482,0.3163658954496286,0.3445803046704535,0.2775857793741702,7.684608163766581e-10,1.093160614175982e-09,1.797670367196124e-10,1.8453108060580075e-24,7.697872053633972e-25,2.0679515313825692e-24,1.0667653906044663e-23,2.4977590790353146e-24,1.028278291004952e-23,9.999998074879393e-21,1.7246837239157708e-26,9.999999925468396e-21,9.895704279317108e-17,3.8900081291866345e-17,1.1102230246251565e-16,0.46,0.46,0.54,0.46,0.48,0.98,0.0,0.0,0.02,0.46,0.28,0.52,0.0,,,0.54,0.52,0.11999999999999994,0.09999999999999998
weak,weak,,5.0,32,32x32,Stage-I only,50,0,0.0,0.24487006059244457,0.29812485170738734,0.07585759135400841,0.7061476869029275,0.5456395934563081,0.7723310560277628,1.3565914802384427,1.7551146598267668,0.6497143208961346,0.5008096567095076,0.5176166624559895,2.9899155244016754e-11,7.77272230889311e-11,1.3524892884215833e-11,1.6046946412806747e-09,1.2739750535528512e-09,1.3500648345841694e-09,1.0869632141769513e-23,3.047837372756563e-24,9.827843875910648e-24,1.0000000196439162e-20,1.6915851960502375e-26,1.0000001555380332e-20,9.747880158060891e-17,5.4849883066489265e-17,9.167043895452739e-17,0.12,0.28,0.42,0.44,0.48,,,,,,,,,,,0.54,0.52,0.11999999999999994,0.09999999999999998
weak,weak,,5.0,32,8x8,Stage-I + Stage-II,50,0,0.0,0.008742439151359567,0.05859865708089005,0.0004044979982970957,0.958503912459993,0.39615285675717116,0.9730619256829567,1.471936177741854,1.547861526059639,1.293485430062802,0.4424888394387701,1.3339768221189094,1.874865432514574e-10,9.060948585828471e-10,1.4555969723111102e-11,2.452137675477647e-09,1.8372397878289624e-09,2.2138449792579625e-09,0.01873194057289054,0.13245482203874323,1.0416934909279774e-23,1.0000001483185134e-20,1.2400396482110946e-26,1.0000002805476316e-20,8.959737805417961e-17,4.8333079696028814e-17,8.088567489053774e-17,0.04,0.04,0.12,0.96,0.98,,,,,,,,,0.0,0.66,0.4,0.36,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.024416806022095002,0.13864685060975962,0.0002387003961107595,0.13780921672289115,0.2695595121663263,0.026290629881834927,0.6110478151291246,0.6540644512060174,0.023871908076629426,0.13324071321754405,0.0036835534564824855,5.0740923710301996e-11,2.9894613785406737e-10,6.38054727616007e-12,1.5893392100412045e-24,7.746575902229448e-25,1.7668585629267794e-24,1.1427237386934606e-23,3.06065710399776e-24,1.0336809182963496e-23,1.0000000280693886e-20,1.2004994960058301e-26,1.000000005812006e-20,1.037453410468338e-16,3.992335223513679e-17,1.1102230246251565e-16,0.82,0.84,0.84,0.96,0.96,0.98,0.0,0.0,0.02,0.16,0.02,0.04,0.0,0.0,0.66,0.4,0.36,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,8x8,Stage-I + VP,50,0,0.0,0.019270064155227848,0.13456473951406336,0.0002298538521268603,0.12307181972120913,0.2604248284941243,0.025547651015993253,0.5921677230242348,0.634873027517696,0.023804332414277055,0.13393501308288153,0.003317050680822611,5.0752451808724364e-11,2.9907751587720494e-10,6.380679710122186e-12,1.70071130886495e-24,8.320093066235539e-25,1.849632079338486e-24,1.1427465818786937e-23,3.059224445774813e-24,1.0337200028671669e-23,1.000000085894822e-20,1.3195156334678853e-26,1.0000000233628737e-20,9.908142941555898e-17,4.556019283504425e-17,9.47634626983522e-17,0.86,0.86,0.86,0.98,0.98,0.98,0.0,0.0,0.02,0.14,0.02,0.02,0.0,,,0.4,0.36,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,32,8x8,Stage-I only,50,0,0.0,0.018597985003910168,0.12845010441361462,0.00037950904997173073,1.0234241542535585,0.3730121783986955,0.9950208224395785,1.6533488712063398,1.6547788887367199,1.4131012093190984,0.39856147320434004,1.4396738445635324,2.0825152425917288e-10,9.53402918699519e-10,1.4380483536488248e-11,2.7621335137761903e-09,1.8237693570439467e-09,2.3497906945462152e-09,1.1426889120848258e-23,3.01957899956434e-24,1.0435834722147422e-23,1.0000002664134084e-20,1.5709379512345442e-26,1.0000001124268151e-20,9.508421233206186e-17,4.1908771613574385e-17,1.1102230246251565e-16,0.0,0.02,0.06,0.94,0.98,,,,,,,,,,,0.4,0.36,-0.020000000000000018,-0.020000000000000018
weak,weak,,5.0,64,16x16,Stage-I + Stage-II,50,0,0.0,0.00023752792468910026,0.00011042746004537974,0.00021031086515866827,0.3696529779452986,0.28671065612512003,0.2707298179308444,0.7301035917831582,1.062475332381525,0.524105530271324,0.39671209398170826,0.4069922210191975,1.3231864606516999e-11,1.0465222396091659e-11,1.0483761994212297e-11,1.136466659539557e-09,1.023918676517839e-09,8.325372553094939e-10,2.6207968111830633e-24,5.8538119308885275e-25,2.51111972046287e-24,1.0000001420614302e-20,1.590227505950952e-26,9.999999235684388e-21,9.729161224876881e-17,4.2161440658242824e-17,1.1102230246251565e-16,0.08,0.34,0.76,1.0,1.0,,,,,,,,,0.0,0.76,0.44,0.38,0.020000000000000018,0.020000000000000018
weak,weak,,5.0,64,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.01852924907117229,0.13019554959905036,8.808776742364525e-05,0.03946461662996299,0.15812003236826128,0.0076912296871740095,0.020685883436309206,0.025725746557464905,0.015965847457607592,0.09863097385686262,0.0015572696486629918,2.552464038628988e-11,1.526466844800069e-10,3.2489406276552644e-12,1.778981173236006e-24,7.026702323432583e-25,1.8082453211326328e-24,2.617195837373411e-24,5.875994820983161e-25,2.504890063509696e-24,1.0000000807684107e-20,1.8414331135488313e-26,1.0000000670913228e-20,9.685614262557454e-17,4.364256414223246e-17,8.326672684688674e-17,0.96,0.96,0.96,0.96,0.98,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.76,0.44,0.38,0.020000000000000018,0.020000000000000018
weak,weak,,5.0,64,16x16,Stage-I + VP,50,0,0.0,0.018522030697378466,0.13019650584194278,9.274294052788148e-05,0.05185668523486719,0.17707134935855226,0.008760318878101029,0.02381959073614534,0.34351448810491575,0.01620855618201603,0.09860500140836329,0.001692195821031666,2.624924532384771e-11,1.5260477809970804e-10,3.3537536598040076e-12,1.6858711131668356e-24,7.60641131832294e-25,1.7668585629267794e-24,2.616480101413051e-24,5.877665862741384e-25,2.500483409215979e-24,1.0000002789319276e-20,1.6028889867633154e-26,1.0000000753700631e-20,9.740553110758925e-17,5.070355090682521e-17,1.1102230246251565e-16,0.94,0.94,0.94,0.98,0.98,1.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,,,0.44,0.38,0.020000000000000018,0.020000000000000018
weak,weak,,5.0,64,16x16,Stage-I only,50,0,0.0,0.00023393104166417,0.00013514196581799158,0.00020251230363310473,0.3496110771951934,0.27865865982768645,0.26221770944606676,0.8704307262590394,1.0289593222027693,0.4905557213317106,0.3847042468905118,0.3838455242051736,1.4779673320229566e-11,1.221447426810017e-11,1.1043232674682808e-11,1.0620583451117423e-09,9.743691307103232e-10,8.240047692017972e-10,2.6209646591663556e-24,5.858929082841222e-25,2.512354205609988e-24,9.999998668374774e-21,1.4919116025242918e-26,9.999999717436056e-21,9.58810686422743e-17,4.608701093169388e-17,1.1102230246251565e-16,0.14,0.38,0.82,1.0,1.0,,,,,,,,,,,0.44,0.38,0.020000000000000018,0.020000000000000018
weak,weak,,5.0,64,32x32,Stage-I + Stage-II,50,0,0.0,0.0938022788904754,0.21186287152760802,0.0002461985857852626,0.36926774783044286,0.5096041755460837,0.10035173471305957,1.1788584005947542,1.4121583220307115,0.3306227466098674,0.41262868229099675,0.14286072099438157,2.7240095204279294e-11,1.335014365492406e-10,7.41010481428261e-12,7.317323458119756e-10,9.46591418612926e-10,2.821825786148185e-10,2.5842043565232074e-24,5.763904114250173e-25,2.5325931617118768e-24,9.999999742823025e-21,1.4999321546838783e-26,1.0000000266152731e-20,9.601124837373284e-17,4.71585335665217e-17,1.0316717480599285e-16,0.5,0.68,0.78,0.78,0.8,,,,,,,,,0.0,0.62,0.54,0.6,0.16000000000000003,0.09999999999999998
weak,weak,,5.0,64,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.21383796916052414,0.4066170146352068,0.0001252556193288291,0.24397504706254897,0.4667316509162479,0.005884530607838171,1.0866190704274723,1.3196542141157275,0.14865103737848823,0.2987312906316285,0.0008877371728407799,4.1658534690188815e-10,8.619115584086278e-10,2.569843794871828e-12,1.864589431725825e-24,6.071310998072955e-25,1.849632079338486e-24,2.709950070013775e-24,6.309387534387739e-25,2.6286410808123115e-24,9.999995679517877e-21,1.5374167166682075e-26,9.999997718077606e-21,9.534157341124933e-17,4.494064664807056e-17,1.0007415106216802e-16,0.78,0.78,0.78,0.78,0.78,0.98,0.0,0.0,0.02,0.22,0.14,0.22,0.0,0.0,0.62,0.54,0.6,0.16000000000000003,0.09999999999999998
weak,weak,,5.0,64,32x32,Stage-I + VP,50,0,0.0,0.27579997276165724,0.4196213489507161,0.0001435660755720506,0.34783589420746613,0.4882686831366854,0.008954106263727116,1.1262305485229267,1.319727900183021,0.2086780921638549,0.31368371452383365,0.0012541233725879473,5.060233130178802e-10,8.537728247910781e-10,4.075604180076928e-12,1.6589349101175538e-24,7.181052761135346e-25,1.7360675407182024e-24,2.6939037244569414e-24,6.670538693630372e-25,2.5969715019403924e-24,9.999997356151756e-21,1.543931638464618e-26,9.999999197174203e-21,9.781548823612801e-17,4.3223639278004363e-17,1.0864125050616666e-16,0.62,0.62,0.68,0.64,0.64,1.0,0.0,0.0,0.0,0.32,0.18,0.36,0.0,,,0.54,0.6,0.16000000000000003,0.09999999999999998
weak,weak,,5.0,64,32x32,Stage-I only,50,0,0.0,0.19230399854344152,0.29398657935239686,0.00024919206149678474,0.48229509677846893,0.5514108530301723,0.10528471929751751,1.1804151331343122,1.420436751314442,0.483626496440427,0.4952002098610064,0.14076974751641294,2.8063333701891035e-11,1.3162005689935885e-10,8.427963732406637e-12,1.0746383773428772e-09,1.099459715312917e-09,3.338241587297466e-10,2.5283232585641328e-24,5.46093969197415e-25,2.4438086246732207e-24,1.0000001234754423e-20,1.559436814922551e-26,1.0000000811370191e-20,1.0277512577329147e-16,4.3473750480185664e-17,1.1102230246251565e-16,0.5,0.62,0.62,0.62,0.64,,,,,,,,,,,0.54,0.6,0.16000000000000003,0.09999999999999998
weak,weak,,5.0,64,8x8,Stage-I + Stage-II,50,0,0.0,0.019625464950437373,0.13717567993861732,0.00021297016045892625,0.9100161173683028,0.3712789770362958,0.8222387249477914,1.3738400699764628,1.5974705369332751,1.264096899430279,0.4122952334093769,1.2687250314773904,1.4831088956516812e-11,2.0757634463798995e-11,1.1196700415601104e-11,2.2360474224451215e-09,1.5788529646127207e-09,2.099428828392531e-09,0.01958738169292694,0.13850370420757876,2.5016753936960545e-24,0.006561166468786339,0.04639445302572614,1.0000001878546806e-20,1.0092835086350325e-16,4.400669521592439e-17,1.1102230246251565e-16,0.0,0.04,0.1,0.98,0.98,,,,,,,,,0.0,0.66,0.34,0.42,-0.05999999999999994,-0.05999999999999994
weak,weak,,5.0,64,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.00012844834817222844,8.79726504283165e-05,0.00010493332592821625,0.0765918569694021,0.17833495506498898,0.018418417878325093,0.10761534757812652,0.5800897977243954,0.004207960079195047,0.005690158094177936,0.0022270579681002213,6.050755302334193e-12,4.9272331560754275e-12,4.4787673000074975e-12,1.6256435712732448e-24,7.721373592739939e-25,1.8082453211326328e-24,2.4692524307774377e-24,3.899702829753575e-25,2.498872232934674e-24,1.0000003347038217e-20,1.4745523206635817e-26,1.0000002637708633e-20,9.62025686235911e-17,4.3827645962012627e-17,8.326672684688674e-17,0.9,0.9,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.66,0.34,0.42,-0.05999999999999994,-0.05999999999999994
weak,weak,,5.0,64,8x8,Stage-I + VP,50,0,0.0,0.0032657640075150086,0.02230887241906773,9.839228875974465e-05,0.0404229851718944,0.1117394368498271,0.017694199610755995,0.03908598289832533,0.05114493395640145,0.0036890641508587883,0.00507602806640684,0.002227156673107561,5.406997832550047e-12,3.684246566266298e-12,4.361984623694637e-12,1.7470138454878033e-24,6.27053249398252e-25,1.7668585629267794e-24,2.469337356071245e-24,3.898910053962434e-25,2.49868153100803e-24,1.0000002543432018e-20,1.4552556079404323e-26,1.0000001527484591e-20,9.980562519851193e-17,4.2169243699874444e-17,1.1102230246251565e-16,0.96,0.96,0.96,0.98,0.98,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.0,,,0.34,0.42,-0.05999999999999994,-0.05999999999999994
weak,weak,,5.0,64,8x8,Stage-I only,50,0,0.0,0.019617950960354527,0.1371649901855168,0.0001944695431371403,0.9286613431485836,0.40470957332038443,0.923468801201225,1.6461510321370996,1.6518096638041289,1.3048962686010024,0.4553657185791911,1.352073491210112,7.598765182465866e-11,4.2427585751914836e-10,1.2131816884174687e-11,2.3275043964830702e-09,1.5971491131781714e-09,2.1855609212736323e-09,2.462029685670446e-24,3.921030792820361e-25,2.4620452947291354e-24,1.0000000828235886e-20,1.989462067978972e-26,9.999999337438918e-21,9.101693951563983e-17,4.950280954346703e-17,8.326672684688674e-17,0.02,0.04,0.12,0.98,0.98,,,,,,,,,,,0.34,0.42,-0.05999999999999994,-0.05999999999999994
