trial_id,seed,snr_db,true_k,stage2_rescue_impl,ngc_direct_status,ngc_direct_score,rescue_triggered,stage2_force_run_for_diagnostics,rescue_available,pllg_success,pllg_failure_reason,legacy_fallback_used,legacy_fallback_reason,num_valid_local_fixes,local_weight_source,delay_variance_source,pllg_rank,pllg_condition_number,pllg_reweight_steps,pllg_linear_x_m,pllg_linear_y_m,pllg_linear_z_m,pllg_linear_s_m,pllg_linear_clock_s,pllg_projected_x_m,pllg_projected_y_m,pllg_projected_z_m,pllg_projection_distance_m,pllg_phi_before_polish,pllg_phi_after_polish,pllg_polish_success,pllg_linear_runtime_s,pllg_polish_runtime_s,legacy_fallback_runtime_s,stage2_total_runtime_s,seed_position_error_m,seed_z_error_m,seed_clock_error_s,final_position_error_m,final_clock_error_s,z_boundary_hit,common_ris_refinement_success,common_ris_refinement_impl,common_ris_refinement_runtime_s,common_ris_refinement_num_valid_local_fixes,geometry_seed_impl,pllg_pseudorange_block_weight,delay_sigma_source,delay_sigma_used_floor,delay_sigma_min_s,delay_sigma_max_s,delay_sigma_values_json,stage2_clock_term_raw_s2_before,stage2_clock_term_normalized_before,stage2_ris_term_raw_before,stage2_ris_term_mean_before,stage2_ris_term_normalized_before,stage2_phi_normalized_before,stage2_clock_term_raw_s2_after,stage2_clock_term_normalized_after,stage2_ris_term_raw_after,stage2_ris_term_mean_after,stage2_ris_term_normalized_after,stage2_phi_normalized_after,stage2_ris_normalization_scale,stage2_lambda_ris_normalized,polish_accepted,rescue_candidate_admissible,selector_guard_reject_reason,selector_raw_degradation,selector_raw_relative_improvement,selector_boundary_guard_used,selector_boundary_override_used
0,821394406,-10.0,3,pllg,gray,13.042510538249916,True,True,True,True,,False,,3,uniform_fallback,ngc_efim,4,4.4652215178628945,1,1.2414373662793874,0.2507563319187388,1.188496978794382,3.408892330750486,1.1370840859347054e-08,1.2414373662793874,0.2507563319187388,1.188496978794382,0.0,9948.745048450262,8.025180470583654,True,0.0016876529989531264,2.3224034359991492,,125.54406862699943,0.5309422680431104,0.438496978794382,7.744484607087239e-10,0.0009486891412757987,-4.778609153762252e-12,False,True,local_ris_projection,123.21993684299923,3,pllg,1.0,ngc_efim,True,5e-10,5e-10,"[5e-10, 5e-10, 5e-10]",6.042756577817556,3.021378288908778,1.4856680527551973,0.9945723670161353,9945.723670161353,9948.745048450262,13.062814100863037,6.531407050431518,0.00022313624648882807,0.00014937734201521364,1.4937734201521362,8.025180470583654,0.0001,1.0,True,True,,-0.021601528005254167,0.008189322907493466,False,False
