snr_db,seed,lambda_rel,lambda_floor,selected_branch,ue_position_rmse_m,y_nmse,raw_objective,total_runtime_s,assignment_margin,sigma_delta_t_ns,rank1_ratio_max,initial_z_residual,direct_vp_good,direct_vp_raw_objective,direct_vp_nfev,stage2_rescue_mode,jnpp_num_candidates,jnpp_best_objective,jnpp_best_clock_std_ns,jnpp_runtime_s,error_message
-10.0,2029,0.003,1e-12,direct_vp,0.002801674656919438,1.7221475455615678e-05,3.3319348281536234,52.05259130601189,16.946929087259317,0.0377295923844673,0.15542876165445413,0.9088926860254046,True,3.3319348281536234,5,,nan,nan,nan,nan,
-10.0,2030,0.003,1e-12,direct_vp,0.001090093276651984,4.621981974430727e-05,7.982647277633299,40.61319151398493,17.387477808805865,0.07100486420983482,0.17858469924235726,0.9078108387862047,True,7.982647277633299,5,,nan,nan,nan,nan,
-10.0,2031,0.003,1e-12,direct_vp,0.0008114462247404133,2.140497491288514e-05,1.8360057918061332,49.702229838992935,19.29675587445533,0.05124525534615385,0.11837048062864207,0.9086296273652733,True,1.8360057918061332,5,,nan,nan,nan,nan,
-10.0,2032,0.003,1e-12,direct_vp,0.0005409592103974132,5.6901776477124795e-05,4.750596863257244,64.73799159799819,19.140213226226074,0.042097814248132505,0.11062003473142965,0.9082965511334191,True,4.750596863257244,5,,nan,nan,nan,nan,
-10.0,2033,0.003,1e-12,direct_vp,0.002799402286439538,5.067699091667429e-05,0.46030315499121244,73.66203235500143,6.170419129441785,0.563996007453074,0.6065419270013279,0.9095899771210592,True,0.46030315499121244,7,,nan,nan,nan,nan,
-10.0,2034,0.003,1e-12,direct_vp,0.00023031565943510736,6.5638655366313516e-06,3.6162316403437162,40.16355268799816,12.909022394445083,0.147989643064471,0.2446309210596594,0.9090673783754863,True,3.6162316403437162,5,,nan,nan,nan,nan,
-10.0,2035,0.003,1e-12,direct_vp,0.0007264116002395846,7.063127386774567e-05,3.921732630738415,42.70319755299715,16.197426620638453,0.041393248939599746,0.16397600926556033,0.9094144386689909,True,3.921732630738415,5,,nan,nan,nan,nan,
-10.0,2036,0.003,1e-12,direct_vp,0.0014451728237183331,3.287835914656648e-05,4.791155175997321,39.96377000701614,38.28585754715194,0.07081348467247515,0.1348701257583835,0.9092969110049547,True,4.791155175997321,5,,nan,nan,nan,nan,
-10.0,2037,0.003,1e-12,ris_only_stage2_then_vp,0.5091508542967873,0.9823749572637359,9.765870572113473,169.23505641400698,0.11877727387100975,33.66141160005285,0.9694017450992243,0.9094325847933439,False,9.781290354099742,20,robust_jnpp,1,0.9925223964247487,35.70150302020301,1.0433646730089094,
-10.0,2038,0.003,1e-12,direct_vp,0.0003764496497035488,3.136910027022529e-05,5.837365268656131,42.19619385199621,17.659325969169842,0.0606713137666486,0.14277507010981208,0.9090925175358167,True,5.837365268656131,5,,nan,nan,nan,nan,
-10.0,2039,0.003,1e-12,direct_vp,0.0009152622405646288,2.973354176925621e-05,2.270345457765949,39.52802140900167,7.14529000233255,0.20454741813481872,0.47333759897266264,0.9088992475427691,True,2.270345457765949,5,,nan,nan,nan,nan,
-10.0,2040,0.003,1e-12,direct_vp,0.0013477301421445606,3.0157284747724964e-05,0.9646125590243771,53.050329256016994,21.53827606669064,0.12869852311357585,0.15256064319363236,0.9091347096157514,True,0.9646125590243771,5,,nan,nan,nan,nan,
-10.0,2041,0.003,1e-12,direct_vp,0.00190591749742397,4.546813815201532e-05,3.098283035072125,41.659187495009974,21.1924443072104,0.026752732275991693,0.14554670202411854,0.9093704460729993,True,3.098283035072125,5,,nan,nan,nan,nan,
-10.0,2042,0.003,1e-12,direct_vp,0.0011851556659689566,3.353883737881039e-05,1.0918225968706865,50.552373637998244,42.730436736106014,0.061067178658963134,0.10470575349824393,0.9100414585312998,True,1.0918225968706865,5,,nan,nan,nan,nan,
-10.0,2043,0.003,1e-12,direct_vp,0.0013885243337979772,5.7520073028551195e-05,3.0618606639118093,40.20714501099428,28.94247220895436,0.020870884687569192,0.11647583802393893,0.9083972684775046,True,3.0618606639118093,5,,nan,nan,nan,nan,
-10.0,2044,0.003,1e-12,direct_vp,0.0004999005709287371,4.926502595482142e-05,2.3845404737434612,40.031050467980094,34.1387587300642,0.1370666768550063,0.1388295161806379,0.9089122713869585,True,2.3845404737434612,5,,nan,nan,nan,nan,
