figure,variant,trial_id,seed,snr_db,x_name,x_value,K,paper_k,effective_K,num_ris_paths,receiver_mode,config_seed,nested_receiver_noise_convention,reference_receiver_mode,reference_sigma2,nested_base_y_noisy_hash,failed,error,runtime_s,position_rmse_m,position_error_m,y_nmse,range_rmse_m,tau_rmse_s,raw_objective_final,outlier_flag,selected_branch,final_refinement_method,final_runner_name,used_main_single_proposed_path,variant_config_hash,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,jones_mode,adaptive_enabled,adaptive_policy_name,selected_vp_family_branch,lambda_path_min,lambda_path_max,lambda_path_mean,lambda_clipped_fraction,used_stage1_regularizer,linear_nuisance_dim,nonlinear_dim,fixed_pol_score,jones_score,lambda_jones_per_path,snr_eff_per_path,jones_leakage_per_path,reliability_decision,trigger_reasons,gof_stat,gof_dof,gof_pass,data_only_scaled_efim_lambda_min,data_only_scaled_efim_condition_number,stage1_assignment_margin,stage1_selected_clock_std_ns,delta_t_k_ns,stage1_runtime_s,global_vp_runtime_s,total_runtime_s,peb_position_m,peb_scalar_m,peb_dual_m,peb_evs_m,efim_unscaled_cache_hit,efim_unscaled_cache_key,efim_sigma2,efim_reuse_mode,peb_backend,rss_mb_before,rss_mb_after,rss_mb_delta,warning,debug_main_position_error_m,debug_main_y_nmse,debug_main_raw_objective,debug_main_global_vp_mode,debug_main_adaptive_enabled,debug_config_diff_summary,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red
fig1_fig2,PEB,83,2856883752,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2856883752,,,nan,,False,,3.202938638998603,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,56b26b6f27a8c44f,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0009942237159744995,nan,nan,0.0009942237159744995,False,700eea5a638faf3db61de2a763659338a112f897687c33a7cb33c68c29ad4a9e,2.0592739307147654,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed,10,781873798,-5.0,snr_db,-5.0,3,3,3,3,full_6d,781873798,,,nan,,False,,76.05930070000613,0.0004054721946850874,0.0004054721946850874,1.3238615651141415e-05,0.0003610795473201399,3.6715083526348683e-13,0.6968404836098799,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,377956cc34b85004,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,4.411664897717596,113.97024392769387,43.58158972208173,0.0,True,3,4,3096725.458075429,3114571.611307885,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]",jnpp_then_vp,"[""poor_clock_consistency""]",3094269.1783750188,3096560,True,2580319.9633961576,81.22890019914335,7.121952059880217,0.1935273174447198,"[5.01857470354048,5.446444393420855,5.055779958288966]",75.12274370800151,38.098091228006524,113.85097159400175,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0004054721946850874,1.3238615651141415e-05,0.6968404836098799,0.0004054852089852474,1.3238538348669293e-05,0.6968404836098886,True,rollback,existing_selector_rollback,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]","[12.362860352979842,113.97024318302736,4.411664896242633]","[0.08088742988564174,0.00877422011182434,0.22667179477917224]","[4.074279931720936e-08,3.4984494855835707e-09,2.3422799236261104e-07]",2580319.9633961576,81.22890019914335,2580319.980212893,81.22890127600076,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_old_gated,10,781873798,-5.0,snr_db,-5.0,3,3,3,3,full_6d,781873798,,,nan,,False,,43.152486250997754,0.0004054721946850874,0.0004054721946850874,1.3238615651141415e-05,0.0003610795473201399,3.6715083526348683e-13,0.6968404836098799,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,6f3589b501e25c93,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,4.411664897717596,113.97024392769387,43.58158972208173,0.0,True,3,4,3096725.458075429,3114571.611307885,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]",direct_vp,"[""poor_clock_consistency""]",3094269.1783750188,3096560,True,2580319.9633961576,81.22890019914335,7.121952059880217,0.1935273174447198,"[5.01857470354048,5.446444393420855,5.055779958288966]",75.12274370800151,39.34578998699726,115.09867035299249,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0004054721946850874,1.3238615651141415e-05,0.6968404836098799,nan,nan,nan,False,not_run,not_requested,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]",,,,2580319.9633961576,81.22890019914335,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,10,781873798,-5.0,snr_db,-5.0,3,3,3,3,full_6d,781873798,,,nan,,False,,42.82488805299363,0.0004054721946850874,0.0004054721946850874,1.3238615651141415e-05,0.0003610795473201399,3.6715083526348683e-13,0.6968404836098799,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,1cea5fe36603089b,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,4.411664897717596,113.97024392769387,43.58158972208173,0.0,True,3,4,3096725.458075429,3114571.611307885,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]",direct_vp,"[""poor_clock_consistency""]",3094269.1783750188,3096560,True,2580319.9633961576,81.22890019914335,7.121952059880217,0.1935273174447198,"[5.01857470354048,5.446444393420855,5.055779958288966]",75.12274370800151,39.289540206998936,115.04242057299416,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0004054721946850874,1.3238615651141415e-05,0.6968404836098799,nan,nan,nan,False,not_run,not_requested,"[12.362860340833738,113.97024392769387,4.411664897717596]","[0.08088742996511099,0.008774220054494746,0.2266717947033885]","[3.622024180913598e-08,3.4681509910406403e-09,2.371132447531676e-07]",,,,2580319.9633961576,81.22890019914335,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.0963493844669601,0.0963493844669601,2,data_only_efim_tau_crb,0.08960533115974002,0.00013293391428357616,0.00013293391428357616,True,0.09648231838124369,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,PEB,10,781873798,-5.0,snr_db,-5.0,3,3,3,3,full_6d,781873798,,,nan,,False,,3.2342797739984235,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,a2ff3d920b48ce08,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0006183000848100379,nan,nan,0.0006183000848100379,False,f2ef97a231c1a4af27e9b56c32078a57d13f76cf0fcef71f5aea3cacfcafd031,0.6973599880886718,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed,92,971995857,-10.0,snr_db,-10.0,3,3,3,3,full_6d,971995857,,,nan,,False,,398.0510143729989,0.00022284800360582743,0.00022284800360582743,1.807328763310231e-05,5.751539998612915e-05,5.571664566250775e-13,5.369682931937251,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,2b064c98049beeb0,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,13.96512517422831,283.75977075324727,112.46446608000724,0.0,True,3,4,3096725.458075429,3108319.3782208683,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]",jnpp_then_vp,"[""poor_clock_consistency""]",3097912.871002427,3096560,True,834213.4414480643,80.15773664935567,2.890056433420602,0.4162220211074883,"[5.900018451111476,4.923319262826954,5.158434794193531]",80.27512836200185,361.1256619429987,441.9875302859946,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.00022284800360582743,1.807328763310231e-05,5.369682931937251,0.00022303827821096224,1.807223711951135e-05,5.369682931938069,True,rollback,existing_selector_rollback,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]","[283.7597727052245,39.668502974535784,13.965125067712718]","[0.0035241076992088686,0.025208917024225917,0.07160694910624385]","[1.4771582499603924e-08,8.456711394827005e-08,6.266852753636397e-08]",834213.4414480643,80.15773664935567,834213.3536338487,80.15772858724912,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_old_gated,92,971995857,-10.0,snr_db,-10.0,3,3,3,3,full_6d,971995857,,,nan,,False,,357.6400865500036,0.00022284800360582743,0.00022284800360582743,1.807328763310231e-05,5.751539998612915e-05,5.571664566250775e-13,5.369682931937251,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,5e2780c1d5f4b689,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,13.96512517422831,283.75977075324727,112.46446608000724,0.0,True,3,4,3096725.458075429,3108319.3782208683,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]",direct_vp,"[""poor_clock_consistency""]",3097912.871002427,3096560,True,834213.4414480643,80.15773664935567,2.890056433420602,0.4162220211074883,"[5.900018451111476,4.923319262826954,5.158434794193531]",80.27512836200185,353.64346081599797,434.50532915899385,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.00022284800360582743,1.807328763310231e-05,5.369682931937251,nan,nan,nan,False,not_run,not_requested,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]",,,,834213.4414480643,80.15773664935567,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,92,971995857,-10.0,snr_db,-10.0,3,3,3,3,full_6d,971995857,,,nan,,False,,385.9579877610013,0.00022284800360582743,0.00022284800360582743,1.807328763310231e-05,5.751539998612915e-05,5.571664566250775e-13,5.369682931937251,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,018abd3e2c0d5810,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,13.96512517422831,283.75977075324727,112.46446608000724,0.0,True,3,4,3096725.458075429,3108319.3782208683,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]",jnpp_then_vp,"[""poor_clock_consistency""]",3097912.871002427,3096560,True,834213.4414480643,80.15773664935567,2.890056433420602,0.4162220211074883,"[5.900018451111476,4.923319262826954,5.158434794193531]",80.27512836200185,347.55725065200386,428.41911899499974,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.00022284800360582743,1.807328763310231e-05,5.369682931937251,0.00022303827821096224,1.807223711951135e-05,5.369682931938069,True,rollback,existing_selector_rollback,"[283.75977075324727,39.66850231254613,13.96512517422831]","[0.0035241077234511283,0.025208917444913395,0.07160694856007928]","[1.2111491684064547e-08,1.1412208610637171e-07,8.789802328371508e-08]","[283.7597727052245,39.668502974535784,13.965125067712718]","[0.0035241076992088686,0.025208917024225917,0.07160694910624385]","[1.4771582499603924e-08,8.456711394827005e-08,6.266852753636397e-08]",834213.4414480643,80.15773664935567,834213.3536338487,80.15772858724912,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,10.087311377336523,10.087311377336523,2,data_only_efim_tau_crb,0.9168474690179987,0.0013017687533334963,0.0013017687533334963,True,10.088613146089855,gray,clock_gray,True,ngc_gray_run_rescue,10.08731217154502,10.08731217154502,2,sigma_tau_k,0.9168475051112654,0.0013018063781589711,0.0013018063781589711,True,10.08861397792318,gray,clock_gray,both_uncertified_lower_raw,True,9.21034037197618,13.815510557964274
fig1_fig2,PEB,92,971995857,-10.0,snr_db,-10.0,3,3,3,3,full_6d,971995857,,,nan,,False,,2.8650835040025413,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,b7495638480b984f,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0010085393080804643,nan,nan,0.0010085393080804643,False,414dc620a83beefed3505e1c54ca50570728cbcfef97d68ab55ee64715d67776,5.367365702982516,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed,93,3741086398,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3741086398,,,nan,,False,,403.55160007499944,0.0005075331938014776,0.0005075331938014776,5.571665237097478e-05,4.8268727146578247e-05,2.6723491407425548e-12,1.4866759430743888,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,a8425a9dd75b7e91,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,14.762163911217694,82.8827922238405,48.82563536057384,0.0,True,3,4,3096725.458075429,3140704.2079276643,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]",jnpp_then_vp,"[""poor_clock_consistency""]",3096831.3414205294,3096560,True,903493.1159271317,75.40548244113607,5.402915746066185,0.2345288410487908,"[5.272479070979395,4.699402176221019,4.951239725958021]",86.32026261199644,363.4390860010026,450.3184748249987,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0005075331938014776,5.571665237097478e-05,1.4866759430743888,0.0005073818578148365,5.571692535752758e-05,1.486675943074431,True,rollback,existing_selector_rollback,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]","[48.831949889345864,82.88279062744026,14.762163912839808]","[0.020478395849790706,0.012065230819895249,0.06774074626792753]","[1.1753395173288392e-08,1.202021737615599e-08,1.9374484398766956e-07]",903493.1159271317,75.40548244113607,903493.0491612665,75.40547703703426,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_old_gated,93,3741086398,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3741086398,,,nan,,False,,364.90690062399517,0.0005075331938014776,0.0005075331938014776,5.571665237097478e-05,4.8268727146578247e-05,2.6723491407425548e-12,1.4866759430743888,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,d4dc3f6bb958df14,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,14.762163911217694,82.8827922238405,48.82563536057384,0.0,True,3,4,3096725.458075429,3140704.2079276643,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]",direct_vp,"[""poor_clock_consistency""]",3096831.3414205294,3096560,True,903493.1159271317,75.40548244113607,5.402915746066185,0.2345288410487908,"[5.272479070979395,4.699402176221019,4.951239725958021]",86.32026261199644,361.0164898719959,447.895878695992,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0005075331938014776,5.571665237097478e-05,1.4866759430743888,nan,nan,nan,False,not_run,not_requested,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]",,,,903493.1159271317,75.40548244113607,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,93,3741086398,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3741086398,,,nan,,False,,367.2493459440011,0.0005075331938014776,0.0005075331938014776,5.571665237097478e-05,4.8268727146578247e-05,2.6723491407425548e-12,1.4866759430743888,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,d09f004dfe6a2660,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,14.762163911217694,82.8827922238405,48.82563536057384,0.0,True,3,4,3096725.458075429,3140704.2079276643,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]",direct_vp,"[""poor_clock_consistency""]",3096831.3414205294,3096560,True,903493.1159271317,75.40548244113607,5.402915746066185,0.2345288410487908,"[5.272479070979395,4.699402176221019,4.951239725958021]",86.32026261199644,363.2240819340004,450.10347075799655,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0005075331938014776,5.571665237097478e-05,1.4866759430743888,nan,nan,nan,False,not_run,not_requested,"[48.831949946663336,82.8827922238405,14.762163911217694]","[0.02047839582575378,0.012065230587507598,0.0677407462753711]","[4.324849877544835e-09,3.6047873938777305e-08,2.489192156439733e-07]",,,,903493.1159271317,75.40548244113607,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.0798898950716605,0.0798898950716605,2,data_only_efim_tau_crb,0.08159345106055822,0.00010541761926869556,0.00010541761926869556,True,0.0799953126909292,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,PEB,93,3741086398,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3741086398,,,nan,,False,,3.449550094002916,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,d0ae90f43558207a,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0009559987279309044,nan,nan,0.0009559987279309044,False,c0a81a3b83197cd9cfba67cbec7ea74e0bc1c6abbc0cc35f29e15ac8d0f81a14,1.4865533629577083,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,,,,,,,,nan,nan,nan,nan,,,,[],False,nan,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed,81,3893654042,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3893654042,,,nan,,False,,685.7224838179973,0.0027320216162138706,0.0027320216162138706,7.269717431715305e-05,0.0024449174521728005,6.338586112794216e-12,6.726585859843629,False,direct_vp_rollback,global_exact_spherical_vp,main_single_proposed,True,92dcfec246bf0c9c,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,10.531554231293635,747.1055941805037,344.3117295168042,0.0,True,3,4,3096725.458075429,3127417.3480780483,"[275.2980401386151,747.1055941805037,10.531554231293635]","[0.0036324268753282546,0.001338498877591446,0.09495274657733346]","[3.020541695413411e-06,1.2131037848175464e-09,0.00017781214316305507]",jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",3093708.979919384,3096560,True,345363.0924851198,214.5142807063284,0.05944698648970692,2.4255247271520206,"[9.212594504364274,3.881826738912896,4.275327662013491]",75.18948366200493,479.22064066099847,555.1261613320021,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0027320216162138706,7.269717431715305e-05,6.726585859843629,0.0027318620922527734,7.269497150702868e-05,6.726585859843691,True,rollback,existing_selector_rollback,"[275.2980401386151,747.1055941805037,10.531554231293635]","[0.0036324268753282546,0.001338498877591446,0.09495274657733346]","[3.020541695413411e-06,1.2131037848175464e-09,0.00017781214316305507]","[275.29803831728066,747.1056125517734,10.53155423812831]","[0.003632426899359897,0.0013384988446778609,0.09495274651571187]","[2.9515039813944386e-06,4.390061291252431e-10,0.00017783672624576547]",345363.0924851198,214.5142807063284,345363.046991515,214.5142904220079,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_old_gated,81,3893654042,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3893654042,,,nan,,False,,615.115987995996,0.0027320216162138706,0.0027320216162138706,7.269717431715305e-05,0.0024449174521728005,6.338586112794216e-12,6.726585859843629,False,direct_vp,global_exact_spherical_vp,main_single_proposed,True,b4082960d4b64453,adaptive_jones,cupy,True,0,cupy,cupy.linalg.solve,fixed_pol_anchor,True,fixed_anchor_then_adaptive_jones_score_selection,fixed_pol_anchor,10.531554231293635,747.1055941805037,344.3117295168042,0.0,True,3,4,3096725.458075429,3127417.3480780483,"[275.2980401386151,747.1055941805037,10.531554231293635]","[0.0036324268753282546,0.001338498877591446,0.09495274657733346]","[3.020541695413411e-06,1.2131037848175464e-09,0.00017781214316305507]",direct_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",3093708.979919384,3096560,True,345363.0924851198,214.5142807063284,0.05944698648970692,2.4255247271520206,"[9.212594504364274,3.881826738912896,4.275327662013491]",75.18948366200493,469.583848287999,545.4893689590026,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0027320216162138706,7.269717431715305e-05,6.726585859843629,nan,nan,nan,False,not_run,not_requested,"[275.2980401386151,747.1055941805037,10.531554231293635]","[0.0036324268753282546,0.001338498877591446,0.09495274657733346]","[3.020541695413411e-06,1.2131037848175464e-09,0.00017781214316305507]",,,,345363.0924851198,214.5142807063284,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
