figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,62,1815661330,full_6d,3,3,3,direct_vp,direct_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",True,0.0012810685354196871,0.001800085357985258,0.7116709936763891,False,5.048282740282653e-05,5.661605471298055,0.0012810685354196871,5.048282740282653e-05,5.661605471298055,nan,nan,nan,False,not_run,not_requested,"[10.858448783475925,189.65285892006838,444.8527758018733]","[0.09209418582062226,0.005272791591461375,0.0022479347189698624]","[3.1883489957857354e-09,1.2635977363392807e-09,5.683290007594434e-06]",,,,338787.57765389624,174.80004332325734,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,62,1815661330,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",True,0.0012810685354196871,0.001800085357985258,0.7116709936763891,False,5.048282740282653e-05,5.661605471298055,0.0012810685354196871,5.048282740282653e-05,5.661605471298055,0.001281024443475017,5.048270666553306e-05,5.661605471298067,True,rollback,existing_selector_rollback,"[10.858448783475925,189.65285892006838,444.8527758018733]","[0.09209418582062226,0.005272791591461375,0.0022479347189698624]","[3.1883489957857354e-09,1.2635977363392807e-09,5.683290007594434e-06]","[10.858448785217444,189.6528588745273,444.85277528660566]","[0.09209418580585184,0.005272791592727523,0.002247934721573618]","[3.5680664696661373e-09,1.4392493901475342e-09,5.720842910527501e-06]",338787.57765389624,174.80004332325734,338787.66886006895,174.79999720893613,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,42.68272834733004,42.68272834733004,2,data_only_efim_tau_crb,1.8859729661223064,0.5362545346830282,0.5362545346830282,True,43.21898288201307,red,clock_red,True,ngc_red_run_rescue,42.68272818009834,42.68272818009834,2,sigma_tau_k,1.8859729624276687,0.5362545335988972,0.5362545335988972,True,43.21898271369724,red,clock_red,both_uncertified_lower_raw,True,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,91,3347136468,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0005240149301404373,0.0010803658270640648,0.4850347141805362,False,4.921077490685398e-05,2.4663673129127237,0.0005240149301404373,4.921077490685398e-05,2.4663673129127237,nan,nan,nan,False,not_run,not_requested,"[99.25583313575247,239.55629508467783,11.647759536431025]","[0.010074974621723657,0.004174384143847966,0.08585342072530121]","[6.751460678576691e-10,2.9094873949373594e-09,9.393839164142734e-07]",,,,685796.596880914,113.5638858133488,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,91,3347136468,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0005240149301404373,0.0010803658270640648,0.4850347141805362,False,4.921077490685398e-05,2.4663673129127237,0.0005240149301404373,4.921077490685398e-05,2.4663673129127237,nan,nan,nan,False,not_run,not_requested,"[99.25583313575247,239.55629508467783,11.647759536431025]","[0.010074974621723657,0.004174384143847966,0.08585342072530121]","[6.751460678576691e-10,2.9094873949373594e-09,9.393839164142734e-07]",,,,685796.596880914,113.5638858133488,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,1.0196316796451288,1.0196316796451288,2,data_only_efim_tau_crb,0.2914949513063546,0.00031979755199849376,0.00031979755199849376,True,1.0199514771971272,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,94,3608384463,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00046036790162062505,0.0013477256840140944,0.3415887276477923,False,7.576720134503996e-05,4.679274759251305,0.00046036790162062505,7.576720134503996e-05,4.679274759251305,nan,nan,nan,False,not_run,not_requested,"[51.54896489689916,13.470641984441292,150.56106041261748]","[0.01939903161874361,0.07423551165130347,0.006641823570509575]","[1.4945004283833974e-07,7.061719104593502e-09,1.0443935629768685e-08]",,,,577032.4634454143,101.59777487879354,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,94,3608384463,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00046036790162062505,0.0013477256840140944,0.3415887276477923,False,7.576720134503996e-05,4.679274759251305,0.00046036790162062505,7.576720134503996e-05,4.679274759251305,nan,nan,nan,False,not_run,not_requested,"[51.54896489689916,13.470641984441292,150.56106041261748]","[0.01939903161874361,0.07423551165130347,0.006641823570509575]","[1.4945004283833974e-07,7.061719104593502e-09,1.0443935629768685e-08]",,,,577032.4634454143,101.59777487879354,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,1.6850621629788956,1.6850621629788956,2,data_only_efim_tau_crb,0.37472903132117746,0.000549569448239276,0.000549569448239276,True,1.685611732427135,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,0,3147786918,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0006625506773512407,0.0006350613982890841,1.0432860179129377,False,8.20755710527468e-06,1.253246337961699,0.0006625506773512407,8.20755710527468e-06,1.253246337961699,nan,nan,nan,False,not_run,not_requested,"[22.931267884602967,5.928821268934096,9.549290707076235]","[0.043608578688686964,0.16866759084708496,0.10471981958297999]","[2.158849244336994e-08,5.2967734985934846e-08,2.0727021686421985e-07]",,,,2607424.1211276148,69.67145797629206,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,0,3147786918,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0006625506773512407,0.0006350613982890841,1.0432860179129377,False,8.20755710527468e-06,1.253246337961699,0.0006625506773512407,8.20755710527468e-06,1.253246337961699,nan,nan,nan,False,not_run,not_requested,"[22.931267884602967,5.928821268934096,9.549290707076235]","[0.043608578688686964,0.16866759084708496,0.10471981958297999]","[2.158849244336994e-08,5.2967734985934846e-08,2.0727021686421985e-07]",,,,2607424.1211276148,69.67145797629206,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.008032427737174485,0.008032427737174485,2,data_only_efim_tau_crb,0.02587216608824769,5.735756501360034e-05,5.735756501360034e-05,True,0.008089785302188086,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,1,112311654,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0002249695470845996,0.0008078451997330827,0.2784810099248358,False,2.805305006508485e-05,0.9607540616153052,0.0002249695470845996,2.805305006508485e-05,0.9607540616153052,nan,nan,nan,False,not_run,not_requested,"[21.736294663992986,3.8286607407753643,126.07064665056643]","[0.04600600127282974,0.2611879369060147,0.007932060526711325]","[1.7583728724656135e-08,1.469937481843575e-07,1.2637714082866574e-09]",,,,1611318.3629228259,98.44486710806117,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,1,112311654,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0002249695470845996,0.0008078451997330827,0.2784810099248358,False,2.805305006508485e-05,0.9607540616153052,0.0002249695470845996,2.805305006508485e-05,0.9607540616153052,nan,nan,nan,False,not_run,not_requested,"[21.736294663992986,3.8286607407753643,126.07064665056643]","[0.04600600127282974,0.2611879369060147,0.007932060526711325]","[1.7583728724656135e-08,1.469937481843575e-07,1.2637714082866574e-09]",,,,1611318.3629228259,98.44486710806117,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.009781539588412935,0.009781539588412935,2,data_only_efim_tau_crb,0.02855045181839355,0.00020241634493891968,0.00020241634493891968,True,0.009983955933351855,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,82,2146768378,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0007395832033505197,0.0011354535747526032,0.6513548592347008,False,4.8686469036895357e-05,6.5995152044420475,0.0007395832033505197,4.8686469036895357e-05,6.5995152044420475,nan,nan,nan,False,not_run,not_requested,"[20.35092191937854,237.81627420415495,21.590426407580836]","[0.0491378230402147,0.004204926694393198,0.04631682492511076]","[6.694555469686263e-10,4.847762281943511e-09,7.227017037856557e-08]",,,,811667.5971830335,72.01863716251265,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,82,2146768378,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0007395832033505197,0.0011354535747526032,0.6513548592347008,False,4.8686469036895357e-05,6.5995152044420475,0.0007395832033505197,4.8686469036895357e-05,6.5995152044420475,nan,nan,nan,False,not_run,not_requested,"[20.35092191937854,237.81627420415495,21.590426407580836]","[0.0491378230402147,0.004204926694393198,0.04631682492511076]","[6.694555469686263e-10,4.847762281943511e-09,7.227017037856557e-08]",,,,811667.5971830335,72.01863716251265,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.31609451431254965,0.31609451431254965,2,data_only_efim_tau_crb,0.16229975208251493,0.00026152860752060486,0.00026152860752060486,True,0.31635604292007025,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,61,3445288900,full_6d,3,3,3,direct_vp,direct_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",True,0.0011560679005517608,0.0013907142833705735,0.8312763551618113,False,3.988697077598527e-05,5.671066131394046,0.0011560679005517608,3.988697077598527e-05,5.671066131394046,nan,nan,nan,False,not_run,not_requested,"[116.22478586677296,11.765117530564309,152.73886009035695]","[0.008604016711461725,0.08499702594473531,0.006547122318810571]","[2.7439524665976136e-06,1.615691281651681e-06,9.602602878352626e-09]",,,,566502.8332792879,108.77215408011273,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,61,3445288900,full_6d,3,3,3,ris_only_stage2_then_vp,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",True,0.0011560651679660724,0.0013907142833705735,0.8312743902825253,False,3.988700353949216e-05,5.6710661313939035,0.0011560679005517608,3.988697077598527e-05,5.671066131394046,0.0011560651679660724,3.988700353949216e-05,5.6710661313939035,True,accepted,accepted,"[116.22478586677296,11.765117530564309,152.73886009035695]","[0.008604016711461725,0.08499702594473531,0.006547122318810571]","[2.7439524665976136e-06,1.615691281651681e-06,9.602602878352626e-09]","[116.22478589292852,11.765117531671569,152.7388600843436]","[0.008604016709525453,0.08499702593673591,0.0065471223190683315]","[2.7631152531590732e-06,1.4681090503433081e-06,6.692976737874076e-09]",566502.8332792879,108.77215408011273,566502.820386411,108.77215653461397,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,33.03589349551493,33.03589349551493,2,data_only_efim_tau_crb,1.6592140080852271,0.021393076609035333,0.021393076609035333,True,33.057286572123964,red,clock_red,True,ngc_red_run_rescue,33.03589346597616,33.03589346597616,2,sigma_tau_k,1.659214007343441,0.021393077265006954,0.021393077265006954,True,33.05728654324117,red,clock_red,both_uncertified_lower_raw,True,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,2,3251202663,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00026501360695188397,0.000621051741220573,0.426717436507052,False,2.564493864275898e-05,0.722598421624966,0.00026501360695188397,2.564493864275898e-05,0.722598421624966,nan,nan,nan,False,not_run,not_requested,"[19.239921987020512,6.842027546392716,8.415086916185244]","[0.05197526271963953,0.14615550627538504,0.11883418554694006]","[4.1124092378322704e-09,6.950462475445079e-08,5.890260525418426e-07]",,,,2669484.795829765,73.87965443634182,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,2,3251202663,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.00026501360695188397,0.000621051741220573,0.426717436507052,False,2.564493864275898e-05,0.722598421624966,0.00026501360695188397,2.564493864275898e-05,0.722598421624966,nan,nan,nan,False,not_run,not_requested,"[19.239921987020512,6.842027546392716,8.415086916185244]","[0.05197526271963953,0.14615550627538504,0.11883418554694006]","[4.1124092378322704e-09,6.950462475445079e-08,5.890260525418426e-07]",,,,2669484.795829765,73.87965443634182,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.0027521244704005695,0.0027521244704005695,2,data_only_efim_tau_crb,0.01514409805391903,0.00015631880071603795,0.00015631880071603795,True,0.0029084432711166076,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,3,3422926171,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0009142836040621564,0.0006147117865929228,1.4873370317651275,False,3.611399887927698e-05,0.8795708682294735,0.0009142836040621564,3.611399887927698e-05,0.8795708682294735,nan,nan,nan,False,not_run,not_requested,"[27.806285927394132,7.684643042323666,6.6551854805053114]","[0.03596309131623422,0.13012966177931115,0.15025877233964294]","[4.196338444260526e-08,1.981791059732032e-08,7.452819920897236e-08]",,,,2710085.322061222,79.2119669691085,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,3,3422926171,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0009142836040621564,0.0006147117865929228,1.4873370317651275,False,3.611399887927698e-05,0.8795708682294735,0.0009142836040621564,3.611399887927698e-05,0.8795708682294735,nan,nan,nan,False,not_run,not_requested,"[27.806285927394132,7.684643042323666,6.6551854805053114]","[0.03596309131623422,0.13012966177931115,0.15025877233964294]","[4.196338444260526e-08,1.981791059732032e-08,7.452819920897236e-08]",,,,2710085.322061222,79.2119669691085,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.06829465437635596,0.06829465437635596,2,data_only_efim_tau_crb,0.07544018291354856,0.00012378771655361921,0.00012378771655361921,True,0.06841844209290958,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,4,287230138,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0005994861937033835,0.0005643399933614378,1.062278415060752,False,1.4419912718912406e-05,1.56314295308513,0.0005994861937033835,1.4419912718912406e-05,1.56314295308513,nan,nan,nan,False,not_run,not_requested,"[45.01160202007383,7.30221402513955,6.344709720775356]","[0.022216494305379718,0.13694476723771282,0.15761162354192781]","[1.0426573420033015e-08,1.5545347203172088e-08,6.484612758949567e-07]",,,,2913594.028531692,76.15271137118194,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,4,287230138,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0005994861937033835,0.0005643399933614378,1.062278415060752,False,1.4419912718912406e-05,1.56314295308513,0.0005994861937033835,1.4419912718912406e-05,1.56314295308513,nan,nan,nan,False,not_run,not_requested,"[45.01160202007383,7.30221402513955,6.344709720775356]","[0.022216494305379718,0.13694476723771282,0.15761162354192781]","[1.0426573420033015e-08,1.5545347203172088e-08,6.484612758949567e-07]",,,,2913594.028531692,76.15271137118194,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.0015276896801796659,0.0015276896801796659,2,data_only_efim_tau_crb,0.011283061346474435,0.00012274549686502246,0.00012274549686502246,True,0.0016504351770446884,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,5,2290547997,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0009639650692833807,0.0006822757723125929,1.4128672135256892,False,1.4236324916666843e-05,0.8625737414877857,0.0009639650692833807,1.4236324916666843e-05,0.8625737414877857,nan,nan,nan,False,not_run,not_requested,"[18.263422759697196,5.399578419613799,12.831217888918188]","[0.05475424914263532,0.1851996438022146,0.07793492470039254]","[2.816954685848549e-07,1.1016655347034864e-09,1.2969365351778161e-07]",,,,2274041.511707315,74.73015346767855,nan,nan,direct_vp,direct_vp,False,[],False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,5,2290547997,full_6d,3,3,3,direct_vp,direct_vp,[],True,0.0009639650692833807,0.0006822757723125929,1.4128672135256892,False,1.4236324916666843e-05,0.8625737414877857,0.0009639650692833807,1.4236324916666843e-05,0.8625737414877857,nan,nan,nan,False,not_run,not_requested,"[18.263422759697196,5.399578419613799,12.831217888918188]","[0.05475424914263532,0.1851996438022146,0.07793492470039254]","[2.816954685848549e-07,1.1016655347034864e-09,1.2969365351778161e-07]",,,,2274041.511707315,74.73015346767855,nan,nan,direct_vp,direct_vp,False,[],True,1.0,0.007786389492622631,0.007786389492622631,2,data_only_efim_tau_crb,0.02547284418850565,7.44002571251743e-05,7.44002571251743e-05,True,0.007860789749747805,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,6,1919806993,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00019642743954248018,0.0006275673464398835,0.31299818363206783,False,7.261861651040755e-06,1.3275288920346304,0.00019642743954248018,7.261861651040755e-06,1.3275288920346304,nan,nan,nan,False,not_run,not_requested,"[7.84785969312416,74.64054637619746,5.688671595736348]","[0.12742327705836715,0.013397543941937904,0.17578796440698213]","[4.911407239883704e-07,6.884979676008477e-09,1.0587093307201293e-08]",,,,2607389.193241224,72.23891201221005,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,6,1919806993,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00019642743954248018,0.0006275673464398835,0.31299818363206783,False,7.261861651040755e-06,1.3275288920346304,0.00019642743954248018,7.261861651040755e-06,1.3275288920346304,nan,nan,nan,False,not_run,not_requested,"[7.84785969312416,74.64054637619746,5.688671595736348]","[0.12742327705836715,0.013397543941937904,0.17578796440698213]","[4.911407239883704e-07,6.884979676008477e-09,1.0587093307201293e-08]",,,,2607389.193241224,72.23891201221005,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.050025604057186576,0.050025604057186576,2,data_only_efim_tau_crb,0.06456624766934255,9.088640834243258e-05,9.088640834243258e-05,True,0.05011649046552901,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-10.0,89,850792180,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0012901866092198716,0.0012201386586936462,1.0574098279954698,False,6.273068404960059e-05,7.891154458000634,0.0012901866092198716,6.273068404960059e-05,7.891154458000634,nan,nan,nan,False,not_run,not_requested,"[69.87340733745334,16.84886901038092,37.526098143125175]","[0.01431159632878114,0.05935116472013827,0.026648120893050405]","[6.102396553598413e-10,2.48193497386878e-08,3.4522311929282803e-07]",,,,717411.1070643543,66.8949936444751,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-10.0,89,850792180,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0012901866092198716,0.0012201386586936462,1.0574098279954698,False,6.273068404960059e-05,7.891154458000634,0.0012901866092198716,6.273068404960059e-05,7.891154458000634,nan,nan,nan,False,not_run,not_requested,"[69.87340733745334,16.84886901038092,37.526098143125175]","[0.01431159632878114,0.05935116472013827,0.026648120893050405]","[6.102396553598413e-10,2.48193497386878e-08,3.4522311929282803e-07]",,,,717411.1070643543,66.8949936444751,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.14201896370664036,0.14201896370664036,2,data_only_efim_tau_crb,0.10878838928038245,0.0001437973795278832,0.0001437973795278832,True,0.14216276108616824,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
fig1_fig2,adaptive_jones_vp_proposed_old_gated,-5.0,8,641399591,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00040086724614906875,0.0006177944063626284,0.6488683646542611,False,1.1814702363464592e-05,0.7133714799124954,0.00040086724614906875,1.1814702363464592e-05,0.7133714799124954,nan,nan,nan,False,not_run,not_requested,"[32.888163267207595,7.12590051704668,6.900602435796621]","[0.030406076248234888,0.1403331407168343,0.14491488377965903]","[1.843872869332925e-08,1.1869969756241731e-09,3.6455830480968135e-07]",,,,2701028.6786071435,78.29421157835421,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",False,1.0,nan,nan,,,nan,nan,nan,False,nan,,,False,,nan,nan,,,nan,nan,nan,False,nan,,,,False,nan,nan
fig1_fig2,adaptive_jones_vp_proposed_ngc,-5.0,8,641399591,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.00040086724614906875,0.0006177944063626284,0.6488683646542611,False,1.1814702363464592e-05,0.7133714799124954,0.00040086724614906875,1.1814702363464592e-05,0.7133714799124954,nan,nan,nan,False,not_run,not_requested,"[32.888163267207595,7.12590051704668,6.900602435796621]","[0.030406076248234888,0.1403331407168343,0.14491488377965903]","[1.843872869332925e-08,1.1869969756241731e-09,3.6455830480968135e-07]",,,,2701028.6786071435,78.29421157835421,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.12828084947581483,0.12828084947581483,2,data_only_efim_tau_crb,0.10339279853863728,6.171459927440913e-05,6.171459927440913e-05,True,0.12834256407508923,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274
