variant,snr_db,n,mean_error_over_peb,median_error_over_peb,p90_error_over_peb,max_error_over_peb,outlier_count_5peb,outlier_rate_5peb,direct_vp_count,ris_only_stage2_then_vp_count,direct_vp_rollback_count,jnpp_decision_count,gof_fail_count
free_jones_vp,-5.0,6,21.718729849632695,21.28906377536284,41.929642373517495,43.47951476642258,3,0.5,6,0,0,2,2
free_jones_vp,0.0,6,18.437081345095233,7.9295809492892,45.752466036009196,69.78686949426925,3,0.5,6,0,0,2,2
free_jones_vp_force_rescue,-5.0,6,8.447834555440949,2.241929863429481,21.45674348830515,40.37976998061241,1,0.16666666666666666,0,2,4,6,2
free_jones_vp_force_rescue,0.0,6,3.5600178574638797,1.9702372877171581,7.9295809492892,13.068571854148662,1,0.16666666666666666,0,2,4,6,2
free_jones_vp_gated_rescue,-5.0,6,8.447834555440949,2.241929863429481,21.45674348830515,40.37976998061241,1,0.16666666666666666,4,2,0,2,2
free_jones_vp_gated_rescue,0.0,6,3.5600178574638797,1.9702372877171581,7.9295809492892,13.068571854148662,1,0.16666666666666666,4,2,0,2,2
