figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason
fig1_fig2,free_jones_vp_gated_rescue,-5.0,3,3422926171,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0010871579094294404,0.0006147117865929366,1.7685652579643127,False,5.764881464264617e-05,0.8795843503701042,0.0010871579094294404,5.764881464264617e-05,0.8795843503701042,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_force_rescue,-5.0,3,3422926171,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,"[""poor_clock_consistency""]",True,0.0010871579094294404,0.0006147117865929366,1.7685652579643127,False,5.764881464264617e-05,0.8795843503701042,0.0010871579094294404,5.764881464264617e-05,0.8795843503701042,0.0026527926249602855,5.1806993132027806e-05,0.8795752050467445,True,rollback,existing_selector_rollback
fig1_fig2,free_jones_vp,-5.0,4,287230138,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0014298778327011788,0.0005643399933614237,2.533716995997896,False,5.6062819785609865e-05,1.5631866729069863,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,-5.0,4,287230138,full_6d,3,3,3,direct_vp,direct_vp,"[""poor_clock_consistency""]",True,0.0014298778327011788,0.0005643399933614237,2.533716995997896,False,5.6062819785609865e-05,1.5631866729069863,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_force_rescue,-5.0,4,287230138,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,"[""poor_clock_consistency""]",True,0.0014298778327011788,0.0005643399933614237,2.533716995997896,False,5.6062819785609865e-05,1.5631866729069863,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,0.0014143579370349236,1.8195439591326635e-05,1.5631451658205466,True,rollback,existing_selector_rollback
fig1_fig2,free_jones_vp,-5.0,5,2290547997,full_6d,3,3,3,direct_vp,jnpp_then_vp,[],False,0.029665019517037504,0.0006822757723125871,43.47951476642258,True,0.009141528219855014,0.8650385156800184,0.029665019517037504,0.009141528219855014,0.8650385156800184,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,-5.0,5,2290547997,full_6d,3,3,3,ris_only_stage2_then_vp,jnpp_then_vp,[],False,0.0010378065191548479,0.0006822757723125871,1.521095371212116,False,1.6879292916006933e-05,0.8625768485168186,0.029665019517037504,0.009141528219855014,0.8650385156800184,0.0010378065191548479,1.6879292916006933e-05,0.8625768485168186,True,accepted,accepted
fig1_fig2,free_jones_vp_force_rescue,-5.0,5,2290547997,full_6d,3,3,3,ris_only_stage2_then_vp,jnpp_then_vp,[],False,0.0010378065191548479,0.0006822757723125871,1.521095371212116,False,1.6879292916006933e-05,0.8625768485168186,0.029665019517037504,0.009141528219855014,0.8650385156800184,0.0010378065191548479,1.6879292916006933e-05,0.8625768485168186,True,accepted,accepted
fig1_fig2,free_jones_vp,0.0,0,3147786918,full_6d,3,3,3,direct_vp,jnpp_then_vp,[],False,0.024922375343859826,0.0003571212682911131,69.78686949426925,True,0.0021351305917354673,0.39713557219610485,0.024922375343859826,0.0021351305917354673,0.39713557219610485,nan,nan,nan,False,not_run,not_requested
fig1_fig2,free_jones_vp_gated_rescue,0.0,0,3147786918,full_6d,3,3,3,ris_only_stage2_then_vp,jnpp_then_vp,[],False,0.00027213694036224627,0.0003571212682911131,0.7620294967714146,False,4.83796800608287e-06,0.39631226658976376,0.024922375343859826,0.0021351305917354673,0.39713557219610485,0.00027213694036224627,4.83796800608287e-06,0.39631226658976376,True,accepted,accepted
