figure,variant,trial_id,seed,snr_db,x_name,x_value,K,paper_k,effective_K,num_ris_paths,receiver_mode,config_seed,nested_receiver_noise_convention,reference_receiver_mode,reference_sigma2,nested_base_y_noisy_hash,failed,error,runtime_s,position_rmse_m,position_error_m,y_nmse,range_rmse_m,tau_rmse_s,raw_objective_final,outlier_flag,selected_branch,final_refinement_method,final_runner_name,used_main_single_proposed_path,variant_config_hash,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,jones_mode,adaptive_enabled,adaptive_policy_name,selected_vp_family_branch,lambda_path_min,lambda_path_max,lambda_path_mean,lambda_clipped_fraction,used_stage1_regularizer,linear_nuisance_dim,nonlinear_dim,fixed_pol_score,jones_score,lambda_jones_per_path,snr_eff_per_path,jones_leakage_per_path,reliability_decision,trigger_reasons,gof_stat,gof_dof,gof_pass,data_only_scaled_efim_lambda_min,data_only_scaled_efim_condition_number,stage1_assignment_margin,stage1_selected_clock_std_ns,delta_t_k_ns,stage1_runtime_s,global_vp_runtime_s,total_runtime_s,peb_position_m,peb_scalar_m,peb_dual_m,peb_evs_m,efim_unscaled_cache_hit,efim_unscaled_cache_key,efim_sigma2,efim_reuse_mode,peb_backend,rss_mb_before,rss_mb_after,rss_mb_delta,warning,debug_main_position_error_m,debug_main_y_nmse,debug_main_raw_objective,debug_main_global_vp_mode,debug_main_adaptive_enabled,debug_config_diff_summary,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason
fig2,free_jones_vp_force_rescue,2,3251202663,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3251202663,,,nan,,False,,137.1952702129929,0.0013081843454129823,0.0013081843454129823,6.173630301095708e-05,0.0010360457100826671,4.848156054613176e-13,0.7226040036789408,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,326e56d29650d186,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[1.8005166966721718e-06,4.324188633193175e-06,5.233250556460269e-05]",jnpp_then_vp,[],3093891.5181391584,3096560,True,2667212.3203008296,73.95390050554188,12.222577435215719,0.0867148950533317,"[4.843336308734784,5.019092099126456,5.034510163272434]",18.6243859410024,32.670814687997336,51.6619877560006,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0013081843454129823,6.173630301095708e-05,0.7226040036789408,0.0022882279700411003,4.088667212913404e-05,0.7226024786962223,True,rollback,existing_selector_rollback
fig2,PEB,2,3251202663,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3251202663,,,nan,,False,,1.3943005639885087,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,4e34b885e21d0568,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.000621051741220555,nan,nan,0.000621051741220555,False,8987930e90af29d022988cd1458542371c71a26f04123b06ffb10e357efad045,0.7232309866643089,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,
fig2,free_jones_vp,3,3422926171,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,22.608636101998854,0.0010871579094294404,0.0010871579094294404,5.764881464264617e-05,0.0008631505780307651,2.443996053551284e-12,0.8795843503701042,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,1985b165b00e4f35,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[3.481986935494526e-05,1.5783657661262461e-06,4.404564482287525e-06]",direct_vp,"[""poor_clock_consistency""]",3097537.559593045,3096560,True,2710397.811508374,79.33764435318284,9.10669275584801,0.12097259812745595,"[4.881569325422579,4.8762380069529625,5.135483761912698]",18.537729561998276,21.00243511098961,39.87827954899694,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0010871579094294404,5.764881464264617e-05,0.8795843503701042,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_gated_rescue,3,3422926171,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,23.06940358800057,0.0010871579094294404,0.0010871579094294404,5.764881464264617e-05,0.0008631505780307651,2.443996053551284e-12,0.8795843503701042,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,1985b165b00e4f35,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[3.481986935494526e-05,1.5783657661262461e-06,4.404564482287525e-06]",direct_vp,"[""poor_clock_consistency""]",3097537.559593045,3096560,True,2710397.811508374,79.33764435318284,9.10669275584801,0.12097259812745595,"[4.881569325422579,4.8762380069529625,5.135483761912698]",18.537729561998276,21.442445168999257,40.31828960700659,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0010871579094294404,5.764881464264617e-05,0.8795843503701042,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_force_rescue,3,3422926171,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,49.53167470000335,0.0010871579094294404,0.0010871579094294404,5.764881464264617e-05,0.0008631505780307651,2.443996053551284e-12,0.8795843503701042,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,36fc0ac31668bb5f,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[3.481986935494526e-05,1.5783657661262461e-06,4.404564482287525e-06]",jnpp_then_vp,"[""poor_clock_consistency""]",3097537.559593045,3096560,True,2710397.811508374,79.33764435318284,9.10669275584801,0.12097259812745595,"[4.881569325422579,4.8762380069529625,5.135483761912698]",18.537729561998276,21.26981231798709,40.14565675599442,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0010871579094294404,5.764881464264617e-05,0.8795843503701042,0.0026527926249602855,5.1806993132027806e-05,0.8795752050467445,True,rollback,existing_selector_rollback
fig2,PEB,3,3422926171,-5.0,snr_db,-5.0,3,3,3,3,full_6d,3422926171,,,nan,,False,,1.3822489360027248,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,2cf724d492777f60,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0006147117865929366,nan,nan,0.0006147117865929366,False,46cd992e29b4ed53a81086c84bc1f4ac1f18d574a113993f628fc89e5c6f52c7,0.8793113035534897,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,
fig2,free_jones_vp,4,287230138,-5.0,snr_db,-5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,21.364841242990224,0.0014298778327011788,0.0014298778327011788,5.6062819785609865e-05,0.0012511697840149926,7.951126005263394e-13,1.5631866729069863,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,1b18a35984c0e015,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.201562789934982e-05,1.0989090309773252e-06,3.4988187349362706e-05]",direct_vp,"[""poor_clock_consistency""]",3096355.4676463087,3096560,True,2914061.3298018887,76.0908641472897,7.760559543388096,0.10951426291017455,"[4.7821330147461145,4.959851240573842,5.045010391557474]",19.344465341011528,19.708881564991316,39.3980243900005,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_gated_rescue,4,287230138,-5.0,snr_db,-5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,21.38139951499761,0.0014298778327011788,0.0014298778327011788,5.6062819785609865e-05,0.0012511697840149926,7.951126005263394e-13,1.5631866729069863,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,1b18a35984c0e015,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.201562789934982e-05,1.0989090309773252e-06,3.4988187349362706e-05]",direct_vp,"[""poor_clock_consistency""]",3096355.4676463087,3096560,True,2914061.3298018887,76.0908641472897,7.760559543388096,0.10951426291017455,"[4.7821330147461145,4.959851240573842,5.045010391557474]",19.344465341011528,19.897019355994416,39.5861621810036,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_force_rescue,4,287230138,-5.0,snr_db,-5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,62.16408085600415,0.0014298778327011788,0.0014298778327011788,5.6062819785609865e-05,0.0012511697840149926,7.951126005263394e-13,1.5631866729069863,False,direct_vp_rollback,global_exact_spherical_vp,proposed_post_stage1,False,b77e3e2eb5640546,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.201562789934982e-05,1.0989090309773252e-06,3.4988187349362706e-05]",jnpp_then_vp,"[""poor_clock_consistency""]",3096355.4676463087,3096560,True,2914061.3298018887,76.0908641472897,7.760559543388096,0.10951426291017455,"[4.7821330147461145,4.959851240573842,5.045010391557474]",19.344465341011528,19.885309139004676,39.57445196401386,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.0014298778327011788,5.6062819785609865e-05,1.5631866729069863,0.0014143579370349236,1.8195439591326635e-05,1.5631451658205466,True,rollback,existing_selector_rollback
fig2,PEB,4,287230138,-5.0,snr_db,-5.0,3,3,3,3,full_6d,287230138,,,nan,,False,,1.3867950129933888,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,5cb276173b765e39,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0005643399933614237,nan,nan,0.0005643399933614237,False,5e2bbcb0020ceb055cecd7713a3c0bd2d6345de855a642d5a5df4231b5553da9,1.5632980080685457,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,
fig2,free_jones_vp,5,2290547997,-5.0,snr_db,-5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,336.7682438470074,0.029665019517037504,0.029665019517037504,0.009141528219855014,0.009817447856015005,2.3560657177079397e-12,0.8650385156800184,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,4617285557c89c55,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[9.774803288362846e-05,2.9330392419496112e-08,2.290671032785759e-05]",jnpp_then_vp,[],3102803.044782494,3096560,False,2505420.328117342,67.26356425359282,10.368927102209787,0.056115318459548036,"[4.979592740516133,5.047070635049977,5.117039115955457]",18.61469680001028,307.78669875400374,326.7502069890179,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.029665019517037504,0.009141528219855014,0.8650385156800184,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_gated_rescue,5,2290547997,-5.0,snr_db,-5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,350.44830523799465,0.0010378065191548479,0.0010378065191548479,1.6879292916006933e-05,9.591841342240941e-05,1.4844730730049522e-12,0.8625768485168186,False,ris_only_stage2_then_vp,global_exact_spherical_vp,proposed_post_stage1,False,4617285557c89c55,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[8.891492039665776e-05,6.636309698468238e-08,2.5357498300387465e-05]",jnpp_then_vp,[],3102803.044782494,3096560,False,2505420.328117342,67.26356425359282,10.368927102209787,0.056115318459548036,"[4.979592740516133,5.047070635049977,5.117039115955457]",18.61469680001028,11.594383302988717,32.41112348700699,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.029665019517037504,0.009141528219855014,0.8650385156800184,0.0010378065191548479,1.6879292916006933e-05,0.8625768485168186,True,accepted,accepted
fig2,free_jones_vp_force_rescue,5,2290547997,-5.0,snr_db,-5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,348.44430435300455,0.0010378065191548479,0.0010378065191548479,1.6879292916006933e-05,9.591841342240941e-05,1.4844730730049522e-12,0.8625768485168186,False,ris_only_stage2_then_vp,global_exact_spherical_vp,proposed_post_stage1,False,d85a815505e3252e,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[8.891492039665776e-05,6.636309698468238e-08,2.5357498300387465e-05]",jnpp_then_vp,[],3102803.044782494,3096560,False,2505420.328117342,67.26356425359282,10.368927102209787,0.056115318459548036,"[4.979592740516133,5.047070635049977,5.117039115955457]",18.61469680001028,11.572999108000658,32.45612104801694,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.029665019517037504,0.009141528219855014,0.8650385156800184,0.0010378065191548479,1.6879292916006933e-05,0.8625768485168186,True,accepted,accepted
fig2,PEB,5,2290547997,-5.0,snr_db,-5.0,3,3,3,3,full_6d,2290547997,,,nan,,False,,1.5034622570092324,nan,nan,nan,nan,nan,nan,False,,,peb_only,False,53e2e945c682c3fc,,,,,,,adaptive_jones,True,fixed_anchor_then_adaptive_jones_score_selection,,nan,nan,nan,nan,True,,,nan,nan,,,,,[],nan,,,nan,nan,nan,nan,,nan,nan,nan,0.0006822757723125871,nan,nan,0.0006822757723125871,False,67bda20771f0d568ecce0f5655027c82d34411909a85bc35ee765accf01ed33e,0.8633024616998022,computed_unscaled,cpu,nan,nan,nan,,,,,,,,nan,nan,nan,nan,nan,nan,False,,
fig2,free_jones_vp,0,3147786918,0.0,snr_db,0.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,475.98259448600584,0.024922375343859826,0.024922375343859826,0.0021351305917354673,0.005466304305978075,3.930803285015235e-12,0.39713557219610485,False,direct_vp,global_exact_spherical_vp,proposed_post_stage1,False,e5713a80b3fa1249,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[2.6947052082550557e-06,7.241458472918392e-07,6.765460282924151e-06]",jnpp_then_vp,[],3101908.040746005,3096560,False,8784015.613537965,65.53508341994397,17.590422289122607,0.024728192784879918,"[5.003057421038621,4.942549780190982,4.970396344476029]",18.901341809003497,435.6984848919965,454.9444903169933,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.024922375343859826,0.0021351305917354673,0.39713557219610485,nan,nan,nan,False,not_run,not_requested
fig2,free_jones_vp_gated_rescue,0,3147786918,0.0,snr_db,0.0,3,3,3,3,full_6d,3147786918,,,nan,,False,,542.7263279920007,0.00027213694036224627,0.00027213694036224627,4.83796800608287e-06,0.00012149900917548422,2.897578043687978e-13,0.39631226658976376,False,ris_only_stage2_then_vp,global_exact_spherical_vp,proposed_post_stage1,False,e5713a80b3fa1249,jones_free,cpu,False,,numpy,numpy.linalg.solve,jones_free,False,,,0.0,0.0,0.0,0.0,True,6,4,nan,nan,"[0.0,0.0,0.0]",,"[4.66117110779137e-06,6.598416027742098e-07,8.008205429805042e-06]",jnpp_then_vp,[],3101908.040746005,3096560,False,8784015.613537965,65.53508341994397,17.590422289122607,0.024728192784879918,"[5.003057421038621,4.942549780190982,4.970396344476029]",18.901341809003497,15.737882999994326,37.695753806998255,nan,nan,nan,nan,False,,nan,,,nan,nan,nan,,,,,,,,0.024922375343859826,0.0021351305917354673,0.39713557219610485,0.00027213694036224627,4.83796800608287e-06,0.39631226658976376,True,accepted,accepted
