trial_id,seed,snr_db,K,failed,error,runtime_s,p_true_x,p_true_y,p_true_z,p_hat_x,p_hat_y,p_hat_z,err_x_m,err_y_m,err_z_m,position_error_m,delta_t_true_s,delta_t_hat_s,delta_t_error_s,clock_error_ns,clock_range_error_m,y_nmse,raw_objective_final,residual_norm,noise_variance,stage1_position_error_m,stage2_position_error_m,final_position_error_m,selected_branch,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_num_objective_calls,global_vp_cpu_gpu_objective_rel_diff,global_vp_cpu_gpu_gradient_rel_diff,global_vp_cpu_gpu_xhat_rel_diff,jones_mode,adaptive_enabled,boundary_hit,boundary_hit_axis,distance_to_position_box_boundary_m,z_rescue_triggered,z_rescue_num_starts,z_rescue_best_z,z_rescue_selected_reason,direct_boundary_hit,rescue_boundary_hit,branch_score_margin,boundary_selection_rule_used,warning
0,821394406,-10.0,3,False,,128.66422384699945,1.25,0.55,0.75,1.2515770721872623,0.548117723658675,1.4499999996728832,0.0015770721872623295,-0.0018822763413250954,0.6999999996728832,0.7000043068888544,5e-09,5.0092850569955395e-09,9.285056995539387e-12,0.009285056995539387,0.002783590059362848,0.0820457521382153,2.6377672793300344,2020.896688447814,2.6132341353004565,0.45676745576548256,0.45676745576548256,0.7000043068888544,direct_vp_rollback,adaptive_jones,cpu,False,0,nan,nan,nan,fixed_pol_anchor,True,True,z,3.271167781093709e-10,False,0,1.4499999996728832,disabled,False,False,0.0663726083176468,False,
