figure,variant,x_value,metric,mean,median,std,p10,p90,success_rate,outlier_rate,n
fig1,PEB,-30.0,position_rmse_m,nan,nan,nan,nan,nan,1.0,0.0,1
fig1,adaptive_jones_vp_proposed,-30.0,position_rmse_m,0.6186588316038965,0.6186588316038965,0.0,0.6186588316038965,0.6186588316038965,1.0,1.0,1
fig1,fixed_pol_vp,-30.0,position_rmse_m,0.6186588316038965,0.6186588316038965,0.0,0.6186588316038965,0.6186588316038965,1.0,1.0,1
fig1,free_jones_vp,-30.0,position_rmse_m,0.606752805366397,0.606752805366397,0.0,0.606752805366397,0.606752805366397,1.0,1.0,1
fig1,regularized_jones_vp,-30.0,position_rmse_m,0.6066108591122892,0.6066108591122892,0.0,0.6066108591122892,0.6066108591122892,1.0,1.0,1
fig1,stage1_only,-30.0,position_rmse_m,0.6046386527810583,0.6046386527810583,0.0,0.6046386527810583,0.6046386527810583,1.0,1.0,1
