suite,x_name,x_value,variant,variant_label,n,n_failed,n_success,success_rate,failure_rate,position_rmse_m,position_mean_error_m,position_conditional_rmse_m,position_median_m,position_p90_m,position_p95_m,peb_position_m_mean,peb_position_m_rms,clock_rmse_ns,clock_median_ns,clock_p90_ns,clock_p95_ns,channel_nmse_mean,channel_nmse_median,channel_nmse_p90,channel_nmse_p95,conditional_outlier_rate,outlier_rate,catastrophic_rate,outlier_ci_low,outlier_ci_high,outlier_ci_method,runtime_mean_s,runtime_median_s,runtime_p95_s,peak_rss_median_mb,peak_rss_max_mb,stage1_runtime_median_s,mksc_projection_runtime_median_s,common_geometry_runtime_median_s,anchor_refresh_runtime_median_s,stage3_runtime_median_s,clock_certificate_rate,clock_certificate_gap_p95,stage1_basin_acquisition_rate,stage1_delay_rmse_ns_median,stage1_delay_rmse_ns_p95,common_geometry_hessian_min_eig_median
subspace_mismatch,bs_sensor_position_std_mm,0.0,proposed,MKSC-GI-balanced + CCOP-JVP,150,0,150,1.0,0.0,0.04922193441729044,0.0050266426129280915,0.0011788169233101818,0.000913096610259907,0.0018940756449929226,0.002138311953121665,nan,nan,0.0031157229884894544,0.0021268801785961832,0.00501381886485308,0.006071225380984268,9.365397123425397e-05,5.149615428744528e-05,7.319896127180016e-05,8.238712760766765e-05,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.00016877114310994754,0.03658316774058025,Clopper-Pearson exact,18.970759440039593,18.733435542788357,26.291366064315657,nan,nan,18.037792108953,0.8218502532690763,1.7989989700727165,0.16378288203850389,0.6481922045350075,1.0,4.058577662071815e-10,0.9866666666666667,0.06671899495357411,0.33414295432191965,9.184765255703295
subspace_mismatch,bs_sensor_position_std_mm,0.0,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,150,0,150,1.0,0.0,0.22487168244085287,0.04609170511548759,0.001179509409996045,0.000918662435745671,0.002089374903081848,0.0025986814091043735,nan,nan,0.49007177422843307,0.0021521249290555036,0.0054415991313426755,0.007163100539956402,0.02358816657533918,5.219488206172743e-05,8.228292437257059e-05,0.00118478103626016,0.04666666666666667,0.04666666666666667,0.04666666666666667,0.018965569634577503,0.0937858649877965,Clopper-Pearson exact,18.63239082047716,18.44839875586331,25.565931822685524,nan,nan,17.63680940400809,0.0,1.8257348760962486,0.16148955142125487,0.6646179221570492,1.0,4.0266045923773437e-10,0.94,0.14424486652950064,22.616202604290073,9.047283658239538
subspace_mismatch,bs_sensor_position_std_mm,0.05,proposed,MKSC-GI-balanced + CCOP-JVP,150,0,150,1.0,0.0,0.057166814095767106,0.005675788236865006,0.0011771349913459975,0.0009120563394269495,0.001956662119067814,0.0020792697561160503,nan,nan,0.0032421083133599158,0.002217984642903687,0.005041396892008564,0.006375633264298737,0.0038589249416194705,0.0036657832250320587,0.0056288453817190985,0.006349438102770517,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.00016877114310994754,0.03658316774058025,Clopper-Pearson exact,19.499759694443394,20.371387631166726,26.08049627384171,nan,nan,19.657434520777315,0.8256279374472797,1.914770652540028,0.17263599205762148,0.6777855702675879,1.0,5.091554728683606e-10,0.9866666666666667,0.06677496696682339,0.33090465554270426,9.18988041104397
subspace_mismatch,bs_sensor_position_std_mm,0.05,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,150,0,150,1.0,0.0,0.22361078966368425,0.036258357416762935,0.001180780501066634,0.000923748246136411,0.0019930851529973777,0.0023308696840806335,nan,nan,0.4712907818424081,0.002289927238351954,0.0055189609216303665,0.0071215530622234435,0.02466678726835633,0.003694531321280708,0.0059178532669650966,0.006922619009513122,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.007312546398008252,0.06686787667748939,Clopper-Pearson exact,19.081927649800978,20.179484483320266,26.048203340731558,nan,nan,19.37314756726846,0.0,2.037478477228433,0.17879631370306015,0.708841934800148,1.0,5.096224385467137e-10,0.96,0.14169835777627854,22.60491258162324,9.091187514067974
subspace_mismatch,bs_sensor_position_std_mm,0.1,proposed,MKSC-GI-balanced + CCOP-JVP,150,0,150,1.0,0.0,0.1089797542671124,0.012958356031512902,0.001176758707173957,0.0009263166656730036,0.0019482002588210197,0.002128768808545101,nan,nan,0.267376367323324,0.0023306368385763816,0.005505073085288056,0.006592784570772889,0.021476431960936668,0.014445372836139468,0.02218994416227633,0.025045272174147395,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.0016188270298397504,0.04733301949633556,Clopper-Pearson exact,19.597604923273128,20.525906967930496,26.29474903917871,nan,nan,19.883052960503846,0.823982160538435,1.78703060047701,0.16807318245992064,0.6671392228454351,1.0,5.100663510607513e-10,0.9866666666666667,0.0671910941969307,0.3305596264629848,9.195111669377775
subspace_mismatch,bs_sensor_position_std_mm,0.1,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,150,0,150,1.0,0.0,0.21077610219445814,0.034732357659793635,0.0011821370591832312,0.0009483574403304162,0.0020023743105077236,0.0023762055194440934,nan,nan,0.48521034507317723,0.002509746559478052,0.006020069355703279,0.007516975335846139,0.03048604851671329,0.014708064132758675,0.024351458572841177,0.0287779347088971,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.01091018646891129,0.07607232253734687,Clopper-Pearson exact,19.073193148219335,19.942350374534726,25.58529835026711,nan,nan,19.16975510492921,0.0,1.9132334422320127,0.17051971796900034,0.7075287634506822,1.0,5.095951371639251e-10,0.9533333333333334,0.14102443255470615,22.59308972487707,9.093996504557108
subspace_mismatch,bs_sensor_position_std_mm,0.2,proposed,MKSC-GI-balanced + CCOP-JVP,150,0,150,1.0,0.0,0.08494306507507271,0.008003982906208481,0.0012529440597315337,0.001007106276568483,0.0019811893628780683,0.002285522990258179,nan,nan,0.10635466522466853,0.00246082563266192,0.006198280078301029,0.0071948036341753455,0.06396703498932822,0.05639777951685915,0.08615101172132239,0.09637689482405189,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.00016877114310994754,0.03658316774058025,Clopper-Pearson exact,19.16083343803262,19.540516081266105,25.66724279569462,nan,nan,19.087789445649832,0.8001421275548637,1.7725815107114613,0.16050655581057072,0.6337081519886851,1.0,4.876851797177102e-10,0.9933333333333333,0.06802391863724841,0.33168077923348754,9.166137468201887
subspace_mismatch,bs_sensor_position_std_mm,0.2,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,150,0,150,1.0,0.0,0.22088926925095761,0.04044355114809335,0.0012690658318548719,0.0010378579900556769,0.002132389356178181,0.0027684815797944322,nan,nan,0.5722526619408924,0.002528185480161462,0.006637426756711399,0.008603879412684833,0.08944855519062987,0.0574261415379463,0.09375854248840709,0.12320481476209438,0.04,0.04,0.04,0.014818521114898016,0.08502781471819877,Clopper-Pearson exact,18.775941942433516,19.06252425117418,25.567633127607397,nan,nan,18.377272114157677,0.0,1.7806024425663054,0.1620037709362805,0.6437871311791241,1.0,5.022093499440138e-10,0.9466666666666667,0.14196248755614854,23.291051919100195,9.037764417525466
subspace_mismatch,bs_sensor_position_std_mm,0.5,proposed,MKSC-GI-balanced + CCOP-JVP,150,0,150,1.0,0.0,0.14148822692389876,0.02205278463561635,0.0018474505473507507,0.0013342950845632248,0.003281422129960664,0.004005269123529342,nan,nan,0.2531681642363943,0.003423646203353795,0.009594447470293517,0.013178194448071438,0.32177331584485613,0.30396637555965655,0.4435115766386889,0.5037682436785327,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.007312546398008252,0.06686787667748939,Clopper-Pearson exact,19.37332553089286,20.53425080468878,27.260002771392454,nan,nan,19.821110556367785,0.7933324882760644,1.828979994636029,0.17121312953531742,0.6467391573823988,1.0,5.159385769879027e-10,0.9733333333333334,0.08385085866835734,0.7144638657943976,9.185036232373205
subspace_mismatch,bs_sensor_position_std_mm,0.5,raw_delay_gi_ccop,Raw-delay Stage-I + common GI + refresh + CCOP-JVP,150,0,150,1.0,0.0,0.23617638227642118,0.04063035796052721,0.0018568505274262391,0.001347744065675966,0.003343824285356945,0.004187660013023242,nan,nan,0.6289312142111146,0.0034216843328870395,0.010306267307323482,0.014441848997228873,0.3254989516846693,0.30633343118083445,0.45179078592806715,0.5037682421154868,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.01091018646891129,0.07607232253734687,Clopper-Pearson exact,19.20193527256449,20.412255364470184,26.561255900654935,nan,nan,19.660857720300555,0.0,1.9493701653555036,0.17545105377212167,0.6991971977986395,1.0,5.448801555748478e-10,0.9533333333333334,0.149277674576682,23.1848319297406,9.116941088701392
