trial_id,seed,snr_db,K,failed,error,runtime_s,p_true_x,p_true_y,p_true_z,p_hat_x,p_hat_y,p_hat_z,err_x_m,err_y_m,err_z_m,position_error_m,delta_t_true_s,delta_t_hat_s,delta_t_error_s,clock_error_ns,clock_range_error_m,y_nmse,raw_objective_final,residual_norm,noise_variance,stage1_position_error_m,stage2_position_error_m,final_position_error_m,selected_branch,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_num_objective_calls,global_vp_cpu_gpu_objective_rel_diff,global_vp_cpu_gpu_gradient_rel_diff,global_vp_cpu_gpu_xhat_rel_diff,jones_mode,adaptive_enabled,boundary_hit,boundary_hit_axis,distance_to_position_box_boundary_m,z_rescue_triggered,z_rescue_num_starts,z_rescue_best_z,z_rescue_selected_reason,direct_boundary_hit,rescue_boundary_hit,branch_score_margin,boundary_selection_rule_used,warning
0,821394406,-10.0,3,False,,221.50772487700033,1.25,0.55,0.75,1.2501985810461556,0.5499399513784173,0.7509258129328253,0.00019858104615555483,-6.004862158270896e-05,0.0009258129328253428,0.0009487728155005711,5e-09,4.995221366670584e-09,-4.778633329415982e-12,0.0047786333294159815,0.001432598231706341,5.948774882874374e-05,2.6161657513251315,2012.6047895172273,2.6132341353004565,0.45676745576548256,0.4612345963610446,0.0009487728155005711,ris_only_stage2_then_vp,adaptive_jones,cpu,False,0,nan,nan,nan,fixed_pol_anchor,True,False,[],0.40092581293282537,False,0,0.7509258129328253,not_triggered,False,False,-0.021601528004902892,False,
