figure,baseline,x_name,x_value,n,success_rate,plot_metric,rmse_m,median_m,p90_m,p95_m,runtime_s_mean
fig10a,peb,T,64.0,1,1.0,peb_position_m,0.0022157025356892464,0.0022157025356892464,0.0022157025356892464,0.0022157025356892464,0.4486115530000916
fig10a,proposed,T,64.0,1,1.0,position_rmse_m,0.0009853888096893568,0.0009853888096893568,0.0009853888096893568,0.0009853888096893568,34.255031272999986
