trial_id,seed,snr_db,panel_index,assigned_panel_index,panel_match_correct,local_fix_valid,local_fix_reject_reason,local_fix_x_m,local_fix_y_m,local_fix_z_m,true_x_m,true_y_m,true_z_m,local_error_x_m,local_error_y_m,local_error_z_m,local_error_norm_m,range_hat_m,theta_hat_rad,phi_hat_rad,projection_residual_before,projection_residual_after,assignment_margin,local_weight_source,local_weight_scalar,local_fix_source_stage,common_refinement_impl,stage1_local_fix_x_m,stage1_local_fix_y_m,stage1_local_fix_z_m,refined_local_fix_x_m,refined_local_fix_y_m,refined_local_fix_z_m
0,821394406,-10.0,0,1,,True,,1.25079285041272,0.5494802786744954,1.3475209187158599,1.25,0.55,0.75,0.0007928504127199254,-0.0005197213255045963,0.5975209187158599,0.5975216707577042,4.043016610288689,0.07365542423104253,2.391228022958091,0.10413890730175224,0.10413890730175224,1.6851330969170872,uniform_fallback,1.0,refined,local_ris_projection,1.257009231596796,0.5433891707740774,1.3464882306419999,1.25079285041272,0.5494802786744954,1.3475209187158599
0,821394406,-10.0,1,0,,True,,1.409046552363305,0.6142666731872166,1.5153836576202535,1.25,0.55,0.75,0.1590465523633049,0.06426667318721657,0.7653836576202535,0.7843711841044159,3.9955032334212093,0.09157666464089646,-2.7589039207357344,0.5336080335484146,0.5336080335484146,1.6851330969170872,uniform_fallback,1.0,refined,local_ris_projection,1.364898901852635,0.5964773653543318,1.5135771763240584,1.409046552363305,0.6142666731872166,1.5153836576202535
0,821394406,-10.0,2,2,,True,,1.2924458062448023,0.5436675389571315,0.7547285785626829,1.25,0.55,0.75,0.04244580624480232,-0.0063324610428685535,0.004728578562682939,0.04317529369737063,3.583825413707805,-0.13864001047303412,2.9878172892277655,0.18216934193834397,0.18216934193834397,1.6851330969170872,uniform_fallback,1.0,refined,local_ris_projection,1.2661076575033339,0.5477990596541079,0.7527484182354176,1.2924458062448023,0.5436675389571315,0.7547285785626829
