trial_id,seed,snr_db,K,failed,error,runtime_s,p_true_x,p_true_y,p_true_z,p_hat_x,p_hat_y,p_hat_z,err_x_m,err_y_m,err_z_m,position_error_m,delta_t_true_s,delta_t_hat_s,delta_t_error_s,clock_error_ns,clock_range_error_m,y_nmse,raw_objective_final,residual_norm,noise_variance,stage1_position_error_m,stage2_position_error_m,final_position_error_m,selected_branch,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_num_objective_calls,global_vp_cpu_gpu_objective_rel_diff,global_vp_cpu_gpu_gradient_rel_diff,global_vp_cpu_gpu_xhat_rel_diff,jones_mode,adaptive_enabled,boundary_hit,boundary_hit_axis,distance_to_position_box_boundary_m,z_rescue_triggered,z_rescue_num_starts,z_rescue_best_z,z_rescue_selected_reason,direct_boundary_hit,rescue_boundary_hit,branch_score_margin,boundary_selection_rule_used,warning
0,821394406,-10.0,3,False,,252.94953646400063,1.25,0.55,0.75,1.250198612584135,0.5499398997166629,0.7509256957858785,0.00019861258413489402,-6.0100283337138904e-05,0.0009256957858785331,0.0009486683775836632,5e-09,4.9952213834179616e-09,-4.77861658203854e-12,0.00477861658203854,0.0014325932109688925,5.94786531227516e-05,2.6161657513247802,2012.604789517092,2.6132341353004565,0.45676745576548256,0.4612345963610446,0.0009486683775836632,ris_only_stage2_then_vp,adaptive_jones,cpu,False,0,nan,nan,nan,fixed_pol_anchor,True,False,[],0.40092569578587856,False,0,0.7509256957858785,not_triggered,False,False,-0.021601528005254167,False,
