trial_id,seed,snr_db,true_k,stage2_rescue_impl,ngc_direct_status,ngc_direct_score,rescue_triggered,stage2_force_run_for_diagnostics,rescue_available,pllg_success,pllg_failure_reason,legacy_fallback_used,legacy_fallback_reason,num_valid_local_fixes,local_weight_source,delay_variance_source,pllg_rank,pllg_condition_number,pllg_reweight_steps,pllg_linear_x_m,pllg_linear_y_m,pllg_linear_z_m,pllg_linear_s_m,pllg_linear_clock_s,pllg_projected_x_m,pllg_projected_y_m,pllg_projected_z_m,pllg_projection_distance_m,pllg_phi_before_polish,pllg_phi_after_polish,pllg_polish_success,pllg_linear_runtime_s,pllg_polish_runtime_s,legacy_fallback_runtime_s,stage2_total_runtime_s,seed_position_error_m,seed_z_error_m,seed_clock_error_s,final_position_error_m,final_clock_error_s,z_boundary_hit,common_ris_refinement_success,common_ris_refinement_impl,common_ris_refinement_runtime_s,common_ris_refinement_num_valid_local_fixes,geometry_seed_impl,pllg_pseudorange_block_weight,delay_sigma_source,delay_sigma_used_floor,delay_sigma_min_s,delay_sigma_max_s,delay_sigma_values_json,stage2_clock_term_raw_s2_before,stage2_clock_term_normalized_before,stage2_ris_term_raw_before,stage2_ris_term_mean_before,stage2_ris_term_normalized_before,stage2_phi_normalized_before,stage2_clock_term_raw_s2_after,stage2_clock_term_normalized_after,stage2_ris_term_raw_after,stage2_ris_term_mean_after,stage2_ris_term_normalized_after,stage2_phi_normalized_after,stage2_ris_normalization_scale,stage2_lambda_ris_normalized,polish_accepted,rescue_candidate_admissible,selector_guard_reject_reason,selector_raw_degradation,selector_raw_relative_improvement,selector_boundary_guard_used,selector_boundary_override_used
0,821394406,-10.0,3,legacy_multistart,gray,13.042510538249916,True,True,True,False,,False,,3,uniform_fallback,ngc_efim,,,1,nan,nan,nan,,,1.3174284030069423,0.5691381636062812,1.2058777182995988,0.0,4431.33778692114,8.0251804705916,True,,2.7691155660013465,,126.51372009200168,0.4612345963610446,0.4558777182995988,-4.899394350110153e-11,0.0009486683775836632,-4.77861658203854e-12,False,True,local_ris_projection,123.74460452600033,3,legacy_multistart,1.0,ngc_efim,True,5e-10,5e-10,"[5e-10, 5e-10, 5e-10]",13.733132612853762,6.866566306426881,0.6609167679294101,0.44244712206147135,4424.471220614713,4431.33778692114,13.062814080062891,6.5314070400314455,0.00022313624804355255,0.00014937734305601544,1.4937734305601544,8.0251804705916,0.0001,1.0,True,True,,-0.021601528005254167,0.008189322907493466,False,False
