trial_id,seed,snr_db,true_k,stage2_rescue_impl,ngc_direct_status,ngc_direct_score,rescue_triggered,stage2_force_run_for_diagnostics,rescue_available,pllg_success,pllg_failure_reason,legacy_fallback_used,legacy_fallback_reason,num_valid_local_fixes,local_weight_source,delay_variance_source,pllg_rank,pllg_condition_number,pllg_reweight_steps,pllg_linear_x_m,pllg_linear_y_m,pllg_linear_z_m,pllg_linear_s_m,pllg_linear_clock_s,pllg_projected_x_m,pllg_projected_y_m,pllg_projected_z_m,pllg_projection_distance_m,pllg_phi_before_polish,pllg_phi_after_polish,pllg_polish_success,pllg_linear_runtime_s,pllg_polish_runtime_s,legacy_fallback_runtime_s,stage2_total_runtime_s,seed_position_error_m,seed_z_error_m,seed_clock_error_s,final_position_error_m,final_clock_error_s,z_boundary_hit
0,3147786918,0.0,3,legacy_multistart,green,0.0021761916933774055,True,True,True,False,,False,,0,,,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,121.10766781699931,120.99337482800001,nan,nan,nan,0.0003723716436899067,nan,False
0,3147786918,0.0,3,pllg,green,0.0021761916933774055,True,True,True,True,,False,,3,uniform_fallback,sigma_tau_k,4,7.824827054402856,1,1.2353442901334093,0.5557483018666095,0.9495770806816272,1.4517875585295728,4.842642033808511e-09,1.2353442901334093,0.5557483018666095,0.9495770806816272,0.0,0.183081500795928,1.1316801287089084e-05,True,0.0009438850001970422,1.0116217320000942,nan,0.0,nan,nan,nan,0.0003723716436899067,nan,False
