figure,trial_id,seed,snr_db,true_K,assumed_K,calibration_std_deg,delta_tau_min_ns,target_delta_tau_min_ns,achieved_delta_tau_min_ns,resolvability_target_abs_error_ns,resolvability_geometry_valid,resolvability_bracket_valid,T,ris_side,M_R,r_ue_m,baseline,position_rmse_m,outlier_flag,y_nmse,raw_objective_final,runtime_s,failed,error,y_noisy_hash,data_hash,warning,peb_position_m,peb_free_jones_m,peb_constrained_jones_m,peb_anchored_jones_m,peb_variant,jones_bound_type,constrained_jones_peb_m,anchored_jones_peb_m,free_jones_peb_m,peb_fim_rank_chi_free,peb_fim_rank_chi_constrained,peb_fim_rank_chi_anchored,peb_fim_cond_chi_free,peb_fim_cond_chi_constrained,peb_fim_cond_chi_anchored,peb_clock_schur_used,peb_rank_deficient,anchored_prior_scaling,anchored_prior_lambda,anchored_prior_precision_norm,peb_free_projection_schur_relerr,peb_con_minus_free_min_eig,peb_hyb_minus_free_min_eig,peb_ordering_ok,peb_is_data_only,peb_uses_regularization,nuisance_model,clock_eliminated,efim_condition_number,efim_parameter_order,peb_reference_type,peb_reference_data_hash,batch_size,max_batch_memory_mb,num_batches,baseline_backend,gpu_used,gpu_device,gpu_num_batches,gpu_batch_size,cache_enabled,cache_hits,cache_misses,cache_estimated_bytes,scoring_time_s,backend_warning,factorized_scoring,score_mode,coarse_backend,coarse_gpu_used,local_refinement_backend,local_refinement_gpu_used,wls_backend,mixed_backend,k_mismatch_scene_mode,true_scene_hash,estimator_scene_hash,first_trueK_preserved,rss_mb_before,rss_mb_after,selected_branch,proposed_stage2_policy,ngc_policy_active,ngc_rescue_requested,rescue_requested,ngc_selected_by,ngc_final_unreliable,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,vp_dictionary_mode,vp_dictionary_mode_requested,vp_jacobian_mode,vp_matrix_free_enabled,vp_matrix_free_fallback_reason,vp_precontract_static_modes,vp_factor_cache_hits,vp_factor_cache_misses,vp_matrix_free_num_objective_calls,vp_matrix_free_debug_num_compares,vp_matrix_free_debug_rel_G_diff,vp_matrix_free_debug_rel_b_diff,vp_matrix_free_debug_rel_x_hat_diff,vp_matrix_free_debug_rel_regularized_objective_diff,vp_matrix_free_debug_rel_gradient_diff
fig9,14,2159553696,0.0,3,4,0.0,0.0,0.0,1.1748620977250184,0.0,1,1,256,64,4096,3.521757768185907,nf_ris_groupomp_localgrid_wls,1.7790446874654968,1,0.9824624415147405,0.52529973965727,2.346125103533268,False,,873316534c099d49,6f99d69dc3559754,subris_fallback_to_physical_panel_centers,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,160,mixed,True,0,160,128,True,0,2,371051507,0.49857187177985907,mixed_backend_cpu_wls_and_final_fit,True,factorized_group_projection,cupy,True,cupy,True,cpu,True,extended_physical_scene,91b2eeba3b74d82c,231fe38244f68115,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,14,2159553696,0.0,3,5,0.0,0.0,0.0,0.8641983778863747,0.0,1,1,256,64,4096,3.521757768185907,proposed,0.0004687667876560294,0,7.4834070120623355e-06,0.26491138559882543,180.39846369065344,False,,873316534c099d49,cf04c8616aeb980f,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpu,False,,0,,False,0,0,0,,,False,,,,,,,False,extended_physical_scene,91b2eeba3b74d82c,5b85029b99164977,True,nan,nan,ris_only_stage2_then_vp,ngc_certified_ris_only,True,True,True,both_uncertified_lower_raw,True,,,,,,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,
fig9,14,2159553696,0.0,3,5,0.0,0.0,0.0,0.8641983778863747,0.0,1,1,256,64,4096,3.521757768185907,ris_momp,3.9981750746803426,1,0.9482121477019304,0.5162880526809821,51.64159738458693,False,,873316534c099d49,cf04c8616aeb980f,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,256.0,133455,cupy,True,0,133455,10,True,0,2,572274828,15.657121867872775,,True,factorized_group_projection,,,,,,False,extended_physical_scene,91b2eeba3b74d82c,5b85029b99164977,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,14,2159553696,0.0,3,5,0.0,0.0,0.0,0.8641983778863747,0.0,1,1,256,64,4096,3.521757768185907,nf_mmpsr,0.20653389552322912,1,0.2870428722457388,0.34112265746369475,9.11218273639679,False,,873316534c099d49,cf04c8616aeb980f,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,256.0,104,cupy,True,0,104,64,True,0,1,572294924,9.040819055400789,,True,factorized_2K_gram_projection,,,,,,False,extended_physical_scene,91b2eeba3b74d82c,5b85029b99164977,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,14,2159553696,0.0,3,5,0.0,0.0,0.0,0.8641983778863747,0.0,1,1,256,64,4096,3.521757768185907,nf_ris_groupomp_localgrid_wls,1.7790446853719655,1,0.982461855967477,0.5252994459139088,2.5597087582573295,False,,873316534c099d49,cf04c8616aeb980f,subris_fallback_to_physical_panel_centers,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,250,mixed,True,0,250,128,True,0,2,577051702,0.5506335496902466,mixed_backend_cpu_wls_and_final_fit,True,factorized_group_projection,cupy,True,cupy,True,cpu,True,extended_physical_scene,91b2eeba3b74d82c,5b85029b99164977,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,7,3388426691,0.0,3,2,0.0,0.0,0.0,3.0064184435359778,0.0,1,1,256,64,4096,3.521757768185907,proposed,0.002072777925942537,0,0.29636367159959587,0.09218163503513804,40.6915237121284,False,,6bedb54bd866c71d,2a1707a35a2753e6,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpu,False,,0,,False,0,0,0,,,False,,,,,,,False,slice_physical_scene,01b9f6b0447972d3,89a5f0eefaa568a0,True,nan,nan,direct_vp,ngc_certified_ris_only,True,False,False,ngc_green_skip_rescue,False,,,,,,matrix_free,matrix_free,analytic_reduced_vp_matrix_free_gradient,True,,evs_bs_to_y_evs,13,1,13,0,,,,,
fig9,7,3388426691,0.0,3,2,0.0,0.0,0.0,3.0064184435359778,0.0,1,1,256,64,4096,3.521757768185907,ris_momp,5.192568297782117,1,0.9901278032027573,0.1415249612683599,23.926246838644147,False,,6bedb54bd866c71d,2a1707a35a2753e6,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,256.0,21354,cupy,True,0,21354,10,True,0,2,80493927,6.23110125772655,,True,factorized_group_projection,,,,,,False,slice_physical_scene,01b9f6b0447972d3,89a5f0eefaa568a0,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,7,3388426691,0.0,3,2,0.0,0.0,0.0,3.0064184435359778,0.0,1,1,256,64,4096,3.521757768185907,nf_mmpsr,0.5728560574001117,1,0.64769217366141,0.11714194922509567,6.3104401202872396,False,,6bedb54bd866c71d,2a1707a35a2753e6,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,256.0,104,cupy,True,0,104,64,True,0,1,80514023,6.2599753849208355,,True,factorized_2K_gram_projection,,,,,,False,slice_physical_scene,01b9f6b0447972d3,89a5f0eefaa568a0,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,7,3388426691,0.0,3,2,0.0,0.0,0.0,3.0064184435359778,0.0,1,1,256,64,4096,3.521757768185907,nf_ris_groupomp_localgrid_wls,1.7790446874643862,1,0.9985873098454879,0.1421158908452664,1.2912430660799146,False,,6bedb54bd866c71d,2a1707a35a2753e6,subris_fallback_to_physical_panel_centers,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,40,mixed,True,0,40,128,True,0,2,82576712,0.26126458309590816,mixed_backend_cpu_wls_and_final_fit,True,factorized_group_projection,cupy,True,cupy,True,cpu,True,slice_physical_scene,01b9f6b0447972d3,89a5f0eefaa568a0,True,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig9,7,3388426691,0.0,3,3,0.0,0.0,0.0,1.1748620977250184,0.0,1,1,256,64,4096,3.521757768185907,proposed,9.43273542206959e-05,0,7.598449614969203e-06,0.07106182819875491,49.08925516344607,False,,6bedb54bd866c71d,6b2297783a4b62bb,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpu,False,,0,,False,0,0,0,,,False,,,,,,,False,matched_physical_scene,01b9f6b0447972d3,01b9f6b0447972d3,True,nan,nan,direct_vp,ngc_certified_ris_only,True,False,False,ngc_green_skip_rescue,False,,,,,,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,
