init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,pipeline,num_rows,num_failed,failure_rate,Y_NMSE_mean,Y_NMSE_std,Y_NMSE_median,position_error_mean,position_error_std,position_error_median,position_error_p90,position_error_p95,range_RMSE_mean,range_RMSE_std,range_RMSE_median,delay_RMSE_mean,delay_RMSE_std,delay_RMSE_median,delay_geometry_consistency_RMSE_mean,delay_geometry_consistency_RMSE_std,delay_geometry_consistency_RMSE_median,compressed_ris_manifold_residual_mean,compressed_ris_manifold_residual_std,compressed_ris_manifold_residual_median,evs_maxwell_consistency_residual_mean,evs_maxwell_consistency_residual_std,evs_maxwell_consistency_residual_median,common_delay_pole_consistency_mean,common_delay_pole_consistency_std,common_delay_pole_consistency_median,success_pos_10cm_rate,success_pos_20cm_rate,success_pos_50cm_rate,success_nmse_1e3_rate,success_nmse_1e2_rate,vp_convergence_rate,vp_worsened_noisy_rate,vp_worsened_true_nmse_rate,fail_convergence_rate,fail_position_50cm_rate,fail_position_1m_rate,fail_nmse_1e2_rate,fail_noisy_objective_increase_rate,stage2_worsened_noisy_z_rate,stage2_worsened_true_z_nmse_rate,improvement_rate_position,improvement_rate_Y_NMSE,VP_success_gain_20cm,VP_success_gain_50cm
clean,clean,,0.0,128,32x32,Stage-I + Stage-II,20,0,0.0,0.00024730776749244557,6.80600976607103e-05,0.0002542376526454814,0.41375309949310113,0.20691969716873476,0.31976388420665425,0.699493905771825,0.7239420545675191,0.20123067878527667,0.3251759518536976,0.12484472628681692,9.162804895589803e-12,1.426223739426657e-11,4.447747417232874e-12,4.858145960591896e-10,8.365661790688443e-10,2.6289867770672437e-10,6.370725404331499e-25,8.352271946440167e-26,6.449780639175911e-25,9.999998662601726e-21,1.1747675137568624e-26,9.999998863933342e-21,8.070058876149546e-17,4.309354732669278e-17,7.850462293418876e-17,0.0,0.0,0.8,1.0,1.0,,,,,,,,,0.0,0.25,0.6,0.55,-0.050000000000000044,-0.050000000000000044
clean,clean,,0.0,128,32x32,Stage-I + Stage-II + VP,20,0,0.0,0.050291202988546946,0.21915370047024366,0.00019633669483159132,0.2713021756464113,0.33623063959123806,0.007281303627056662,0.7000016519658255,0.7000042050248212,0.02747842681327097,0.10506704211629649,0.0014676175315396854,4.0180474214265634e-11,1.200714017395963e-10,5.5767366042952904e-12,1.5105812501529954e-24,9.086368981837747e-25,1.7052765185096254e-24,6.399220118742306e-25,8.352471430489676e-26,6.5310182424404185e-25,1.000000175907947e-20,1.343732803809642e-26,1.0000000631678792e-20,1.0008863929940774e-16,4.242050980473589e-17,1.0626019854981767e-16,0.6,0.6,0.6,0.6,0.95,1.0,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.25,0.6,0.55,-0.050000000000000044,-0.050000000000000044
clean,clean,,0.0,128,32x32,Stage-I + VP,20,0,0.0,0.05026348523093641,0.2191601490769848,0.00019887167293926138,0.23903937605406153,0.3247512978377172,0.006397268886042707,0.7000018139508479,0.7000043499581302,0.028726941406736504,0.10509501711185992,0.0013878166475550563,4.2174418536630656e-11,1.2036511156416731e-10,4.38583505713162e-12,1.6205777649382566e-24,6.8214953984373185e-25,1.7668585629267794e-24,6.399987657701013e-25,8.38268189164893e-26,6.532369161121487e-25,9.999997383356765e-21,1.144062712433651e-26,9.999997889281835e-21,1.1926119410082873e-16,3.9292841843120035e-17,1.1757450506243965e-16,0.65,0.65,0.65,0.6,0.95,1.0,0.0,0.0,0.0,0.35,0.0,0.05,0.0,,,0.6,0.55,-0.050000000000000044,-0.050000000000000044
clean,clean,,0.0,128,32x32,Stage-I only,20,0,0.0,0.0003794677119273027,0.00012065839533745607,0.00037044254134890935,0.3889697935309907,0.1613298516797747,0.3101042303766433,0.7027007736914266,0.7047610598272472,0.14465884878203156,0.21889341531998277,0.08878733717446477,1.8576612469459915e-11,1.6033748945548646e-11,1.653942584747032e-11,3.437922122652138e-10,5.793891402227005e-10,1.654099378770181e-10,6.370178947981928e-25,8.353682363448032e-26,6.445816144925711e-25,1.000000382453789e-20,2.0356093174166346e-26,1.0000001551026104e-20,1.0678955765113881e-16,3.500889255582274e-17,1.0626019854981767e-16,0.0,0.0,0.8,1.0,1.0,,,,,,,,,,,0.6,0.55,-0.050000000000000044,-0.050000000000000044
