figure,baseline,x_name,x_value,n,success_rate,plot_metric,rmse_m,median_m,p90_m,p95_m,runtime_s_mean
fig8,ff_omp,calibration_std_deg,0.0,1,1.0,position_rmse_m,2.0997506608843204,2.0997506608843204,2.0997506608843204,2.0997506608843204,17.956645260000187
fig8,ff_omp,calibration_std_deg,5.0,1,1.0,position_rmse_m,1.4996608537678624,1.4996608537678624,1.4996608537678624,1.4996608537678624,20.558577132999744
fig8,nf_mmpsr,calibration_std_deg,0.0,1,1.0,position_rmse_m,1.5149257407543117,1.5149257407543117,1.5149257407543117,1.5149257407543117,15.976963078000153
fig8,nf_mmpsr,calibration_std_deg,5.0,1,1.0,position_rmse_m,1.5149257407543117,1.5149257407543117,1.5149257407543117,1.5149257407543117,16.169553370999893
fig8,proposed,calibration_std_deg,0.0,1,1.0,position_rmse_m,0.0006272668886746256,0.0006272668886746256,0.0006272668886746256,0.0006272668886746256,85.27395406899996
fig8,proposed,calibration_std_deg,5.0,1,1.0,position_rmse_m,0.002538071266381406,0.002538071266381406,0.002538071266381406,0.002538071266381406,132.43641046700031
fig8,ris_momp,calibration_std_deg,0.0,1,1.0,position_rmse_m,1.8694919095839913,1.8694919095839913,1.8694919095839913,1.8694919095839913,31.728111927999635
fig8,ris_momp,calibration_std_deg,5.0,1,1.0,position_rmse_m,1.6481117469370812,1.6481117469370812,1.6481117469370812,1.6481117469370812,37.59357064800042
