ccop_channel_win_rate,ccop_clock_win_rate,ccop_incremental_runtime_win_rate,ccop_position_win_rate,ccop_raw_objective_win_rate,ccop_regularized_objective_non_degradation_rate,delta_channel_y_nmse_mean,delta_channel_y_nmse_median,delta_channel_y_nmse_p90,delta_channel_y_nmse_p95,delta_channel_y_nmse_rmse,delta_clock_error_ns_mean,delta_clock_error_ns_median,delta_clock_error_ns_p90,delta_clock_error_ns_p95,delta_clock_error_ns_rmse,delta_deployment_runtime_s_mean,delta_deployment_runtime_s_median,delta_deployment_runtime_s_p90,delta_deployment_runtime_s_p95,delta_deployment_runtime_s_rmse,delta_position_error_m_mean,delta_position_error_m_median,delta_position_error_m_p90,delta_position_error_m_p95,delta_position_error_m_rmse,delta_range_rmse_m_mean,delta_range_rmse_m_median,delta_range_rmse_m_p90,delta_range_rmse_m_p95,delta_range_rmse_m_rmse,delta_raw_objective_mean,delta_raw_objective_median,delta_raw_objective_p90,delta_raw_objective_p95,delta_raw_objective_rmse,delta_regularized_objective_mean,delta_regularized_objective_median,delta_regularized_objective_p90,delta_regularized_objective_p95,delta_regularized_objective_rmse,delta_route_runtime_s_mean,delta_route_runtime_s_median,delta_route_runtime_s_p90,delta_route_runtime_s_p95,delta_route_runtime_s_rmse,delta_tau_rmse_s_mean,delta_tau_rmse_s_median,delta_tau_rmse_s_p90,delta_tau_rmse_s_p95,delta_tau_rmse_s_rmse,n_paired_success,n_trials,outlier_introduced_rate,outlier_rescued_rate,paired_failure_rate
0.99,0.92,0.24,0.96,1.0,1.0,-0.03672080254052879,-0.008837274058202862,-0.00024002938950282792,-0.00016364206833541334,0.10887538164560447,-0.15205751710853355,-0.05133768747013613,-0.0035747747674590028,0.004515623087887367,0.5959551165023703,0.5354954392043874,0.5154972770251334,0.6017567525152118,0.6942748923203906,0.5552543159697838,-0.04198085237246515,-0.01655229484942842,-5.7510122151371785e-05,-2.0989526253178998e-07,0.10530075984859184,-0.02387206255170142,-0.01289929920778415,0.00042849163343482545,0.003929105900389411,0.06845592822227574,-0.01348137509179279,-0.002264463717897236,-8.74872968795958e-05,-1.7113229730225667e-05,0.04388533412354398,-0.013351834294566432,-0.002263746121404231,-8.724268412230166e-05,-1.710329281370271e-05,0.04287654726845774,0.06142016245052218,0.09252100088633597,0.17023520162329078,0.22524962790776043,0.21070817398065037,-6.998503489371649e-11,-5.168262790919145e-12,4.280663897497138e-13,3.453001747130683e-12,4.2646971100465927e-10,100,100,0.0,0.05,0.0
