trial_id,seed,snr_db,failed,error,shared_data_hash,delta_position_error_m,delta_clock_error_ns,delta_range_rmse_m,delta_tau_rmse_s,delta_channel_y_nmse,delta_raw_objective,delta_regularized_objective,delta_route_runtime_s,delta_deployment_runtime_s,ccop_position_win,ccop_clock_win,ccop_channel_win,ccop_raw_objective_win,ccop_regularized_objective_non_degradation,ccop_incremental_runtime_win,old_outlier,ccop_outlier,outlier_rescued,outlier_introduced
68,1822346905,-10.0,False,,14ced1e660b9e1fb728a,-0.0353354423193633,-0.11441115833997881,-0.03157740660009307,-1.36466559318837e-11,-0.01655908580775776,-0.010998619534271725,-0.010929709705111534,0.11043879808858037,0.5332074139732867,True,True,True,True,True,False,False,False,False,False
69,276072534,-10.0,False,,e04e358981583f35ea28,-0.0010135565446832493,-0.005696788864810064,-0.0019327693082805868,-4.592329737573654e-13,-0.00024225024768121859,-3.9831785214827775e-05,-3.9809216191288854e-05,0.02447561197914183,0.40091872308403254,True,True,True,True,True,False,False,False,False,False
70,2361737602,-10.0,False,,cf6051cef3edac0547a5,-0.015625671403938286,-0.05236465659713167,-0.014135759997355925,-1.107152160476449e-11,-0.005662005298398049,-0.0007348062857774895,-0.0007333757207770297,0.14017452392727137,0.514191027963534,True,True,True,True,True,False,False,False,False,False
71,1463382397,-10.0,False,,2c85355ff4115aa5d0cb,-0.037112299648166265,-0.12099899009461265,-0.03388033291141037,-1.2764193776539378e-11,-0.0169781556578824,-0.003219150890538147,-0.003219634252082937,0.14969510398805141,0.5344214951619506,True,True,True,True,True,False,False,False,False,False
72,3823217008,-10.0,False,,b1a1b50c3ff902a71d06,-0.011741004993868792,-0.033255065267531914,-0.010965770284570926,-8.049915833686625e-13,-0.004351044923260652,-0.00019344111876251624,-0.00019343413078570793,0.07518151891417801,0.4694406450726092,True,True,True,True,True,False,False,False,False,False
73,208707498,-10.0,False,,8cb89c03f394924ee5c7,-0.08244693145666211,-0.2658100204048148,-0.07431148341476056,-2.3525551389948743e-11,-0.08576109603635088,-0.025699684886368424,-0.025699705898563963,-0.014154529199004173,0.5559919499792159,True,True,True,True,True,True,False,False,False,False
74,1445709377,-10.0,False,,7e4897195a7af2788bd1,-0.07991797542170631,-0.24832804339775238,-0.06797195813565167,-5.0999291922526345e-11,-0.18948941951214485,-0.114443359436887,-0.11444407453890992,0.11941711115650833,0.5187927721999586,True,True,True,True,True,False,False,False,False,False
75,1808319791,-10.0,False,,cd43d0348f79b7f45491,-0.013354455922304416,-0.019924379051956452,-0.008684083153212691,-2.064624590254106e-13,-0.0023616903521057595,-0.002203313769795656,-0.0022023946619338375,0.06731717311777174,0.5152902030386031,True,True,True,True,True,False,False,False,False,False
76,492355919,-10.0,False,,12cff8aa3acdd30e84d4,-0.013326917650319129,-0.03863890014251272,-0.012574725149398988,-1.1254177114856356e-12,-0.00889051714330972,-0.0030506514114900796,-0.0030506487555084227,0.05439383792690933,0.5403385139070451,True,True,True,True,True,False,False,False,False,False
77,2205781370,-10.0,False,,b60b9104edabc23c9777,-0.0023290785598077015,-0.0009224653624814558,-0.0002897475942715052,-7.276946066889596e-14,-2.9115868020320398e-05,-1.7004737029591155e-06,-1.6960402460242108e-06,-0.30326500511728227,0.40257512405514717,True,True,True,True,True,True,False,False,False,False
