channel_y_nmse_mean,channel_y_nmse_median,channel_y_nmse_p90,channel_y_nmse_p95,channel_y_nmse_rmse,clock_certificate_rate,clock_error_ns_mean,clock_error_ns_median,clock_error_ns_p90,clock_error_ns_p95,clock_error_ns_rmse,deployment_runtime_s_mean,deployment_runtime_s_median,deployment_runtime_s_p90,deployment_runtime_s_p95,deployment_runtime_s_rmse,failure_rate,n_failed,n_success,n_trials,outer_n_eval_mean,outer_n_eval_median,outer_n_eval_p90,outer_n_eval_p95,outer_n_eval_rmse,outer_n_iter_mean,outer_n_iter_median,outer_n_iter_p90,outer_n_iter_p95,outer_n_iter_rmse,outer_success_rate,outlier_rate,position_error_m_mean,position_error_m_median,position_error_m_p90,position_error_m_p95,position_error_m_rmse,range_rmse_m_mean,range_rmse_m_median,range_rmse_m_p90,range_rmse_m_p95,range_rmse_m_rmse,raw_objective_final_mean,raw_objective_final_median,raw_objective_final_p90,raw_objective_final_p95,raw_objective_final_rmse,regularized_objective_final_mean,regularized_objective_final_median,regularized_objective_final_p90,regularized_objective_final_p95,regularized_objective_final_rmse,route,route_runtime_s_mean,route_runtime_s_median,route_runtime_s_p90,route_runtime_s_p95,route_runtime_s_rmse,tau_rmse_s_mean,tau_rmse_s_median,tau_rmse_s_p90,tau_rmse_s_p95,tau_rmse_s_rmse
0.09593223479581053,0.021075379198618564,0.14775909807961457,0.9208915673448681,0.24808794553172753,nan,0.2541296424434112,0.06367585070507578,0.2662484924707809,0.7342282711692758,0.8294807804693134,10.22920690220315,10.091865916969255,10.425790710630826,10.992303882190026,10.241516248141547,0.0,0,100,100,22.97,17.0,38.20000000000002,42.099999999999994,27.1062723368596,12.09,8.0,20.300000000000026,25.19999999999999,16.467847461037522,0.99,0.26,0.19168488607790432,0.036185575632168086,0.7000682977850923,0.7004910663639514,0.34776716396231544,0.05527391286929903,0.02050951400603296,0.07528367976818567,0.18227729851627525,0.14431472859689629,3.430514991282059,3.247417901568192,6.132717768493264,7.090137844128019,3.9714630151321355,3.4305776804434873,3.2474220739545925,6.132736299366219,7.090140000938113,3.9715352415021306,old_4d_jones_vp,0.4740752767538652,0.41861871047876775,0.5872911570593715,0.6210431612096724,0.5024948563047463,1.3359649621917694e-10,1.893754807799847e-11,6.621988715961946e-11,2.1248674831580419e-10,6.007615269649998e-10
0.059211432255281735,7.272405384926778e-05,0.08275632138569389,0.1951596036631961,0.22006035817273614,1.0,0.1020721253348777,0.003442016872875999,0.03548210264741982,0.10032510942435663,0.4635330551424012,10.764702341407537,10.632254633470438,11.051966041093694,11.771528590621891,10.777723990767285,0.0,0,100,100,16.28,16.0,19.10000000000001,23.0,16.685922210054798,12.08,12.0,14.0,16.049999999999997,12.383860464330176,0.99,0.21,0.14970403370543917,0.0010165525950902937,0.7000003393399349,0.7000011185144773,0.32876676077624306,0.03140185031759762,0.0003416499794139257,0.018585688138828143,0.02826920829921742,0.13712483624926167,3.4170336161902664,3.2420479876470707,6.054389331508803,7.084040128765311,3.955963883911354,3.417225846148921,3.2420522328767625,6.054403626981666,7.084042504676237,3.956165339146734,ccop_jvp_profiled_3d,0.5354954392043874,0.5154972770251334,0.6017567525152118,0.6942748923203906,0.5552543159697838,6.361146132546046e-11,3.3124367613474298e-12,5.67626704311512e-11,7.428197097543229e-11,4.282076348843569e-10
