trial_id,seed,hash_match,position_error_m,outlier_flag,boundary_hit,cp_ngc_statistic,cp_ngc_truth_statistic,cp_ngc_dof,cp_ngc_pvalue,cp_ngc_truth_pvalue,oracle_bias_corrected_statistic,oracle_bias_corrected_truth_statistic,oracle_bias_corrected_pvalue,oracle_bias_corrected_truth_pvalue,cp_ngc_delta_t_gls_ns,projected_geometry_rank,cert_information_min_eigenvalue,assignment_margin,selected_clock_std_ns,max_ris_residual,stage1_runtime_s,threshold_a0p05,rejected_a0p05,truth_rejected_a0p05,oracle_bias_corrected_rejected_a0p05,oracle_bias_corrected_truth_rejected_a0p05,threshold_a0p01,rejected_a0p01,truth_rejected_a0p01,oracle_bias_corrected_rejected_a0p01,oracle_bias_corrected_truth_rejected_a0p01
55,3516681027,False,0.000948499889698448,False,False,9.768498579270553,9.713145471758951,11,0.5513233738206154,0.5563596011512535,1.3024410707951213,1.3375233446935992,0.9998100536971724,0.9997833468396734,4.935575722754801,3,49.811694754818426,5.69769411925528,0.1033146664333703,0.24399178079815625,12.301839519001078,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
56,1197201596,False,0.00024046330735933295,False,False,10.124311056131438,10.231626886255919,11,0.5192412118198755,0.5096804860318875,0.6759591708530426,0.6706677494656927,0.9999933024503517,0.9999935715013588,5.224374679480533,3,49.82808518772212,4.253944306578045,0.2910121410174231,0.34563621800716715,12.427965820999816,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
57,3704492712,False,0.0016453072013607314,False,False,12.743439864068952,12.757208040017666,11,0.3104243092537217,0.30948997458698174,0.7102818323905234,0.6965295908826354,0.9999913311408465,0.999992169873476,5.157458922937515,3,49.79327592233209,5.744342537620458,0.15173378260976736,0.1936637871258369,11.957191297999088,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
58,2401019122,False,0.0014818156291863567,False,False,8.896331700160475,8.806329714148022,11,0.6314608981002795,0.639763581020004,1.0559652785821705,1.087961520727086,0.9999335879411555,0.9999227787328129,5.003557948971288,3,49.78546981638361,4.334603155115238,0.2577260904190951,0.24866804202450646,12.01918034299888,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
59,3465536290,False,9.6956178569813e-05,False,False,10.794442060600394,10.814683510636293,11,0.46064163761317756,0.4589167093652855,0.49858740752176123,0.4912074025214198,0.9999986469316127,0.9999987496013052,4.890897194114903,3,49.79799208841457,5.2006157357179275,0.037197962569319246,0.1930301299371665,12.407802097997774,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
60,3753811929,False,0.0008496514352820639,False,False,13.924338897615518,14.01376034796704,11,0.2372084359101478,0.23223299590905017,1.8161023915652081,1.7522591777618106,0.9990450886917951,0.9991946554946939,4.906906242049723,3,49.81131615216831,4.761774289732045,0.2050708708442642,0.2101888890008745,11.89473986899975,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
61,1797336650,False,0.0014519443038571295,False,False,14.072660094142133,14.002061796440282,11,0.22899894609178847,0.2328794107564724,2.205078886442617,2.234266320963335,0.9976359621406892,0.9974890693683571,5.2169157971036775,3,49.8015850517873,5.9599180234848115,0.13556580947986835,0.156067770374167,11.913471601998026,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
62,1035509023,False,0.5121760344295505,True,False,2321.4436036037832,25.8029325390733,11,0.0,0.006942492568824817,2439.878311676318,9.107944494612104,0.0,0.6119291438213728,116.14519934711531,3,58.739053306896665,0.7322496413232591,1.056134611595156,0.8634192429459782,12.334406292000494,19.67513757268249,True,True,True,False,24.724970311318277,True,True,True,False
63,368542159,False,0.0005545282924032923,False,False,14.492881822503204,14.467145571548073,11,0.20690937205675064,0.2082131062793047,0.9458766244810166,0.9461206167422165,0.9999620444762223,0.9999619944796078,5.013404616750964,3,49.79171555428777,5.8773956527645215,0.28191038537709334,0.26342657231426175,11.794834315998742,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
64,3463651332,False,0.0006213621138657422,False,False,13.462015653184592,13.392660553153782,11,0.264203108894675,0.2684376084504423,4.686063081727189,4.67504519045528,0.9454123143472661,0.945877412984083,5.398910196638961,3,49.87560346588849,4.578053970778958,0.09612107166236179,0.35035776382467043,11.757162289999542,19.67513757268249,False,False,False,False,24.724970311318277,False,False,False,False
65,3770249689,False,0.0016270813689629202,False,False,117.6108949888125,116.99382977331192,11,5.477441326435783e-20,7.285741457293608e-20,66.18166184067195,65.81106908002695,6.455502008497418e-10,7.582043877576933e-10,5.512344596082027,3,50.6236614499601,1.2176547581849557,1.1441561915205123,0.9844523407263269,12.294628560001001,19.67513757268249,True,True,True,True,24.724970311318277,True,True,True,True
66,717028307,False,0.6147985389206745,True,False,27.268551746376225,14.575900126989357,11,0.004184702605479382,0.2027470387431065,44.696407196117384,0.9801494658438343,5.486368779208967e-06,0.9999544948682147,5.004418106588903,3,54.12551024212839,3.3386512055416446,0.24931571584149761,0.3292174702777625,12.00182067499918,19.67513757268249,True,False,True,False,24.724970311318277,True,False,True,False
67,1209727556,False,0.7000021523148033,True,True,36.876891861318065,14.497884024766378,11,0.00012083428670723014,0.20665670959664661,64.83473862556743,6.377329635425002,1.1575641116617965e-09,0.8470395011143698,5.884375561317655,3,54.969955377823275,2.0869508236477063,0.4992450273807752,0.39634263260156327,11.352348844000517,19.67513757268249,True,False,True,False,24.724970311318277,True,False,True,False
