suite,x_name,x_value,reference_variant,candidate_variant,n_pairs,n_metric_pairs,position_win_rate,clock_win_rate,channel_win_rate,raw_objective_non_degradation_rate,rescued_outliers,introduced_outliers,mcnemar_exact_p,paired_position_rmse_difference_m,paired_position_rmse_difference_ci_low_m,paired_position_rmse_difference_ci_high_m,paired_runtime_ratio_median,paired_runtime_ratio_ci_low,paired_runtime_ratio_ci_high,bootstrap_replicates
components,component_set,all,scaled_4d,proposed,400,400,0.58,0.625,0.8925,0.995,86,0,2.5849394142282115e-26,-0.2518132671216379,-0.36121938810059473,-0.17222922118838385,1.1148453676076244,1.1002821602706219,1.1280310539292735,10000
