figure,variant,snr_db,trial_id,seed,receiver_mode,K,paper_k,effective_K,selected_branch,reliability_decision,trigger_reasons,gof_pass,position_error_m,peb_position_m,error_over_peb,relative_outlier_5peb,y_nmse,raw_objective_final,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons
fig1_fig2,adaptive_jones_vp_proposed_force_lower_raw,-10.0,0,3147786918,full_6d,3,3,3,direct_vp_rollback,jnpp_then_vp,"[""poor_clock_consistency""]",True,0.001179403684748315,0.001129316608687985,1.044351668677325,False,2.5972770373095412e-05,3.963112893702112,0.001179403684748315,2.5972770373095412e-05,3.963112893702112,0.0011794026657080262,2.5972711768672574e-05,3.963112893702113,True,rollback,existing_selector_rollback,"[72.09819046298318,18.799690675524293,30.135775444619693]","[0.013869973622171891,0.05319236455752547,0.033183151427696206]","[1.3766053806233532e-08,2.379537835241956e-08,7.653730133780611e-08]","[72.09819042210742,18.799690679031933,30.13577544922082]","[0.013869973630035413,0.05319236454760085,0.03318315142262981]","[1.768734003633302e-08,2.5451387875794204e-08,8.063711421993238e-08]",826432.8995161116,69.53544782816799,826432.8987620024,69.535447716648,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]"
