figure,variant,trial_id,seed,snr_db,x_name,x_value,K,paper_k,effective_K,num_ris_paths,receiver_mode,config_seed,nested_receiver_noise_convention,reference_receiver_mode,reference_sigma2,nested_base_y_noisy_hash,failed,error,runtime_s,position_rmse_m,position_error_m,y_nmse,range_rmse_m,tau_rmse_s,raw_objective_final,outlier_flag,selected_branch,final_refinement_method,final_runner_name,used_main_single_proposed_path,variant_config_hash,global_vp_mode,global_vp_backend,global_vp_gpu_used,global_vp_gpu_device,global_vp_objective_backend,global_vp_linear_solve_backend,vp_dictionary_mode,vp_dictionary_mode_requested,vp_jacobian_mode,vp_matrix_free_enabled,vp_matrix_free_fallback_reason,vp_precontract_static_modes,vp_factor_cache_hits,vp_factor_cache_misses,vp_matrix_free_num_objective_calls,vp_matrix_free_debug_num_compares,vp_matrix_free_debug_rel_G_diff,vp_matrix_free_debug_rel_b_diff,vp_matrix_free_debug_rel_x_hat_diff,vp_matrix_free_debug_rel_regularized_objective_diff,vp_matrix_free_debug_rel_gradient_diff,jones_mode,adaptive_enabled,adaptive_policy_name,selected_vp_family_branch,lambda_path_min,lambda_path_max,lambda_path_mean,lambda_clipped_fraction,used_stage1_regularizer,linear_nuisance_dim,nonlinear_dim,fixed_pol_score,jones_score,lambda_jones_per_path,snr_eff_per_path,jones_leakage_per_path,reliability_decision,trigger_reasons,gof_stat,gof_dof,gof_pass,data_only_scaled_efim_lambda_min,data_only_scaled_efim_condition_number,stage1_assignment_margin,stage1_selected_clock_std_ns,delta_t_k_ns,stage1_runtime_s,global_vp_runtime_s,total_runtime_s,peb_position_m,peb_scalar_m,peb_dual_m,peb_evs_m,peb_free_jones_m,peb_constrained_jones_m,peb_anchored_jones_m,peb_variant,jones_bound_type,constrained_jones_peb_m,anchored_jones_peb_m,free_jones_peb_m,peb_fim_rank_chi_free,peb_fim_rank_chi_constrained,peb_fim_rank_chi_anchored,peb_fim_cond_chi_free,peb_fim_cond_chi_constrained,peb_fim_cond_chi_anchored,peb_clock_schur_used,peb_rank_deficient,anchored_prior_scaling,anchored_prior_lambda,anchored_prior_precision_norm,peb_free_projection_schur_relerr,peb_con_minus_free_min_eig,peb_hyb_minus_free_min_eig,peb_ordering_ok,efim_unscaled_cache_hit,efim_unscaled_cache_key,efim_sigma2,efim_reuse_mode,peb_backend,rss_mb_before,rss_mb_after,rss_mb_delta,warning,debug_main_position_error_m,debug_main_y_nmse,debug_main_raw_objective,debug_main_global_vp_mode,debug_main_adaptive_enabled,debug_config_diff_summary,direct_candidate_position_error_m,direct_candidate_y_nmse,direct_candidate_raw_objective,rescue_candidate_position_error_m,rescue_candidate_y_nmse,rescue_candidate_raw_objective,rescue_candidate_available,rescue_accept_decision,rescue_reject_reason,direct_candidate_lambda_jones_per_path,direct_candidate_snr_eff_per_path,direct_candidate_jones_leakage_per_path,rescue_candidate_lambda_jones_per_path,rescue_candidate_snr_eff_per_path,rescue_candidate_jones_leakage_per_path,direct_candidate_data_only_scaled_efim_lambda_min,direct_candidate_data_only_scaled_efim_condition_number,rescue_candidate_data_only_scaled_efim_lambda_min,rescue_candidate_data_only_scaled_efim_condition_number,legacy_stage1_decision,gof_reliability_decision,stage1_geometry_trigger,stage1_geometry_trigger_reasons,ngc_policy_active,ngc_lambda_ris,ngc_direct_clock_score,ngc_direct_clock_score_norm,ngc_direct_clock_dof,ngc_direct_clock_sigma_source,ngc_direct_clock_std_ns,ngc_direct_ris_score,ngc_direct_ris_score_norm,ngc_direct_ris_available,ngc_direct_total_score,ngc_direct_cert_status,ngc_direct_cert_reason,ngc_rescue_requested,ngc_rescue_request_reason,ngc_rescue_clock_score,ngc_rescue_clock_score_norm,ngc_rescue_clock_dof,ngc_rescue_clock_sigma_source,ngc_rescue_clock_std_ns,ngc_rescue_ris_score,ngc_rescue_ris_score_norm,ngc_rescue_ris_available,ngc_rescue_total_score,ngc_rescue_cert_status,ngc_rescue_cert_reason,ngc_selected_by,ngc_final_unreliable,ngc_threshold_clock_green,ngc_threshold_clock_red,proposed_stage2_policy,stage2_seed_position_error_m,stage2_seed_clock_error_ns,stage2_num_valid_local_fixes,stage2_clock_estimator,stage2_rescue_impl,stage2_pllg_pseudorange_block_weight
fig3,scalar_receiver,22,3206710796,-10.0,snr_db,-10.0,3,3,3,3,scalar,3206710796,fixed_full6d_reference_sigma2,full_6d,1.0725255289283988,2900e79ea20ef14b,False,,276.3534882660024,0.006765904488252227,0.006765904488252227,0.001035737850047181,0.0017272449699600766,6.135055229373924e-12,0.17863850867016798,False,ris_only_stage2_then_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,515911.2779143703,nan,"[68.50302267501449,57.052189124354946,14.147590602606684]","[0.014597895988847113,0.017527811207441627,0.07068341373983518]",,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",523684.57286003855,3096560,True,0.16727028174725134,769.394106435836,0.01235331790589624,35.985230151040305,"[83.78424299136937,5.025245786094686,10.12675115663511]",21.040989472996444,104.24473169795237,154.25013043382205,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.503577287822934,0.999607715356932,0.1813826218049728,0.006765904488252227,0.001035737850047181,0.17863850867016798,True,accepted,accepted,"[31159.719524884462,677.9145611330352,7.273889886832636]","[3.2092714058021943e-05,0.0014751121404601951,0.1374780228393269]",,"[68.50302267501449,57.052189124354946,14.147590602606684]","[0.014597895988847113,0.017527811207441627,0.07068341373983518]",,0.16727028174725134,769.394106435836,1008.2521656768663,105.13847303885824,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,1320.3279798462327,1320.3279798462327,2,data_only_efim_tau_crb,38.9541462899503,0.790464418163869,0.790464418163869,True,1321.1184442643964,red,clock_red,True,ngc_red_run_rescue,18762.458125816607,18762.458125816607,2,data_only_efim_tau_crb,39.54160058914389,0.5357853966443158,0.5357853966443158,True,18762.993911213252,red,clock_red,both_uncertified_lower_raw,True,9.21034037197618,13.815510557964274,ngc_certified_ris_only,0.06252149276030422,1.9084593544494894,3,decoupled_robust,legacy_multistart,0.0
fig3,dual_pol_receiver,22,3206710796,-10.0,snr_db,-10.0,3,3,3,3,dual_pol,3206710796,fixed_full6d_reference_sigma2,full_6d,1.0725255289283988,2900e79ea20ef14b,False,,82.51574729499407,0.0027793876795433707,0.0027793876795433707,0.00027082594997992755,0.00032489494056379725,3.1559975942398685e-12,0.35758319102125063,False,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,1032557.0767790596,nan,"[67.49149478410989,26.850833433711998,52.660208087195294]","[0.014816681763106352,0.03724279182774343,0.018989670498292182]",,direct_vp,"[""poor_clock_consistency""]",1032407.6187036306,3096560,True,48626.526568211695,84.70928473278238,1.0419981755484569,0.27374016942471857,"[4.813942585196281,4.675283226599718,5.312751751876888]",27.351085152942687,51.178305255947635,79.57144649676047,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0027793876795433707,0.00027082594997992755,0.35758319102125063,nan,nan,nan,False,not_run,not_requested,"[67.49149478410989,26.850833433711998,52.660208087195294]","[0.014816681763106352,0.03724279182774343,0.018989670498292182]",,,,,48626.526568211695,84.70928473278238,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,3.9731909362432187,3.9731909362432187,2,data_only_efim_tau_crb,0.5754122389095795,0.000925133553523853,0.000925133553523853,True,3.9741160697967426,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,full_6d_evs,22,3206710796,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3206710796,fixed_full6d_reference_sigma2,full_6d,1.0725255289283988,2900e79ea20ef14b,False,,106.8689591740258,0.7000000497749577,0.7000000497749577,0.039295302530940816,0.018038631284895666,5.478416265546185e-11,1.0756821676778574,True,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,3105839.247471202,nan,"[25.091228246119503,22.24139154034472,88.13921932349245]","[0.03985456551452655,0.04496121558598575,0.011345687057218156]",,direct_vp,"[""poor_clock_consistency""]",3105689.7893957733,3096560,False,399061.27028062555,112.99880157313477,7.645354529944071,0.13410875063814354,"[4.744356092057887,4.697607294034363,5.0025738074639]",25.24084695894271,77.63118499098346,103.91408803779632,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.7000000497749577,0.039295302530940816,1.0756821676778574,nan,nan,nan,False,not_run,not_requested,"[25.091228246119503,22.24139154034472,88.13921932349245]","[0.03985456551452655,0.04496121558598575,0.011345687057218156]",,,,,399061.27028062555,112.99880157313477,nan,nan,ris_only_stage2_then_vp,jnpp_then_vp,True,"[""poor_clock_consistency""]",True,1.0,0.05788402059516139,0.05788402059516139,2,data_only_efim_tau_crb,0.06945263409641218,0.11035244028943235,0.11035244028943235,True,0.16823646088459374,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,scalar_receiver,17,2127997378,-10.0,snr_db,-10.0,3,3,3,3,scalar,2127997378,fixed_full6d_reference_sigma2,full_6d,4.000509529956755,4892b100f6ad5012,False,,523.7357984080445,0.5533631994799845,0.5533631994799845,0.9944257427040272,0.21217179253701826,5.887619453077228e-10,0.6832835191276966,True,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,529041.9230683165,nan,"[393.1805000415259,101.50175402096104,4716.5830963822655]","[0.0025433611267629097,0.009852046494605296,0.00021201788982588715]",,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",528892.4649928876,3096560,True,22.71982576610134,47.364668984465375,0.010584932429125097,40.34994574937585,"[4.32055264343161,89.58659796015948,3.666074958932569]",25.56914582499303,215.46799945295788,241.82321676891297,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.5533631994799845,0.9944257427040272,0.6832835191276966,2.311909498714589,0.9994558526759442,0.6833461796049837,True,unknown,unknown,"[393.1805000415259,101.50175402096104,4716.5830963822655]","[0.0025433611267629097,0.009852046494605296,0.00021201788982588715]",,"[564.5676147735478,998.3157243578287,7300.026368283843]","[0.0017712670250073406,0.001001687116212598,0.00013698580556429727]",,22.71982576610134,47.364668984465375,5.243476011632366,153.83163046409408,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,9629.359164982803,9629.359164982803,2,data_only_efim_tau_crb,36.890561063091916,1.0298462467230969,1.0298462467230969,True,9630.389011229527,red,clock_red,True,ngc_red_run_rescue,2777.5711432944854,2777.5711432944854,2,data_only_efim_tau_crb,33.64343691766133,1.024245500289442,1.024245500289442,True,2778.595388794775,red,clock_red,rescue_unavailable_direct_fallback,True,9.21034037197618,13.815510557964274,ngc_certified_ris_only,2.3170791499228107,0.3903962093568961,3,decoupled_robust,legacy_multistart,0.0
fig3,dual_pol_receiver,17,2127997378,-10.0,snr_db,-10.0,3,3,3,3,dual_pol,2127997378,fixed_full6d_reference_sigma2,full_6d,4.000509529956755,4892b100f6ad5012,False,,106.20158095494844,0.003825264002787877,0.003825264002787877,0.00014688722165494646,0.0002419518777682733,3.677591838988011e-12,1.3377018937443244,False,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,1035591.4557271637,nan,"[19.20197823601314,17.07680038347516,69.24652108607877]","[0.05207796757655453,0.058558979289270195,0.014441158692834204]",,direct_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",1035441.9976517347,3096560,True,69637.79678260669,79.06980682380885,0.7384336328869404,0.8874048446879164,"[4.425677926415144,4.5864677050317635,6.383385548863418]",26.270694205071777,74.98232623003423,102.03909192606807,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.003825264002787877,0.00014688722165494646,1.3377018937443244,nan,nan,nan,False,not_run,not_requested,"[19.20197823601314,17.07680038347516,69.24652108607877]","[0.05207796757655453,0.058558979289270195,0.014441158692834204]",,,,,69637.79678260669,79.06980682380885,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,0.04165589393504586,0.04165589393504586,2,data_only_efim_tau_crb,0.05891794713486846,0.0011667925778880784,0.0011667925778880784,True,0.04282268651293394,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,full_6d_evs,17,2127997378,-10.0,snr_db,-10.0,3,3,3,3,full_6d,2127997378,fixed_full6d_reference_sigma2,full_6d,4.000509529956755,4892b100f6ad5012,False,,82.89803995913826,0.0009427023278767436,0.0009427023278767436,5.5012478158268013e-05,8.45185946594928e-05,7.420154163131427e-13,4.004865708710854,False,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,3100097.338202358,nan,"[44.45846371823803,16.535699373912834,58.03131193736063]","[0.022492904979649925,0.06047521652220476,0.017232076383545753]",,direct_vp,"[""poor_clock_consistency""]",3099947.8801269294,3096560,True,655563.3451695348,82.91167521691705,4.314554173197007,0.38774979698109546,"[4.7894949632842945,4.804529261344672,5.619450590363958]",24.85733721894212,53.235424235928804,78.87883294583298,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.0009427023278767436,5.5012478158268013e-05,4.004865708710854,nan,nan,nan,False,not_run,not_requested,"[44.45846371823803,16.535699373912834,58.03131193736063]","[0.022492904979649925,0.06047521652220476,0.017232076383545753]",,,,,655563.3451695348,82.91167521691705,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""poor_clock_consistency""]",True,1.0,0.03770619158090622,0.03770619158090622,2,data_only_efim_tau_crb,0.056055174888159844,0.0004245778292059592,0.0004245778292059592,True,0.038130769410112175,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,scalar_receiver,9,3933360494,-10.0,snr_db,-10.0,3,3,3,3,scalar,3933360494,fixed_full6d_reference_sigma2,full_6d,1.191222589099843,65437b590cfca8c8,False,,578.824369146023,1.6645194322693098,1.6645194322693098,0.9974572232254664,0.9743663798052905,3.927817218165515e-09,0.201882102395938,True,ris_only_stage2_then_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,524940.7765318719,nan,"[4149.834524725678,912.669572551492,6.955392268312251]","[0.0002409734628915763,0.0010956867952677488,0.1437733432446216]",,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",524803.0528646886,3096560,True,0.6896310163579551,185.64832658662883,0.043832856032325125,9.550681609254976,"[5.624535188947557,3.0996880256228008,24.503826939091297]",26.17056200397201,78.24390859110281,128.86119767907076,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.8686336128627598,1.0003076743750334,0.20188661650835502,1.6645194322693098,0.9974572232254664,0.201882102395938,True,accepted,accepted,"[8958.596089826204,5858.9513702023405,8.241630229275708]","[0.00011162463191939753,0.00017067900567102905,0.12133521793292591]",,"[4149.834524725678,912.669572551492,6.955392268312251]","[0.0002409734628915763,0.0010956867952677488,0.1437733432446216]",,0.6896310163579551,185.64832658662883,0.019043650603591672,28107.177193709224,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,91.37037151080304,91.37037151080304,2,data_only_efim_tau_crb,10.399042832883795,0.7910757552318245,0.7910757552318245,True,92.16144726603487,red,clock_red,True,ngc_red_run_rescue,293.72635475685433,293.72635475685433,2,data_only_efim_tau_crb,10.088185016894153,0.7925195314559184,0.7925195314559184,True,294.51887428831026,red,clock_red,both_uncertified_lower_raw,True,9.21034037197618,13.815510557964274,ngc_certified_ris_only,1.6965438329560352,0.6432693553185531,3,decoupled_robust,legacy_multistart,0.0
fig3,dual_pol_receiver,9,3933360494,-10.0,snr_db,-10.0,3,3,3,3,dual_pol,3933360494,fixed_full6d_reference_sigma2,full_6d,1.191222589099843,65437b590cfca8c8,False,,118.08042479213327,0.7000008013196375,0.7000008013196375,0.06796463759942167,0.017632658389392195,5.6313074612887036e-11,0.3986160862124912,True,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,1036349.591513357,nan,"[35.76322907103892,27.017800133549148,43.94495858324499]","[0.02796168092030698,0.03701263593001563,0.022755738819545224]",,direct_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",1036200.133437928,3096560,True,39853.62460883522,124.88085230984359,0.6422778055812164,0.5384503500101899,"[4.717552212395545,5.710677114852476,5.965750681592393]",25.445526463910937,87.72752100694925,114.0734869427979,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.7000008013196375,0.06796463759942167,0.3986160862124912,nan,nan,nan,False,not_run,not_requested,"[35.76322907103892,27.017800133549148,43.94495858324499]","[0.02796168092030698,0.03701263593001563,0.022755738819545224]",,,,,39853.62460883522,124.88085230984359,nan,nan,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,0.30271730650844064,0.30271730650844064,2,data_only_efim_tau_crb,0.15882834195771459,0.09591668681921443,0.09591668681921443,True,0.3986339933276551,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,full_6d_evs,9,3933360494,-10.0,snr_db,-10.0,3,3,3,3,full_6d,3933360494,fixed_full6d_reference_sigma2,full_6d,1.191222589099843,65437b590cfca8c8,False,,117.65059582213871,0.7000005739544175,0.7000005739544175,0.07418537585259473,0.017676830775734217,5.345834351205413e-11,1.2000483830519255,True,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,3119668.056698929,nan,"[22.577487899084296,38.1128235394866,45.53470722930918]","[0.04429190725058392,0.02623788811988286,0.02196127000264973]",,direct_vp,"[""poor_clock_consistency""]",3119518.5986235,3096560,False,374209.35878459015,133.250702823335,5.834730016020407,0.21004579815676633,"[5.388774298972852,4.899267104160507,5.0068215848599005]",25.615601752884686,87.18327596504241,113.69931718986481,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.7000005739544175,0.07418537585259473,1.2000483830519255,nan,nan,nan,False,not_run,not_requested,"[22.577487899084296,38.1128235394866,45.53470722930918]","[0.04429190725058392,0.02623788811988286,0.02196127000264973]",,,,,374209.35878459015,133.250702823335,nan,nan,ris_only_stage2_then_vp,jnpp_then_vp,True,"[""poor_clock_consistency""]",True,1.0,0.08121160425153176,0.08121160425153176,2,data_only_efim_tau_crb,0.08226562883505874,0.15159089179996194,0.15159089179996194,True,0.2328024960514937,green,clock_green,False,ngc_green_skip_rescue,nan,nan,2,,nan,nan,nan,False,nan,,candidate_unavailable,ngc_green_skip_rescue,False,9.21034037197618,13.815510557964274,ngc_certified_ris_only,nan,nan,,decoupled_robust,legacy_multistart,0.0
fig3,scalar_receiver,8,641399591,-10.0,snr_db,-10.0,3,3,3,3,scalar,641399591,fixed_full6d_reference_sigma2,full_6d,2.254925735329804,853fec91cdc84d3e,False,,515.3410135440063,0.5359007173297335,0.5359007173297335,0.9929511158741249,0.2797915810391321,2.7945044270319307e-09,0.38127119443250573,True,direct_vp,global_exact_spherical_vp,,False,,adaptive_jones,cpu,False,,legacy_least_squares,cpu,explicit,,legacy_least_squares_numerical,False,,,0,0,,,,,,,,fixed_pol_anchor,False,,fixed_pol_anchor,nan,nan,nan,nan,False,3,4,523729.9963047077,nan,"[2889.786603759305,31717.81890276876,26.169346832452145]","[0.0003460463121426751,3.1528018094424756e-05,0.038212646512588856]",,jnpp_then_vp,"[""low_assignment_margin"",""poor_clock_consistency""]",523580.53822927875,3096560,True,26.37776178591124,138.18228972972727,0.00867512852615678,63.74395600732111,"[7.798341206422139,141.1799249178478,4.190992840940225]",19.961619089823216,256.38749282294884,277.6731204048265,nan,nan,nan,nan,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,nan,,False,,nan,,,nan,nan,nan,,,,,,,,0.5359007173297335,0.9929511158741249,0.38127119443250573,2.2749786416570834,0.9950643586968839,0.3813137297113431,True,unknown,unknown,"[2889.786603759305,31717.81890276876,26.169346832452145]","[0.0003460463121426751,3.1528018094424756e-05,0.038212646512588856]",,"[279195.5816935127,3332.26169536814,1326.7800937517443]","[3.581717571383953e-06,0.00030009647743385316,0.0007537044031505732]",,26.37776178591124,138.18228972972727,0.2578780260053998,3692.443190173191,ris_only_stage2_then_vp,direct_vp,True,"[""low_assignment_margin"",""poor_clock_consistency""]",True,1.0,43744.80190269401,43744.80190269401,2,data_only_efim_tau_crb,60.377149307977724,0.8273746097184017,0.8273746097184017,True,43745.62927730373,red,clock_red,True,ngc_red_run_rescue,16486.784491455703,16486.784491455703,2,data_only_efim_tau_crb,57.77694505893007,0.8288384501782171,0.8288384501782171,True,16487.613329905882,red,clock_red,rescue_unavailable_direct_fallback,True,9.21034037197618,13.815510557964274,ngc_certified_ris_only,2.404698120544917,0.9519411237295778,3,decoupled_robust,legacy_multistart,0.0
