n_runs,n_success,n_failed,success_rate,trial_id_mean,trial_id_median,trial_id_std,trial_id_min,trial_id_max,trial_id_p10,trial_id_p90,seed_mean,seed_median,seed_std,seed_min,seed_max,seed_p10,seed_p90,snr_db_mean,snr_db_median,snr_db_std,snr_db_min,snr_db_max,snr_db_p10,snr_db_p90,K_mean,K_median,K_std,K_min,K_max,K_p10,K_p90,runtime_s_mean,runtime_s_median,runtime_s_std,runtime_s_min,runtime_s_max,runtime_s_p10,runtime_s_p90,p_true_x_mean,p_true_x_median,p_true_x_std,p_true_x_min,p_true_x_max,p_true_x_p10,p_true_x_p90,p_true_y_mean,p_true_y_median,p_true_y_std,p_true_y_min,p_true_y_max,p_true_y_p10,p_true_y_p90,p_true_z_mean,p_true_z_median,p_true_z_std,p_true_z_min,p_true_z_max,p_true_z_p10,p_true_z_p90,p_hat_x_mean,p_hat_x_median,p_hat_x_std,p_hat_x_min,p_hat_x_max,p_hat_x_p10,p_hat_x_p90,p_hat_y_mean,p_hat_y_median,p_hat_y_std,p_hat_y_min,p_hat_y_max,p_hat_y_p10,p_hat_y_p90,p_hat_z_mean,p_hat_z_median,p_hat_z_std,p_hat_z_min,p_hat_z_max,p_hat_z_p10,p_hat_z_p90,err_x_m_mean,err_x_m_median,err_x_m_std,err_x_m_min,err_x_m_max,err_x_m_p10,err_x_m_p90,err_y_m_mean,err_y_m_median,err_y_m_std,err_y_m_min,err_y_m_max,err_y_m_p10,err_y_m_p90,err_z_m_mean,err_z_m_median,err_z_m_std,err_z_m_min,err_z_m_max,err_z_m_p10,err_z_m_p90,position_error_m_mean,position_error_m_median,position_error_m_std,position_error_m_min,position_error_m_max,position_error_m_p10,position_error_m_p90,delta_t_true_s_mean,delta_t_true_s_median,delta_t_true_s_std,delta_t_true_s_min,delta_t_true_s_max,delta_t_true_s_p10,delta_t_true_s_p90,delta_t_hat_s_mean,delta_t_hat_s_median,delta_t_hat_s_std,delta_t_hat_s_min,delta_t_hat_s_max,delta_t_hat_s_p10,delta_t_hat_s_p90,delta_t_error_s_mean,delta_t_error_s_median,delta_t_error_s_std,delta_t_error_s_min,delta_t_error_s_max,delta_t_error_s_p10,delta_t_error_s_p90,clock_error_ns_mean,clock_error_ns_median,clock_error_ns_std,clock_error_ns_min,clock_error_ns_max,clock_error_ns_p10,clock_error_ns_p90,clock_range_error_m_mean,clock_range_error_m_median,clock_range_error_m_std,clock_range_error_m_min,clock_range_error_m_max,clock_range_error_m_p10,clock_range_error_m_p90,y_nmse_mean,y_nmse_median,y_nmse_std,y_nmse_min,y_nmse_max,y_nmse_p10,y_nmse_p90,raw_objective_final_mean,raw_objective_final_median,raw_objective_final_std,raw_objective_final_min,raw_objective_final_max,raw_objective_final_p10,raw_objective_final_p90,residual_norm_mean,residual_norm_median,residual_norm_std,residual_norm_min,residual_norm_max,residual_norm_p10,residual_norm_p90,noise_variance_mean,noise_variance_median,noise_variance_std,noise_variance_min,noise_variance_max,noise_variance_p10,noise_variance_p90,stage1_position_error_m_mean,stage1_position_error_m_median,stage1_position_error_m_std,stage1_position_error_m_min,stage1_position_error_m_max,stage1_position_error_m_p10,stage1_position_error_m_p90,stage2_position_error_m_mean,stage2_position_error_m_median,stage2_position_error_m_std,stage2_position_error_m_min,stage2_position_error_m_max,stage2_position_error_m_p10,stage2_position_error_m_p90,final_position_error_m_mean,final_position_error_m_median,final_position_error_m_std,final_position_error_m_min,final_position_error_m_max,final_position_error_m_p10,final_position_error_m_p90,position_rmse_m,err_x_rmse_m,err_y_rmse_m,err_z_rmse_m,clock_error_ns_rmse,clock_range_error_m_rmse
20,20,0,1.0,9.5,9.5,5.766281297335398,0.0,19.0,1.9000000000000001,17.1,2138021017.0,2169247292.0,1250528923.4553983,112311654.0,3933360494.0,600122399.2,3701452067.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,376.2372548309998,383.6264349364992,102.15981087059978,188.88253280699973,576.17597441,258.97332917709866,509.5756565830003,1.25,1.25,0.0,1.25,1.25,1.25,1.25,0.5500000000000002,0.55,1.1102230246251565e-16,0.55,0.55,0.55,0.55,0.75,0.75,0.0,0.75,0.75,0.75,0.75,1.2487872487552092,1.2490331494743254,0.003427671695772294,1.242769330954747,1.2569992145630635,1.2441241695338454,1.2525318369930662,0.5511288257110178,0.5508867791535055,0.003195299272898964,0.5434796589997286,0.5567802852060288,0.5476077879169882,0.5554471754624553,1.3501463233558695,1.3501988515524093,0.0004123280364681813,1.3492060419231693,1.3510543904283305,1.349521368733249,1.3505568856908825,-0.0012127512447908328,-0.0009668505256745785,0.0034276716957722937,-0.0072306690452530464,0.006999214563063516,-0.005875830466154496,0.0025318369930661853,0.0011288257110176891,0.0008867791535054348,0.003195299272898963,-0.006520341000271435,0.006780285206028802,-0.00239221208301188,0.005447175462455212,0.6001463233558699,0.6001988515524093,0.00041232803646818134,0.5992060419231693,0.6010543904283305,0.599521368733249,0.6005568856908824,0.6001669095029423,0.6002035866787631,0.00040505978590563217,0.5992823913052098,0.6010555895510635,0.5995454685213437,0.6005596508302717,5.000000000000001e-09,5e-09,8.271806125530277e-25,5e-09,5e-09,5e-09,5e-09,4.9951026749379485e-09,4.9972898743044645e-09,1.5503547262249135e-11,4.967847012535773e-09,5.0319078503020785e-09,4.9728298160040395e-09,5.011950116672017e-09,-4.897325062050694e-12,-2.7101256955359787e-12,1.5503547262249132e-11,-3.2152987464227394e-11,3.190785030207838e-11,-2.7170183995960723e-11,1.195011667201652e-11,0.011934293642370072,0.007596908423554993,0.011041576234119275,0.00028325615369531826,0.032152987464227394,0.0014615700318437621,0.030189891932682775,0.0035778112255398986,0.002277495849498456,0.0033101812794210012,8.491805855994524e-05,0.009639223143943918,0.00043816767238557977,0.009050701909253339,2.2775963865080896e-06,2.1377078168337145e-06,1.0220929392800217e-06,8.990256453549215e-07,5.027226549719307e-06,1.1461592385743323e-06,3.4793707334475973e-06,0.255719910033165,0.18261177051449717,0.17838089798544635,0.0238251523179219,0.6043465147263007,0.07389404822753254,0.48697337357327924,586.6455404386172,531.7287617660138,227.54137634485707,192.06300380867378,967.3171437499464,336.90202356766144,867.702118902262,0.25578771549972734,0.18266170759356382,0.1784914701885428,0.023834828113042435,0.6051387167265158,0.07393586236919886,0.48681459956024337,0.6003528042171465,0.6003719836133117,0.0005352530148514365,0.5995196243459349,0.6016552489520482,0.5995716936045566,0.6008648753149527,0.6003528042171465,0.6003719836133117,0.0005352530148514365,0.5995196243459349,0.6016552489520482,0.5995716936045566,0.6008648753149527,0.6001669095029423,0.6002035866787631,0.00040505978590563217,0.5992823913052098,0.6010555895510635,0.5995454685213437,0.6005596508302717,0.6001670461927604,0.0036358903772996548,0.003388832384353531,0.6001464649999848,0.01625865217280271,0.004874221298651567
